FeatureID,Name,Formula,Annotation_level,use_Sirius_class,kingdom,superclass,class,subclass,level 5,CID,Title_PubChem,ExactMass,MolecularFormula,InChI,InChIKey,ConnectivitySMILES
FT_1.188_269.04556,"1,3,8-trihydroxy-6-methyl-anthracene-9,10-dione",C15H10O5,L2.2,no,Organic compounds,Benzenoids,Anthracenes,Anthraquinones,Hydroxyanthraquinones,3220,Emodin,270.05282342,C15H10O5,"InChI=1S/C15H10O5/c1-6-2-8-12(10(17)3-6)15(20)13-9(14(8)19)4-7(16)5-11(13)18/h2-5,16-18H,1H3",RHMXXJGYXNZAPX-UHFFFAOYSA-N,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)O
FT_1.535_351.14519,Coriandrone D,C18H24O7,L2.2,no,Organic compounds,Organoheterocyclic compounds,Benzopyrans,2-benzopyrans,NA,101995281,CID 101995281,352.1522031,C18H24O7,"InChI=1S/C18H24O7/c1-9-6-11-7-13(23-5)12(16(20)15(11)17(21)24-9)8-14(18(3,4)22)25-10(2)19/h7,9,14,20,22H,6,8H2,1-5H3/t9-,14?/m0/s1",ZSKZYWHCOISHNI-CUVJYRNJSA-N,CC1CC2=CC(=C(C(=C2C(=O)O1)O)CC(C(C)(C)O)OC(=O)C)OC
FT_1.535_351.14519,Coriandrone D,C18H24O7,L2.2,no,Organic compounds,Organoheterocyclic compounds,Benzopyrans,2-benzopyrans,NA,131750936,Coriandrone D,352.1522031,C18H24O7,"InChI=1S/C18H24O7/c1-9-6-11-7-13(23-5)12(16(20)15(11)17(21)24-9)8-14(18(3,4)22)25-10(2)19/h7,9,14,20,22H,6,8H2,1-5H3",ZSKZYWHCOISHNI-UHFFFAOYSA-N,CC1CC2=CC(=C(C(=C2C(=O)O1)O)CC(C(C)(C)O)OC(=O)C)OC
FT_1.535_351.14519,Coriandrone D,C18H24O7,L2.2,no,Organic compounds,Organoheterocyclic compounds,Benzopyrans,2-benzopyrans,NA,101995281,CID 101995281,352.1522031,C18H24O7,"InChI=1S/C18H24O7/c1-9-6-11-7-13(23-5)12(16(20)15(11)17(21)24-9)8-14(18(3,4)22)25-10(2)19/h7,9,14,20,22H,6,8H2,1-5H3/t9-,14?/m0/s1",ZSKZYWHCOISHNI-CUVJYRNJSA-N,CC1CC2=CC(=C(C(=C2C(=O)O1)O)CC(C(C)(C)O)OC(=O)C)OC
FT_1.535_351.14519,Coriandrone D,C18H24O7,L2.2,no,Organic compounds,Organoheterocyclic compounds,Benzopyrans,2-benzopyrans,NA,131750936,Coriandrone D,352.1522031,C18H24O7,"InChI=1S/C18H24O7/c1-9-6-11-7-13(23-5)12(16(20)15(11)17(21)24-9)8-14(18(3,4)22)25-10(2)19/h7,9,14,20,22H,6,8H2,1-5H3",ZSKZYWHCOISHNI-UHFFFAOYSA-N,CC1CC2=CC(=C(C(=C2C(=O)O1)O)CC(C(C)(C)O)OC(=O)C)OC
FT_1.670_281.10327,Gonioheptolide A,C14H18O6,L2.2,no,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Glycosyl compounds,9993900,Gonioheptolide A,282.11033829,C14H18O6,"InChI=1S/C14H18O6/c1-19-10(16)7-9(15)14-12(18)11(17)13(20-14)8-5-3-2-4-6-8/h2-6,9,11-15,17-18H,7H2,1H3/t9-,11+,12+,13-,14+/m1/s1",YCKKAXDZPAQYOF-YTLQFRNZSA-N,COC(=O)CC(C1C(C(C(O1)C2=CC=CC=C2)O)O)O
FT_1.387_357.13459,NP-003433,C20H22O6,L2.1,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FT_1.285_313.23864,12(13)-DiHOME,C18H34O4,L2.1,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FT_1.463_459.12991,embigenin,C23H24O10,L2.2,no,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid C-glycosides,44258367,Embigenin,460.13694696,C23H24O10,"InChI=1S/C23H24O10/c1-30-11-5-3-10(4-6-11)13-7-12(25)17-15(32-13)8-14(31-2)18(20(17)27)23-22(29)21(28)19(26)16(9-24)33-23/h3-8,16,19,21-24,26-29H,9H2,1-2H3/t16?,19-,21+,22?,23+/m1/s1",AMNQXXJPHNXOHG-CBIHESCMSA-N,COC1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC)C4C(C(C(C(O4)CO)O)O)O)O
FT_1.669_387.18144,NP-018946,C21H26O4,L2.1,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FT_1.176_443.13501,NP-020236,C23H24O9,L2.1,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FT_1.348_443.13495,NP-020236,C23H24O9,L2.1,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FT_13.222_411.11466,"(2R,3R,4R,5R)-5-[[(2S,3R,4R,5R)-3,4-dihydroxy-5-[[(2S,3R,4R,5R)-3,4,5-trihydroxyoxolan-2-yl]methoxy]oxolan-2-yl]methoxy]-3,4-dihydroxyoxolane-2-carbaldehyde",C15H24O13,L2.2,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FT_2.097_187.06118,NP-022068,C8H12O5,L2.1,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FT_2.326_187.06115,NP-022068,C8H12O5,L2.1,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FT_2.430_187.06117,NP-022068,C8H12O5,L2.1,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FT_1.317_297.15305,2-Decylbenzenesulfonate,C16H25O3S-,L2.1,no,NA,NA,NA,NA,NA,21933448,2-Decylbenzenesulfonate,297.15244083,C16H25O3S-,"InChI=1S/C16H26O3S/c1-2-3-4-5-6-7-8-9-12-15-13-10-11-14-16(15)20(17,18)19/h10-11,13-14H,2-9,12H2,1H3,(H,17,18,19)/p-1",UAZLASMTBCLJKO-UHFFFAOYSA-M,CCCCCCCCCCC1=CC=CC=C1S(=O)(=O)[O-]
FT_10.119_171.07747,Prolylglycine,C7H12N2O3,L2.1,no,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,6426709,L-Prolylglycine,172.08479225,C7H12N2O3,"InChI=1S/C7H12N2O3/c10-6(11)4-9-7(12)5-2-1-3-8-5/h5,8H,1-4H2,(H,9,12)(H,10,11)/t5-/m0/s1",RNKSNIBMTUYWSH-YFKPBYRVSA-N,C1CC(NC1)C(=O)NCC(=O)O
FT_2.111_211.06111,Propyl gallate,C10H12O5,L2.1,no,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Hydroxybenzoic acid derivatives,4947,Propyl Gallate,212.06847348,C10H12O5,"InChI=1S/C10H12O5/c1-2-3-15-10(14)6-4-7(11)9(13)8(12)5-6/h4-5,11-13H,2-3H2,1H3",ZTHYODDOHIVTJV-UHFFFAOYSA-N,CCCOC(=O)C1=CC(=C(C(=C1)O)O)O
FT_2.459_211.06108,Propyl gallate,C10H12O5,L2.1,no,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Hydroxybenzoic acid derivatives,4947,Propyl Gallate,212.06847348,C10H12O5,"InChI=1S/C10H12O5/c1-2-3-15-10(14)6-4-7(11)9(13)8(12)5-6/h4-5,11-13H,2-3H2,1H3",ZTHYODDOHIVTJV-UHFFFAOYSA-N,CCCOC(=O)C1=CC(=C(C(=C1)O)O)O
FT_1.543_349.20212,Prostaglandin K2,C20H30O5,L2.1,no,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Prostaglandins and related compounds,5283037,Prostaglandin K2,350.20932405,C20H30O5,"InChI=1S/C20H30O5/c1-2-3-6-9-15(21)12-13-17-16(18(22)14-19(17)23)10-7-4-5-8-11-20(24)25/h4,7,12-13,15-17,21H,2-3,5-6,8-11,14H2,1H3,(H,24,25)/b7-4-,13-12+/t15-,16+,17+/m0/s1",LGMXPVXJSFPPTQ-DJUJBXLVSA-N,CCCCCC(C=CC1C(C(=O)CC1=O)CC=CCCCC(=O)O)O
FT_12.842_443.14080,Tetracycline,C22H24N2O8,L2.1,no,Organic compounds,Phenylpropanoids and polyketides,Tetracyclines,NA,NA,54675776,Tetracycline,444.15326573,C22H24N2O8,"InChI=1S/C22H24N2O8/c1-21(31)8-5-4-6-11(25)12(8)16(26)13-9(21)7-10-15(24(2)3)17(27)14(20(23)30)19(29)22(10,32)18(13)28/h4-6,9-10,15,25-26,29,31-32H,7H2,1-3H3,(H2,23,30)/t9-,10-,15-,21+,22-/m0/s1",NWXMGUDVXFXRIG-WESIUVDSSA-N,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O
FT_1.467_223.06110,Trinexapac,C11H12O5,L2.1,no,Organic compounds,Organic acids and derivatives,Vinylogous acids,NA,NA,14371531,Trinexapac,224.06847348,C11H12O5,"InChI=1S/C11H12O5/c12-7-3-6(11(15)16)4-8(13)9(7)10(14)5-1-2-5/h5-6,14H,1-4H2,(H,15,16)",DFFWZNDCNBOKDI-UHFFFAOYSA-N,C1CC1C(=C2C(=O)CC(CC2=O)C(=O)O)O
FT_2.417_167.03494,Vanillic acid,C8H8O4,L2.1,no,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Methoxybenzoic acids and derivatives,8468,Vanillic Acid,168.04225873,C8H8O4,"InChI=1S/C8H8O4/c1-12-7-4-5(8(10)11)2-3-6(7)9/h2-4,9H,1H3,(H,10,11)",WKOLLVMJNQIZCI-UHFFFAOYSA-N,COC1=C(C=CC(=C1)C(=O)O)O
FT_1.584_177.05573,coniferaldehyde,C10H10O3,L2.2,no,Organic compounds,Benzenoids,Phenols,Methoxyphenols,NA,5280536,Coniferaldehyde,178.062994177,C10H10O3,"InChI=1S/C10H10O3/c1-13-10-7-8(3-2-6-11)4-5-9(10)12/h2-7,12H,1H3/b3-2+",DKZBBWMURDFHNE-NSCUHMNNSA-N,COC1=C(C=CC(=C1)C=CC=O)O
FT_1.322_183.10268,Ieodomycin D,C10H16O3,L2.2,no,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Medium-chain fatty acids,53387507,Ieodomycin D,184.109944368,C10H16O3,"InChI=1S/C10H16O3/c1-9(11)7-5-3-2-4-6-8-10(12)13/h2,4,6,8-9,11H,3,5,7H2,1H3,(H,12,13)/b4-2+,8-6+/t9-/m1/s1",BUNUAXLBBKVLBE-WMCYJUNYSA-N,CC(CCCC=CC=CC(=O)O)O
FT_2.691_273.07284,[Similar to: 2'-Deoxyuridine; ΔMass: 0.0000 Da],C9H12N2O5,L2.2,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FT_12.351_317.05494,glyceryl sulfoquinovoside,C9H18O10S,L2.2,no,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Glycosylglycerols,NA,192765,"2,3-Dihydroxypropyl 6-deoxy-6-sulfo-alpha-D-glucopyranoside",318.06206794,C9H18O10S,"InChI=1S/C9H18O10S/c10-1-4(11)2-18-9-8(14)7(13)6(12)5(19-9)3-20(15,16)17/h4-14H,1-3H2,(H,15,16,17)/t4?,5-,6-,7+,8-,9+/m1/s1",JTXHNMDHGMNPEG-TTWCUHKNSA-N,C(C1C(C(C(C(O1)OCC(CO)O)O)O)O)S(=O)(=O)O
FT_1.615_267.16035,Waraterpol,C15H24O4,L2.2,no,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,NA,21635171,Waraterpol,268.16745924,C15H24O4,"InChI=1S/C15H24O4/c1-11(9-16)4-3-7-15(2,19)13-6-5-12(10-17)8-14(13)18/h5-6,8,11,16-19H,3-4,7,9-10H2,1-2H3",GLOLSSXWFHDYIK-UHFFFAOYSA-N,CC(CCCC(C)(C1=C(C=C(C=C1)CO)O)O)CO
FT_1.628_337.12961,"[(3aS,4R,5R,6S,6aR,8R,9bS)-5,6,8-trihydroxy-6,9-dimethyl-3-methylidene-2-oxo-4,5,6a,7,8,9b-hexahydro-3aH-azuleno[4,5-b]furan-4-yl] acetate",C17H22O7,L2.2,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FT_1.640_223.02477,Dehydrochorismic acid,C10H8O6,L2.2,no,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenoxyacetic acid derivatives,NA,9920917,3-((1-Carboxyethenyl)oxy)-4-hydroxybenzoic acid,224.03208797,C10H8O6,"InChI=1S/C10H8O6/c1-5(9(12)13)16-8-4-6(10(14)15)2-3-7(8)11/h2-4,11H,1H2,(H,12,13)(H,14,15)",LKNPFOZIOWXDQS-UHFFFAOYSA-N,C=C(C(=O)O)OC1=C(C=CC(=C1)C(=O)O)O
FT_1.770_263.05617,Penicimarin E,C13H12O6,L2.2,no,Organic compounds,Phenylpropanoids and polyketides,Isocoumarins and derivatives,NA,NA,71664848,Penicimarin E,264.0633881,C13H12O6,"InChI=1S/C13H12O6/c1-6-10(5-18-7(2)14)9-3-8(15)4-11(16)12(9)13(17)19-6/h3-4,15-16H,5H2,1-2H3",FTNRNAIIBOEQPZ-UHFFFAOYSA-N,CC1=C(C2=C(C(=CC(=C2)O)O)C(=O)O1)COC(=O)C
FT_12.209_387.11466,beta1-6Galactobiose,C12H22O11,L2.2,no,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl glycosides,Fatty acyl glycosides of mono- and disaccharides,219994,6-O-Hexopyranosylhexose,342.11621151,C12H22O11,"InChI=1S/C12H22O11/c13-1-4(15)7(17)8(18)5(16)3-22-12-11(21)10(20)9(19)6(2-14)23-12/h1,4-12,14-21H,2-3H2",AYRXSINWFIIFAE-UHFFFAOYSA-N,C(C1C(C(C(C(O1)OCC(C(C(C(C=O)O)O)O)O)O)O)O)O
FT_12.841_511.12815,"[Similar to: N-[4-(2-Anilino-2-oxoethyl)-7-hydroxy-8-(hydroxymethyl)-4a,8-dimethyl-4,4a,5,6,7,8,8a,9-octahydronaphtho[2,3-d][1,3]thiazol-2-yl]-4-fluorobenzamide; ΔMass: -25.0743 Da]",C19H28O16,L2.2,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FT_2.628_205.01382,7-Hydroxy-2-oxo-2H-chromene-6-carboxylic acid,C10H6O5,L2.2,no,Organic compounds,Phenylpropanoids and polyketides,Coumarins and derivatives,Hydroxycoumarins,7-hydroxycoumarins,14189622,7-Hydroxy-2-oxo-2H-chromene-6-carboxylic acid,206.02152329,C10H6O5,"InChI=1S/C10H6O5/c11-7-4-8-5(1-2-9(12)15-8)3-6(7)10(13)14/h1-4,11H,(H,13,14)",SSYRTNYKCKNPJB-UHFFFAOYSA-N,C1=CC(=O)OC2=CC(=C(C=C21)C(=O)O)O
FT_1.158_235.06121,O-acetylferulic acid,C12H12O5,L2.2,no,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Hydroxycinnamic acids and derivatives,Coumaric acids and derivatives,5354677,"2-Propenoic acid, 3-[4-(acetyloxy)-3-methoxyphenyl]-",236.06847348,C12H12O5,"InChI=1S/C12H12O5/c1-8(13)17-10-5-3-9(4-6-12(14)15)7-11(10)16-2/h3-7H,1-2H3,(H,14,15)/b6-4+",IHKNVZISLLDMOR-GQCTYLIASA-N,CC(=O)OC1=C(C=C(C=C1)C=CC(=O)O)OC
FT_1.268_413.12484,[Similar to: Prednisone; ΔMass: 55.9541 Da],C23H18N4O4,L2.2,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FT_1.309_413.19722,[Similar to: Prednisone; ΔMass: 56.0265 Da],C17H32N6O2P2,L2.2,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FT_1.321_413.23379,[Similar to: Prednisone; ΔMass: 56.0630 Da],C25H34O5,L2.2,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FT_2.236_179.07135,3-(2-Methoxyphenyl)propanoic acid,C10H12O3,L2.2,no,Organic compounds,Phenylpropanoids and polyketides,Phenylpropanoic acids,NA,NA,80652,3-(o-Methoxyphenyl)propionic acid,180.078644241,C10H12O3,"InChI=1S/C10H12O3/c1-13-9-5-3-2-4-8(9)6-7-10(11)12/h2-5H,6-7H2,1H3,(H,11,12)",XSZSNLOPIWWFHS-UHFFFAOYSA-N,COC1=CC=CC=C1CCC(=O)O
FT_1.111_337.10853,"(E)-1-(5,7-dihydroxy-2,2-dimethylchromen-6-yl)-3-(4-hydroxyphenyl)prop-2-en-1-one",C20H18O5,L2.3,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FT_1.119_409.12982,Rotenalone,C23H22O7,L2.3,no,Organic compounds,Phenylpropanoids and polyketides,Isoflavonoids,Rotenoids,Rotenones,68184,12A-Hydroxyrotenone,410.13655304,C23H22O7,"InChI=1S/C23H22O7/c1-11(2)16-7-13-15(29-16)6-5-12-21(13)30-20-10-28-17-9-19(27-4)18(26-3)8-14(17)23(20,25)22(12)24/h5-6,8-9,16,20,25H,1,7,10H2,2-4H3/t16-,20-,23-/m1/s1",JFVKWCYZKMUTLH-AYPBNUJASA-N,CC(=C)C1CC2=C(O1)C=CC3=C2OC4COC5=CC(=C(C=C5C4(C3=O)O)OC)OC
FT_1.131_217.05048,8-acetyl-7-hydroxy-4-methyl-chromen-2-one,C12H10O4,L2.3,no,Organic compounds,Phenylpropanoids and polyketides,Coumarins and derivatives,Hydroxycoumarins,7-hydroxycoumarins,5324648,8-Acetyl-7-hydroxy-4-methylcoumarin,218.0579088,C12H10O4,"InChI=1S/C12H10O4/c1-6-5-10(15)16-12-8(6)3-4-9(14)11(12)7(2)13/h3-5,14H,1-2H3",WZOMQVFUPMLOGT-UHFFFAOYSA-N,CC1=CC(=O)OC2=C1C=CC(=C2C(=O)C)O
FT_1.184_411.10883,"6-acetyl-13-hydroxy-16,17-dimethoxy-2,7,20-trioxapentacyclo[11.8.0.0^{3,11}.0^{4,8}.0^{14,19}]henicosa-3,8,10,14(19),15,17-hexaen-12-one",C22H20O8,L2.3,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FT_1.225_339.12397,6-Prenylnaringenin,C20H20O5,L2.3,no,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavans,6-prenylated flavans,155094,6-Prenylnaringenin,340.13107373,C20H20O5,"InChI=1S/C20H20O5/c1-11(2)3-8-14-15(22)9-18-19(20(14)24)16(23)10-17(25-18)12-4-6-13(21)7-5-12/h3-7,9,17,21-22,24H,8,10H2,1-2H3/t17-/m0/s1",YHWNASRGLKJRJJ-KRWDZBQOSA-N,CC(=CCC1=C(C2=C(C=C1O)OC(CC2=O)C3=CC=C(C=C3)O)O)C
FT_1.230_387.07246,9'-Methylprotocetraric acid,C19H16O9,L2.3,no,Organic compounds,Phenylpropanoids and polyketides,Depsides and depsidones,NA,NA,138756195,9'-Methylprotocetraric acid,388.07943208,C19H16O9,"InChI=1S/C19H16O9/c1-7-4-11(21)9(5-20)16-12(7)19(25)28-17-10(6-26-3)14(22)13(18(23)24)8(2)15(17)27-16/h4-5,21-22H,6H2,1-3H3,(H,23,24)",IJJZZLYYFYYEHT-UHFFFAOYSA-N,CC1=CC(=C(C2=C1C(=O)OC3=C(O2)C(=C(C(=C3COC)O)C(=O)O)C)C=O)O
FT_1.250_233.04553,Hexaketide pyrone,C12H10O5,L2.3,no,Organic compounds,Benzenoids,Phenols,Benzenediols,Resorcinols,54750156,Hexaketide pyrone,233.04499838,C12H9O5-,"InChI=1S/C12H10O5/c1-6-2-7(13)3-9(15)12(6)10-4-8(14)5-11(16)17-10/h2-5,13-15H,1H3/p-1",PNZHRLSVSIGZON-UHFFFAOYSA-M,CC1=CC(=CC(=C1C2=CC(=CC(=O)O2)O)[O-])O
FT_1.277_411.10877,"6-acetyl-13-hydroxy-16,17-dimethoxy-2,7,20-trioxapentacyclo[11.8.0.0^{3,11}.0^{4,8}.0^{14,19}]henicosa-3,8,10,14(19),15,17-hexaen-12-one",C22H20O8,L2.3,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FT_1.286_373.09304,Clinopodic Acid B,C19H18O8,L2.3,no,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Hydroxycinnamic acids and derivatives,Coumaric acids and derivatives,44254692,Clinopodic Acid B,374.10016753,C19H18O8,"InChI=1S/C19H18O8/c1-26-16-9-12(3-6-14(16)21)10-17(19(24)25)27-18(23)7-4-11-2-5-13(20)15(22)8-11/h2-9,17,20-22H,10H2,1H3,(H,24,25)/b7-4+/t17-/m1/s1",NFSDQICEPLDULQ-BBOMDTFKSA-N,COC1=C(C=CC(=C1)CC(C(=O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O
FT_1.287_359.07738,(R)-rosmarinate,C18H16O8,L2.3,no,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Hydroxycinnamic acids and derivatives,Coumaric acids and derivatives,25245604,(R)-rosmarinate,359.07669243,C18H15O8-,"InChI=1S/C18H16O8/c19-12-4-1-10(7-14(12)21)3-6-17(23)26-16(18(24)25)9-11-2-5-13(20)15(22)8-11/h1-8,16,19-22H,9H2,(H,24,25)/p-1/b6-3+/t16-/m1/s1",DOUMFZQKYFQNTF-WUTVXBCWSA-M,C1=CC(=C(C=C1CC(C(=O)[O-])OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O
FT_1.300_263.05622,8-Acetyl-7-deuteriooxy-4-methylchromen-2-one,C12H10O4,L2.3,no,Organic compounds,Phenylpropanoids and polyketides,Coumarins and derivatives,Hydroxycoumarins,7-hydroxycoumarins,21629327,8-Acetyl-7-deuteriooxy-4-methylchromen-2-one,219.06418554,C12H10O4,"InChI=1S/C12H10O4/c1-6-5-10(15)16-12-8(6)3-4-9(14)11(12)7(2)13/h3-5,14H,1-2H3/i/hD",WZOMQVFUPMLOGT-DYCDLGHISA-N,CC1=CC(=O)OC2=C1C=CC(=C2C(=O)C)O
FT_1.341_319.11885,mycophenolate,NA,L4,no,Organic compounds,Organoheterocyclic compounds,Isocoumarans,Isobenzofuranones,Phthalides,6918995,Mycophenolate,319.11816332,C17H19O6-,"InChI=1S/C17H20O6/c1-9(5-7-13(18)19)4-6-11-15(20)14-12(8-23-17(14)21)10(2)16(11)22-3/h4,20H,5-8H2,1-3H3,(H,18,19)/p-1/b9-4+",HPNSFSBZBAHARI-RUDMXATFSA-M,CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)[O-])O
FT_1.342_181.08697,dihydroconiferyl alcohol,C10H14O3,L2.3,no,Organic compounds,Benzenoids,Phenols,Methoxyphenols,NA,16822,Dihydroconiferyl alcohol,182.094294304,C10H14O3,"InChI=1S/C10H14O3/c1-13-10-7-8(3-2-6-11)4-5-9(10)12/h4-5,7,11-12H,2-3,6H2,1H3",MWOMNLDJNQWJMK-UHFFFAOYSA-N,COC1=C(C=CC(=C1)CCCO)O
FT_1.343_409.12946,Rotenalone,C23H22O7,L2.3,no,Organic compounds,Phenylpropanoids and polyketides,Isoflavonoids,Rotenoids,Rotenones,68184,12A-Hydroxyrotenone,410.13655304,C23H22O7,"InChI=1S/C23H22O7/c1-11(2)16-7-13-15(29-16)6-5-12-21(13)30-20-10-28-17-9-19(27-4)18(26-3)8-14(17)23(20,25)22(12)24/h5-6,8-9,16,20,25H,1,7,10H2,2-4H3/t16-,20-,23-/m1/s1",JFVKWCYZKMUTLH-AYPBNUJASA-N,CC(=C)C1CC2=C(O1)C=CC3=C2OC4COC5=CC(=C(C=C5C4(C3=O)O)OC)OC
FT_1.368_425.12456,villosinol,NA,L4,no,Organic compounds,Phenylpropanoids and polyketides,Isoflavonoids,Rotenoids,Rotenones,14704458,Villosinol,426.13146766,C23H22O8,"InChI=1S/C23H22O8/c1-10(2)14-5-11-15(30-14)7-13(24)20-21(11)31-19-9-29-16-8-18(28-4)17(27-3)6-12(16)23(19,26)22(20)25/h6-8,14,19,24,26H,1,5,9H2,2-4H3",JCJPVNDLAAXNEX-UHFFFAOYSA-N,CC(=C)C1CC2=C(O1)C=C(C3=C2OC4COC5=CC(=C(C=C5C4(C3=O)O)OC)OC)O
FT_1.376_291.08756,Lachnone C,C15H16O6,L2.3,no,Organic compounds,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,Chromones,11536624,Lachnone C,292.09468823,C15H16O6,"InChI=1S/C15H16O6/c1-15(12-2-3-13(19)20-12)6-10(18)14-9(17)4-8(7-16)5-11(14)21-15/h4-5,12,16-17H,2-3,6-7H2,1H3/t12-,15+/m0/s1",UTMLPTPULBHGMZ-SWLSCSKDSA-N,CC1(CC(=O)C2=C(C=C(C=C2O1)CO)O)C3CCC(=O)O3
FT_1.443_375.07241,Decarboxythamnolic acid,C18H16O9,L2.3,no,Organic compounds,Phenylpropanoids and polyketides,Depsides and depsidones,NA,NA,13387679,Decarboxythamnolic acid,376.07943208,C18H16O9,"InChI=1S/C18H16O9/c1-7-5-11(26-3)13(17(23)24)15(22)12(7)18(25)27-16-8(2)4-10(20)9(6-19)14(16)21/h4-6,20-22H,1-3H3,(H,23,24)",JQHGZAGUFPJYDL-UHFFFAOYSA-N,CC1=CC(=C(C(=C1OC(=O)C2=C(C(=C(C=C2C)OC)C(=O)O)O)O)C=O)O
FT_1.453_209.04535,Methyl Haematommate,C10H10O5,L2.3,no,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acid esters,591773,Methyl Haematommate,210.05282342,C10H10O5,"InChI=1S/C10H10O5/c1-5-3-7(12)6(4-11)9(13)8(5)10(14)15-2/h3-4,12-13H,1-2H3",PXFMUVDLJWXOQM-UHFFFAOYSA-N,CC1=CC(=C(C(=C1C(=O)OC)O)C=O)O
FT_1.554_225.04041,caffeate,C9H8O4,L2.3,no,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Hydroxycinnamic acids and derivatives,Hydroxycinnamic acids,689043,Caffeic Acid,180.04225873,C9H8O4,"InChI=1S/C9H8O4/c10-7-3-1-6(5-8(7)11)2-4-9(12)13/h1-5,10-11H,(H,12,13)/b4-2+",QAIPRVGONGVQAS-DUXPYHPUSA-N,C1=CC(=C(C=C1C=CC(=O)O)O)O
FT_1.554_225.04041,caffeate,C9H8O4,L2.3,no,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Hydroxycinnamic acids and derivatives,Hydroxycinnamic acids,1549111,"caffeic acid, (Z)-",180.04225873,C9H8O4,"InChI=1S/C9H8O4/c10-7-3-1-6(5-8(7)11)2-4-9(12)13/h1-5,10-11H,(H,12,13)/b4-2-",QAIPRVGONGVQAS-RQOWECAXSA-N,C1=CC(=C(C=C1C=CC(=O)O)O)O
FT_1.554_225.04041,caffeate,C9H8O4,L2.3,no,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Hydroxycinnamic acids and derivatives,Hydroxycinnamic acids,689043,Caffeic Acid,180.04225873,C9H8O4,"InChI=1S/C9H8O4/c10-7-3-1-6(5-8(7)11)2-4-9(12)13/h1-5,10-11H,(H,12,13)/b4-2+",QAIPRVGONGVQAS-DUXPYHPUSA-N,C1=CC(=C(C=C1C=CC(=O)O)O)O
