FeatureID,FeatureID_mgf,Name,Formula,Calc. MW,m/z,RT [min],Annotation MW,mzVault Best Match,mzCloud Best Match,KEGG ID,Annot. Source: Predicted Compositions,Annot. Source: mzCloud Search,Annot. Source: mzVault Search,# mzCloud Results,# mzVault Results,HILIC_S73,HILIC_S74,HILIC_S75,HILIC_S76,HILIC_S77,HILIC_S78,HILIC_S79,HILIC_S80,HILIC_S81,HILIC_S82,HILIC_S83,HILIC_S84,HILIC_S85,HILIC_S86,HILIC_S87,HILIC_S88,HILIC_S89,HILIC_S90,HILIC_S91,HILIC_S92,HILIC_S93,HILIC_S94,HILIC_S95,HILIC_S96,HILIC_S97,HILIC_S98,HILIC_S99,HILIC_S100,HILIC_S101,HILIC_S102,HILIC_S103,HILIC_S104
FT_1.031_493.18711,MW_494.19439@RT_1.031,NA,C28 H30 O8,494.19439,493.18711,1.031,494.19407,NA,NA,NA,Full match,No results,No results,0,0,1622288.73027604,2539892.1210573,1277559.21313484,6396511.63531782,1893273.76026301,5866480.9400579,850683.614483999,3366981.43673476,3140597.60140849,3546014.07231258,1937676.72039528,1949730.21822481,3101927.8198576,3918067.07493142,1186160.75906618,1351013.97630668,3896892.62275743,3412168.41552703,1061729.06269306,2694470.52377172,1803299.7715604,2481042.53240569,779817.190725796,1166241.80180906,5415232.12390978,3158330.3123818,1881583.04071572,2667947.3371165,3241096.60230921,5762737.43247406,1134803.71369716,2182068.75095276
FT_1.444_491.26514,MW_492.27241@RT_1.444,NA,C21 H41 N4 O7 P,492.27241,491.26514,1.444,492.27129,NA,NA,NA,Full match,No results,No results,0,0,3146822.38523202,6539941.49919987,3316003.68225988,8002212.00909356,5757817.95176232,6032775.95281151,2632611.95317812,5347837.2285687,8622162.93347639,3445565.46991239,3237343.16296555,2778873.95120505,5839257.34009168,5009880.45699454,2347618.62273135,2252943.53444172,6435598.65072771,6464632.1158915,3474966.95399227,3077511.25127756,4329308.65288189,4470799.2856885,2274506.81852331,3309713.27277378,10206468.3837912,8258114.63570184,3591243.4741512,5115808.62143406,6317523.5844184,9592305.57514488,1679014.73922563,2843644.51784505
FT_1.075_491.20777,MW_492.21499@RT_1.075,NA,C22 H32 N6 O5 S,492.21499,491.20777,1.075,492.21549,NA,NA,NA,Full match,No results,No results,0,0,9827767.67316457,14597311.7347722,4476270.14217264,13108115.9118895,5660933.75271612,20757212.1158832,6607161.05395048,9974467.45498054,10479262.0483499,18052908.8506679,11506554.3025898,10038729.4020903,15325611.0436713,18346208.5192161,8051363.25318261,6648989.54499301,14188074.614216,14197060.6066795,7668304.88735653,6926667.76796597,10395365.4023162,12582654.23978,5592736.84148624,8016640.98338537,16033641.8368065,19376463.4434319,8245609.54838538,12421080.1360046,7540213.54806204,8284960.8436817,5119563.5029095,10490223.5478221
FT_1.257_491.19164,MW_492.19892@RT_1.257,NA,C22 H39 O6 P3,492.19892,491.19164,1.257,492.19595,NA,NA,NA,Invalid mass,No results,No results,0,0,3580390.6394411,3496188.02910216,5560344.86105878,5987918.4678707505,6991566.19568999,3314229.0915165,5266318.81818713,5112383.6635259,13708416.2760434,4580374.89712217,6035900.54072339,5087946.31555599,5453261.21121192,5207993.45758455,5482814.68794168,5966010.49867679,9500302.88386623,5973994.20430412,5787759.88113495,6750469.44588121,5821770.15817017,4429305.87818249,6521454.4425822,4943813.07883427,5467148.64988713,2300492.139601,5661833.46149263,4712470.49292317,4125715.97182874,3517222.39752778,3038622.69105003,4775366.80401364
FT_12.680_491.13674,MW_492.14401@RT_12.680,NA,C15 H28 N2 O16,492.14401,491.13674,12.68,492.14388,NA,NA,NA,Full match,No results,No results,0,0,19034840.4237183,21864263.0246693,22970984.0816249,18153135.9198349,24128408.6915335,31331630.5795506,36350823.3769749,27130963.2774068,24626845.6733506,27032530.963487,31162862.7802629,18072163.6123179,32055714.6999116,34128147.1609046,24493716.8687052,18363188.2560462,31466866.5222513,15786081.7094277,24736247.5518441,27784657.4961918,9722401.89252264,26185104.4731171,25453170.0185293,17673927.6976164,26510282.208943,23775063.2738238,23719054.1740515,15626241.7576027,24325081.810411,26843221.0547907,8746634.36273375,26171071.9238254
FT_1.254_489.13999,MW_490.14726@RT_1.254,NA,NA,490.14726,489.13999,1.254,NA,NA,NA,NA,No results,No results,No results,0,0,2171229.14585496,2202225.23527326,1519221.36041775,7608043.81470239,1838689.34389129,9161413.7728006,1276557.0119517,2030999.15887517,4506432.86470816,2229052.5759751,2005640.44325172,2313483.46678476,3842118.97660505,2579723.41259485,923222.047510043,1326447.22480575,4169584.8846548,3144070.89498024,846818.14510443,3244286.13979656,3241384.71900896,2607562.09119731,1703653.5807437,955055.291367192,9090091.78202262,3753424.12576773,5546888.75448687,2279668.30980904,3133417.66866917,9613724.59446222,1326280.51658343,1764323.15635952
FT_1.445_487.27054,MW_488.27781@RT_1.445,NA,C25 H32 N10 O,488.27781,487.27054,1.445,488.27606,NA,NA,NA,Full match,No results,No results,0,0,4669578.28198536,11058662.9844256,3557768.76797583,11896144.7965846,7726747.39451304,10743874.426129,9860824.12030483,7974948.09843859,11597164.1784773,6129793.47945979,3611006.83072429,4103728.57863569,7077219.16907755,5494467.46694231,2717755.84669978,2340436.18337235,9310683.11594117,7279909.32955325,3680727.65441727,3700090.86987891,5472364.50405785,4924005.58174315,2528778.87463473,3322668.25363962,18387139.6946563,7373501.96283063,3962351.22102804,6068927.07414133,7206650.02532227,13631892.1571867,2281279.79826808,4258916.14264484
FT_1.378_487.27051,MW_488.27778@RT_1.378,NA,C22 H41 N4 O6 P,488.27778,487.27051,1.378,488.27637,NA,NA,NA,Full match,No results,No results,0,0,9360754.93252834,16879495.1646965,12113625.9189831,21343280.1818843,29420180.5490818,18285082.7956827,9860824.12030483,17706513.2350516,24802158.4117034,20442324.3431919,14675996.66795,13758912.3969147,15682794.3590249,20449860.6890981,7682485.36232898,10538510.4580592,17320392.6526703,27107786.3043982,15477950.6698482,15068817.4510667,15622495.3225074,18086773.0285714,6522418.22689292,8851266.65003747,29080924.0498195,25875273.624186,15258094.6882281,23426532.6621805,19971423.7148502,25631251.443973,6527038.71997942,10210797.0254702
FT_1.557_487.27043,MW_488.27774@RT_1.557,NA,C29 H36 N4 O3,488.27774,487.27043,1.557,488.27874,NA,NA,NA,Full match,No results,No results,0,0,1934195.88975025,4058329.35441821,1762133.73187161,4699298.70056053,2895866.94874881,4426303.63679428,9860824.12030483,2563442.09622112,4285367.54845879,2182142.99350023,1207386.5572495,1819144.35898014,2402083.62571824,2874129.54718254,1318920.03436831,1920637.33866236,2714551.37487021,4523256.69483157,2701648.2848392,1531449.47437621,3230118.23698079,2460172.3831261,1168594.74127948,1868335.90675407,5069329.2150018,6539141.46455982,1615490.0272749001,2698377.80492194,2772281.27096986,5958475.71197686,708073.934263087,1402704.16976992
FT_1.674_487.19764,MW_488.20492@RT_1.674,NA,C20 H28 N10 O3 S,488.20492,487.19764,1.674,488.20666,NA,NA,NA,Full match,No results,No results,0,0,2619279.64105185,4545243.88534919,2211586.17932955,9400965.33824555,3899502.17610204,7960155.7083254,1650113.34019707,3811120.29080973,4091207.85543604,3488835.80663522,2047689.99958185,2628143.52012469,3762281.15746915,4550178.62003266,1838446.38431164,2316042.71929676,3759239.55940738,4577722.63244116,1704647.78304112,2691232.84837293,8235175.72442713,3289396.58152254,1975674.44283839,1557606.89949558,6799426.27050795,4096850.93750119,3972423.08264365,3475182.08279747,4495422.75904452,6988950.1682651,1410335.7603142,1834309.37591862
FT_11.767_487.16695,MW_488.17423@RT_11.767,NA,C19 H28 N4 O11,488.17423,487.16695,11.767,488.17546,NA,NA,NA,Full match,No results,No results,0,0,1667547.56449035,3244581.73976834,9727196.53956159,13308543.1757233,5413544.04649816,10373072.1208936,2391028.43988228,5640599.63627705,2622840.29522415,3002146.43416834,2918908.87124394,1961985.02530176,1836256.32154169,1782552.66128553,2542335.04583026,1278016.2338664,1523171.48221639,2408281.70373219,1976408.47569341,1490672.2549954,1591993.96933943,1466190.67174671,671969.088349175,606184.949938021,7257727.07990886,2321916.64481722,5507953.12817674,2082239.40801226,4342706.8712907,10112676.6018212,1152397.51630589,1569117.84540048
FT_1.475_487.16140,MW_488.16868@RT_1.475,NA,C18 H38 N2 O5 P2 S2,488.16868,487.1614,1.475,488.16974,NA,NA,NA,Full match,No results,No results,0,0,10905412.9145074,10985094.819362,6279759.50391429,24006622.9470813,9042727.82926417,21711892.0695381,4384975.06539232,7171576.10331077,1792955.48509731,10033543.8786138,7628246.04772717,3886635.2189007,11999349.1786631,6848121.85575121,4662813.26320536,8332238.61272487,10626074.3556188,15742921.7079901,5522598.90424925,5302575.18641167,4306267.86552596,7207005.89352906,3602342.09210922,3451371.6509882,25160790.6800779,13628407.3176991,3229231.00209981,9192407.11144653,9403328.8851578,11078625.8947076,5005019.09069314,7816579.50674737
FT_1.667_487.16129,MW_488.16857@RT_1.667,NA,C18 H33 O13 P,488.16857,487.16129,1.667,488.16588,NA,NA,NA,Invalid mass,No results,No results,0,0,2378470.86501425,6388344.55764261,2462602.91031262,8453718.83241152,4216746.33267147,21711892.0695381,1478822.47546869,5544025.48302589,6149447.60943648,5408452.91895156,3261442.45021517,3245196.59583448,5196336.1745657,4818725.61387777,1785393.75674559,2164820.47090025,5708819.98660993,5333582.12458075,2463828.31975076,4202086.48710451,3439138.69575492,4005184.72075582,1572070.26116029,2250317.94839564,6684974.59478529,4988149.72836108,2823165.76972922,5203392.45700917,6720268.83951232,7988949.43517645,1777604.14501123,2680364.10368789
FT_2.313_486.87654,MW_487.88382@RT_2.313,NA,NA,487.88382,486.87654,2.313,NA,NA,NA,NA,No results,No results,No results,0,0,16100501.5460954,7755923.68762978,12433449.0306719,5929216.87149041,11318822.2456402,7290491.30692062,10672780.774765,11012203.0085741,9764602.73452405,11097587.3274071,15002611.1117526,16740903.6730426,10599212.7475353,10322145.6271976,17260824.0254982,7645584.49877376,9334647.60978653,8088168.97347863,11944433.6144953,12956927.9034756,9921889.85949892,8310133.27700701,11344237.6981291,13844152.6819978,5929265.09889048,8771978.00097364,13812818.7815392,13873345.4083738,8774487.79135737,5443403.42898167,13604535.7643394,16383607.0597003
FT_1.140_531.29655,MW_486.29844@RT_1.140,NA,C26 H34 N10,486.29844,531.29655,1.14,486.29679,NA,NA,NA,Full match,No results,No results,0,0,3278478.38688546,2715394.49998669,4563899.57270682,8209446.10513935,3865965.40374878,4643263.66748296,1257191.13847576,4381656.15063716,3198498.36192848,7166611.62670243,5897086.79206747,2193790.33131062,6114258.44218244,4691984.73077525,2327685.51137028,4879998.55604029,5481310.36558479,4568884.90765744,4567129.35853918,2974484.08156752,4605787.75320983,1368970.86398128,1261911.18315818,1957998.58992063,6920220.75932912,4330133.46977453,5000002.02999638,5428528.76890607,3343731.23714368,17492954.0116004,4645162.80264632,2058288.75810198
FT_1.364_485.29102,MW_486.29829@RT_1.364,NA,C29 H42 O6,486.29829,485.29102,1.364,486.29814,NA,NA,NA,Full match,No results,No results,0,0,8615022.98557681,14215208.1625838,8325677.19260823,28241587.8673733,8774636.7880534,31509013.8676025,3384844.2968743,9321926.2381979,14779840.6478382,11131857.5689413,10993873.3941796,6524092.49436233,15155310.752177,8501064.3530266,4746920.00622876,8209351.87062678,18484204.1573089,9869906.20839192,6441069.80903289,6530162.19768821,9558262.60633899,6124829.4858326,2890275.26423405,4899391.78400608,21189801.6073643,13072492.5973514,10340062.8943446,15979480.4956878,15692849.3449799,30046911.2087257,5885142.62816834,6284989.16080226
FT_1.381_485.25517,MW_486.26244@RT_1.381,NA,C29 H34 N4 O3,486.26244,485.25517,1.381,486.26309,NA,NA,NA,Full match,No results,No results,0,0,9078702.87960304,28942946.3542801,6673893.29179801,16950492.4425885,32613247.6762994,18285082.7956827,8573790.60066658,12610189.0328238,26234328.6543426,20647800.8134598,14675996.66795,12861849.2124213,24263967.5285887,17034237.8899114,8973292.8012987,8373429.1197513,17205277.2879436,27445754.1551921,7290258.01592503,9987120.27141337,21307917.2419786,12773419.3211797,6536598.98990397,10848830.4462899,29911097.2789643,25352797.3850928,12549200.3110229,15685866.7415461,21025316.5256146,34675785.9572574,7929275.47367156,9842565.29472841
FT_1.334_485.18203,MW_486.18927@RT_1.334,NA,C27 H26 N4 O5,486.18927,485.18203,1.334,486.19032,NA,NA,NA,Full match,No results,No results,0,0,8127851.18248054,16009430.6980118,8677974.73732153,18088290.7912981,14424976.3038621,22957177.8313346,7201424.46181501,19192423.4467953,22271534.0765905,16841599.1282247,12962637.3035229,11399031.4907952,20085245.8009264,18399260.1941943,7524036.76953768,5253199.92647647,10140086.6839613,13367377.8095763,14998428.7655764,14661839.3376125,21715370.6236469,15717496.2809796,4302925.611502,8331921.41451346,23030851.5402374,25898291.6369235,10838509.7513091,9830964.83516304,13069325.4768921,12936087.0538274,4232071.95494364,11412804.2658062
FT_1.491_485.18187,MW_486.18915@RT_1.491,NA,C26 H30 O9,486.18915,485.18187,1.491,486.18898,NA,NA,NA,Full match,No results,No results,0,0,13274152.4637465,13188943.382216001,9892440.9683093,44631334.8166698,15154342.855703,41430386.3321644,5594552.15612141,17013994.8519136,11651905.9515016,19277605.7198019,15658012.0384357,8873539.48094694,16748628.5668267,22505699.306677,6091303.32553477,7524091.18358895,18123009.6027002,10549975.2587588,7218393.49895654,18731972.3394601,9192421.65308668,13823438.9807201,3791669.12367006,8414484.68200594,27751969.650759,28179448.596129,14037400.4827563,13959196.1721671,11292106.6820525,25981847.9819381,7170424.01498726,11686919.6716572
FT_1.170_485.18187,MW_486.18914@RT_1.170,NA,C30 H32 O2 P2,486.18914,485.18187,1.17,486.18775,NA,NA,NA,Full match,No results,No results,0,0,8322932.28281822,17879008.2564392,9855509.88938177,23095062.3500467,11906025.2064096,21003318.3242095,8233786.50693208,14442906.1326249,14541648.8463378,15658304.1603066,9587012.0887506,8643047.3336206,14117468.992244,11656435.9443519,7095507.70080238,8866408.06960295,14759707.9850959,14432660.7166395,7128053.59415608,12885058.7755754,10912111.5528823,13289887.6262488,6021439.26049815,8610924.71145713,22781469.5505272,19515165.2887402,11405454.803296,15411354.7169832,14031845.7054423,20767236.2818942,2413440.53278428,10294403.7021367
FT_10.760_485.15131,MW_486.15858@RT_10.760,NA,C19 H26 N4 O11,486.15858,485.15131,10.76,486.15981,NA,NA,NA,Full match,No results,No results,0,0,10559803.6999374,5984428.33994302,13082966.4155982,14715187.6875901,10125220.2721846,16935505.463685,10690128.1596238,12489291.1980237,38439384.5705585,37337039.6668603,56493335.0925174,24248504.516912,42971379.7062981,35059153.8922062,32628183.4212153,20766200.9121431,45133953.9183024,18628971.1599036,27424431.3276375,35805017.389086,15945671.1519165,41416305.773126,29184602.9849467,20794761.7277907,41017250.5891577,28602055.1061354,35962153.1515526,23468361.3425749,15377771.917906,19951134.018044,10471097.2316223,11205811.9079101
FT_1.206_485.14600,MW_486.15328@RT_1.206,NA,C17 H32 N2 O10 P2,486.15328,485.146,1.206,486.15322,NA,NA,NA,Full match,No results,No results,0,0,6350322.6502143,34169313.2454661,9378283.31269035,39093138.4332402,23245699.0820642,5770019.92815804,4788284.23859199,19150457.9301099,23431048.9159341,16317144.5070588,19671942.4749828,9547742.60414974,18618334.2795307,27703824.6416154,19015384.3813484,16545423.1739427,25327571.5821633,10648303.1297889,10428266.214404,8830155.02924614,14030021.5871871,7696950.01187983,4065624.58554842,5374998.71051523,37219489.075909,17842612.0737014,21731352.665942,17263226.9059231,23216704.4226478,11845414.6892704,2824620.34562098,20638397.7818654
FT_1.661_485.14584,MW_486.15312@RT_1.661,NA,NA,486.15312,485.14584,1.661,NA,NA,NA,NA,No results,No results,No results,0,0,2378470.86501425,9045270.92307816,2462602.91031262,9064708.90575015,3287118.31587372,9292018.66072464,1478822.47546869,8773134.10045297,5477044.5317034,6071816.71618918,3885893.62259884,3286395.34862133,5442173.36184348,5290656.34517075,1785393.75674559,2164820.47090025,5414694.11030071,5948848.25860041,4515950.35306105,3955683.46532048,6339282.22900635,4147266.07512045,1572070.26116029,2250317.94839564,7391008.23964259,4988149.72836108,3951101.44497866,4159979.71442067,6720268.83951232,7988949.43517645,1777604.14501123,2854671.81347897
FT_1.384_483.23888,MW_484.24616@RT_1.384,NA,C28 H36 O7,484.24616,483.23888,1.384,484.2461,NA,NA,NA,Full match,No results,No results,0,0,12256672.1233074,23205021.9167564,8207187.51664898,18388989.397285,20285195.7357658,3851010.89131464,6954273.79865489,13956412.4211939,24324321.4173851,13506525.5586224,13209427.3324075,10203449.5550562,23162997.9714186,2676475.12715217,7912180.10970519,8220333.82197235,4161349.62039834,22428855.0715543,10322228.5122326,9897074.79144272,14179141.5642768,13161485.946879,6863331.57488001,10806265.6180756,36054592.5744586,28205175.5226127,9623287.90353931,14056539.4346272,19332744.8326003,5876312.56708384,5758525.06297909,10199236.76476
FT_1.179_483.23882,MW_484.24610@RT_1.179,NA,C28 H36 O7,484.2461,483.23882,1.179,484.2461,NA,NA,NA,Full match,No results,No results,0,0,5753217.42906143,12117454.1650293,2735743.98001903,17704625.9930529,2641599.98274589,7339494.88429224,4025229.65381441,9204381.57942609,8821057.14798263,4883991.91569374,1778114.7525105,5993809.33550882,12567340.5142101,2288966.32816636,4784501.21033107,6271723.84659856,10741520.7764759,6935645.96592421,1333005.95710364,1993019.37789557,7605901.43866425,2880214.50220336,4224383.74847197,6930641.87174499,10185066.7537158,11004995.576042,4347870.44574074,4881641.29501055,5477825.88229314,12156563.9543265,4844134.63723713,1476412.22926216
FT_1.129_483.20261,MW_484.20988@RT_1.129,NA,C27 H32 O8,484.20988,483.20261,1.129,484.20972,NA,NA,NA,Full match,No results,No results,0,0,83964834.7742621,70276050.666525,51713813.1022144,213724458.486177,77122263.1263272,256299508.977889,28173591.3346114,114449978.188613,76391351.7651668,125501007.799141,81397393.3155572,79258653.5626294,129157278.804567,136095217.169538,34131135.5878519,64414544.324345,128783059.12851,69040626.1448541,28553210.8945586,154968193.298948,63597319.9316923,56547600.2829107,32046592.4792044,43557169.1893192,116824613.176557,130861725.283929,58253264.1317433,92800567.5568225,100351970.279862,204616402.645639,45130913.7842448,113317327.227105
FT_1.197_483.20258,MW_484.20987@RT_1.197,NA,C28 H28 N4 O4,484.20987,483.20258,1.197,484.21106,NA,NA,NA,Full match,No results,No results,0,0,92130039.5544553,62654570.4779277,78115155.5856284,345009312.659911,80203441.3099919,313168687.098734,34750091.5898266,120139434.61278,84872360.0107138,197550708.37166,196437341.175792,58295488.966639,137443615.821177,183907288.726965,40141434.2913803,52698731.9097021,169493401.432606,101320277.486605,49643052.8668245,199647133.6394,171169071.125439,145792435.199553,39639376.0850763,60622880.6869492,91454645.0458536,297215326.732716,109693417.579532,81581484.2847216,136767509.131031,194809768.583082,47849736.5009225,103618553.1907
FT_1.349_483.20246,MW_484.20974@RT_1.349,NA,C27 H32 O8,484.20974,483.20246,1.349,484.20972,NA,NA,NA,Full match,No results,No results,0,0,12206833.4831921,17703836.6037074,9341804.99397039,19955873.4979621,16534439.6545826,17123915.8401077,4909986.09484923,14184185.0424443,15540026.3912375,17988021.8083648,12014142.0400605,7715837.15500098,12125453.2854885,22198146.7877915,5777876.45197141,7119479.81900116,19397189.0213909,17943227.936478,4805206.87154721,13178500.9703316,14211359.6976221,18907588.0906778,6405377.3729703,5761791.53104415,23669336.2438553,15556445.0713684,6101626.26247882,10911561.4684828,16562209.6662066,20937032.9810573,3711772.56480884,7250585.32818176
FT_1.365_483.16688,MW_484.17405@RT_1.365,NA,C21 H25 N8 O4 P,484.17405,483.16688,1.365,484.17364,NA,NA,NA,Full match,No results,No results,0,0,12355723.2930926,20012395.3063915,8339227.43791598,30154782.6380499,24099846.2427818,30548199.8081646,6632033.39260873,19721133.73046,27189171.5191512,22067231.8433562,20867167.6223546,17838196.8537926,43401102.9582112,21478775.310077,7805281.12798676,10864676.7441972,21279979.5423913,17563288.5544113,11237189.7136727,23468898.5430964,13686434.7500765,15828816.9377395,8815692.95044653,10491583.4330833,22752615.2253618,22416171.4556008,12288938.4662495,12625034.6182884,26636788.9387366,32775851.7869045,6829778.15744797,10919806.1001427
FT_1.673_483.16567,MW_484.17323@RT_1.673,NA,C26 H28 O9,484.17323,483.16567,1.673,484.17333,NA,NA,NA,Full match,No results,No results,0,0,2319816.55575691,3348604.2050607,2230220.74587463,7959576.14567785,2940149.45503685,7421641.48975615,1660289.89362732,3626188.46915285,4882488.56917137,3360373.66091962,3426590.84970649,2422360.10406922,3526385.53439379,3492333.49522643,1823960.23068328,1916313.08733808,3460542.70941667,4111569.63710203,2236810.59309691,2859111.15771874,3029683.45457496,2629979.65834903,1091146.36968537,1719866.89380454,5235744.43560078,7195788.17463378,3114189.55064016,3031147.10546414,5019371.94029641,5642985.10185754,1821700.34026015,2293308.2622615
FT_1.273_483.13102,MW_484.13830@RT_1.273,NA,C17 H25 N8 O5 P S,484.1383,483.13102,1.273,484.14062,NA,NA,NA,Full match,No results,No results,0,0,11591184.7982239,14526441.2036267,3817163.08296698,26408664.030195,12332742.9462353,53540340.2376318,15967560.2087869,13105489.9632982,22088415.7052687,9166708.07539898,25813753.4316733,9930599.56077237,6494886.18549279,8491843.45479693,2653874.0090062,6606111.29966368,6223601.83845253,10481603.9466871,25403581.2788116,33067899.2353522,7456547.71990421,5273164.26838421,2824393.73666202,4080207.92554781,8182201.29275178,9123477.03405198,7477623.64979772,5791825.71338749,7897519.27442563,8817355.9983576,3144074.9495311,3060343.11280256
FT_1.668_483.13005,MW_484.13732@RT_1.668,NA,C26 H28 O5 S2,484.13732,483.13005,1.668,484.13782,NA,NA,NA,Full match,No results,No results,0,0,9533443.50236518,12835782.4561661,5119771.20964359,15510041.3119633,12108711.1098892,20172168.5996367,3067249.82271744,14227110.2744462,16682697.3942668,13741107.3962489,7613646.9864928,9274460.97655223,9608926.18103631,10005809.1894735,5994994.74566885,4985803.86749965,9529481.40807603,9364419.64286916,4740835.70197838,11247721.5844924,8966821.37085911,9230838.65076928,3514138.69978454,5216124.1808761,17802841.794977,9840480.42364979,6418985.7109772,6771509.65265908,10861065.1184036,15114952.0689653,3976599.61850298,8022666.33551129
FT_1.099_481.18695,MW_482.19422@RT_1.099,NA,C27 H30 O8,482.19422,481.18695,1.099,482.19407,NA,NA,NA,Full match,No results,No results,0,0,102740070.223078,94845455.3116079,56551419.9696862,228869126.496175,85673082.3582224,172895977.203722,32258705.3930684,154313917.668916,82601969.2575479,114874793.667691,98013926.4741147,78455920.710452,141716323.277463,118205577.321819,53644742.9486605,68297682.2783375,119370052.92876,70303625.6720647,33887714.8661487,142702115.569625,66856220.1140794,67327929.2092542,29666954.1878219,51982962.8822124,130513055.960837,136097447.557364,59738700.7498112,100495960.509646,86266549.4873443,208918254.315571,52946647.883916,88404341.8985727
FT_1.406_481.18639,MW_482.19367@RT_1.406,NA,C27 H30 O8,482.19367,481.18639,1.406,482.19407,NA,NA,NA,Full match,No results,No results,0,0,15386253.6483664,23924176.4534941,9405951.47404024,48319855.6860464,19171271.2769927,40437180.0371517,7209873.68975998,21600984.0377,24938381.6713662,33180441.4309937,11608350.5978801,18433706.5507622,24214976.7023986,22303325.2860122,9335386.63931576,13515883.8495639,23872733.5595467,26404825.7398004,10630650.8461334,17362581.5047735,26625273.6553676,18301081.4223662,7113099.29361043,8768407.27020305,43502051.6434194,24970778.7586276,13438284.4425187,21005528.8301162,26370927.5000315,39406193.5288641,5457485.36948335,14533582.2790093
FT_1.408_481.15076,MW_482.15804@RT_1.408,NA,C21 H23 N8 O4 P,482.15804,481.15076,1.408,482.15799,NA,NA,NA,Full match,No results,No results,0,0,26597312.5933523,43698558.0169759,21208927.235016,63019559.4880906,26374840.0435534,57352283.2737628,13252709.6159793,42979432.2020847,47881112.0505904,44684914.2829029,25053757.3366082,28836306.8294966,41375490.399925,37542106.2817049,20254784.1598536,22488747.0917773,39598746.9436995,40110719.5911346,21655966.6614017,29678830.1387293,29156398.2941265,30762072.5194564,14294468.2192215,19670098.7630239,60780692.2201244,43579034.727133,27667239.1505663,34741064.0083832,43106395.3260292,52027412.6978076,16717307.9971755,24763791.5175874
FT_1.137_481.15080,MW_482.15800@RT_1.137,NA,C26 H26 O9,482.158,481.1508,1.137,482.15768,NA,NA,NA,Full match,No results,No results,0,0,55943305.4752427,86946845.955219,46923820.0042476,101837908.789231,62989208.18355,111266470.977506,32448680.0036148,100604889.454069,100056381.877901,79328367.8454615,58461311.1773076,62021509.9573277,95076219.2079815,79743947.5150259,46288827.2259744,50086668.5010257,83304602.4433709,74935191.2521473,53770639.0176838,75838986.9217298,60157015.7070052,62882158.5139414,34259884.9507352,53914352.6588616,104789338.840416,86373804.3976896,55244312.9537798,86198247.4545146,79408986.6305417,97842554.7003659,41996877.8639249,65878539.4725282
FT_1.264_481.15056,MW_482.15784@RT_1.264,NA,C26 H26 O9,482.15784,481.15056,1.264,482.15768,NA,NA,NA,Full match,No results,No results,0,0,85116727.2023896,93999368.2617707,53469303.3703904,198875745.900885,87953656.3603461,163320586.912115,44233595.7481408,162810505.301398,127722960.773728,120759375.350703,92939823.2096659,96847104.7663238,111438223.362361,145778230.84965,64133256.3104945,52232440.8967155,108374737.641515,91544407.5326513,45415756.899504,123208728.08172,57836953.1920734,70871195.5360629,38237178.1277725,69696098.3443356,138228790.072417,104331775.763964,67942956.0666537,99368220.9763131,99869267.4008098,166280145.657982,41534888.7294178,104033247.830504
FT_1.339_481.11549,MW_482.12276@RT_1.339,NA,C20 H27 N4 O4 P S2,482.12276,481.11549,1.339,482.12113,NA,NA,NA,Full match,No results,No results,0,0,3583420.57843748,6934649.71149521,3347385.14323667,7656777.48893675,6041052.38904403,6919191.22721923,5297290.79018043,7041663.88638612,9602493.1242273,2838221.46249798,4038172.28025884,5426530.47047668,6564762.60613657,9443044.97868684,2976739.56922766,2973192.74523331,3805542.71925874,5773771.07665161,11466164.4046429,4622270.0515129,9598294.92051921,4969016.36739966,2141712.93520681,3241504.6088036,10040883.6114528,9603486.3608692,3546565.19439996,6649325.76376782,7247304.0499859,6064473.73117359,2021696.57794635,3561368.87585516
FT_1.183_481.11480,MW_482.12208@RT_1.183,NA,C17 H28 N2 O10 P2,482.12208,481.1148,1.183,482.12192,NA,NA,NA,Full match,No results,No results,0,0,15238026.8225147,17135703.0939332,9481806.36460822,29952419.366098,18714702.4928953,30295322.8215426,9689580.92913549,22042934.1248353,22716354.2830158,22431363.8335929,14202747.8741983,18683954.0461996,19456126.6586774,22037670.1760838,11982650.3313674,18305712.4157808,21746016.2717423,28685705.6648397,18418233.9718942,30266098.834489,19537828.6606871,26482912.2809152,11008362.5808708,12072723.6787346,30886307.6232716,31247033.1061362,15087307.2402516,17478021.4680241,38403052.0075126,25288919.7587773,11186347.0343099,15467898.146311
FT_1.407_481.11420,MW_482.12148@RT_1.407,NA,C25 H22 O10,482.12148,481.1142,1.407,482.1213,NA,NA,NA,Full match,No results,No results,0,0,2421940.57012828,1110325.00152081,383823.514156519,4828173.29691865,3013137.06972018,3791717.64931851,1197831.9358272,7868022.59338243,2088877.42387226,7095734.50122955,2122640.7727022,2169407.007363,3295425.96626644,1411869.38673148,2108218.32719792,641980.314704045,2090035.67800204,9939790.30680763,2347500.94105225,2685231.04895441,1785382.47753702,3858402.69335669,1351971.30671694,1517331.88819647,6251776.06006593,4215338.10903633,2441711.2863953,2049759.06464024,3406269.60854064,3929229.67913093,1190198.39178758,3546249.43197745
