kegg_cid,month,month_mean_int,log_int
C06034,July_3,13130026.343811262,24.646366475038512
C06034,June,10726688.013649758,24.35470136063527
C06034,May,8893138.723661333,24.084261259681472
C06034,October,14606157.81843788,24.80007338819253
C06034,September,8032116.94548201,23.93734884402107
C06080,August,6806491.702379871,23.698479944982328
C06080,July_1,13758527.207880493,24.713822708117256
C06080,July_2,12003968.719102982,24.51700812877572
C06080,July_3,11610916.07666335,24.468978466485773
C06080,June,13389530.697179673,24.674602059323583
C06080,May,14528464.942118593,24.792378942035302
C06080,October,13940055.699635984,24.732732989939258
C06080,September,13296733.138995307,24.66456849917862
C06185,August,4770034.5389002925,23.185568281869394
C06185,July_1,8193356.654850933,23.966023185684676
C06185,July_2,8111191.3193000425,23.951482393042138
C06185,July_3,15657263.51076497,24.900328752675332
C06185,June,3853210.4169145995,22.877629540463218
C06185,May,186412.548034283,18.508139450198687
C06185,October,1882006.5962405438,21.843840253898083
C06185,September,1900954.9314221512,21.85829289774182
C06234,August,4531098.715971178,23.11142949153517
C06234,July_1,5284420.371402586,23.333313805707412
C06234,July_2,4655404.232631535,23.150475012960666
C06234,July_3,4440145.811517849,23.082175623849935
C06234,June,10688046.976290207,24.349494918108448
C06234,May,6744630.693734987,23.685308019035364
C06234,October,7652087.432953106,23.86742192737402
C06234,September,4682744.678424126,23.158922948122832
C06417,August,125835935.24129473,27.906968733710062
C06417,July_1,121027619.62914225,27.85076108060666
C06417,July_2,130244148.22707662,27.95664331384124
C06417,July_3,110327069.30630514,27.717211566008967
C06417,June,99105722.63464199,27.562465029173772
C06417,May,45664962.43562585,26.444584310726682
C06417,October,83499068.87040687,27.315256773851683
C06417,September,61497212.21986541,26.87401767616367
C06418,August,78975837.89975823,27.234908002640328
C06418,July_1,71140013.45388725,27.084157911451538
C06418,July_2,80170036.91487356,27.25655980274527
C06418,July_3,70647328.42771187,27.07413166939968
C06418,June,55971518.24688253,26.73818954608019
C06418,May,26201999.76474268,25.643173588210114
C06418,October,48441718.99860564,26.529746725502257
C06418,September,39985751.441882364,26.252982664555773
C07090,August,17499179.991001874,25.06078398337584
C07090,July_1,7164024.340289507,23.77233880831686
C07090,July_2,6612937.812423356,23.656859903965273
C07090,July_3,4619684.312692035,23.139362837399585
C07090,June,11368631.410445387,24.438555252988383
C07090,May,10681089.733982638,24.34855550914063
C07090,October,8608340.895805642,24.037303779996385
C07090,September,6086339.730019844,23.53714343441816
C07111,August,21493177.10147725,25.357375420581608
C07111,July_1,22624322.981688786,25.431371285332283
C07111,July_2,22814317.754422646,25.443436175894384
C07111,July_3,28414495.85211836,25.760123782623793
C07111,June,26415248.84832366,25.654867665264085
C07111,May,19366743.658707116,25.207078062532275
C07111,October,16071846.254238464,24.93803233241799
C07111,September,20594064.288165677,25.295725241619905
C07182,August,7328110.261027354,23.80500978016087
C07182,July_1,5779450.004852642,23.462500776059564
C07182,July_2,6894820.943412138,23.717081655159795
C07182,July_3,6944015.398956416,23.727338716411502
C07182,June,3662048.760713622,22.80421957028233
C07182,May,3808050.7126349322,22.860621260779865
C07182,October,6703815.367638821,23.676550985088788
C07182,September,6412383.450536484,23.61242926831115
C07212,August,12324589.294771472,24.555036235174242
C07212,July_1,16607411.755330434,24.985323912785297
C07212,July_2,12316606.883724485,24.554101525255838
C07212,July_3,18525740.014668804,25.143027836657332
C07212,June,14909357.026154613,24.829714706193737
C07212,May,11283470.830356417,24.427707577650896
C07212,October,11292164.976775894,24.428818775816158
C07212,September,12718517.108822763,24.60042713636997
C08234,August,9601512.76544565,24.194830296748478
C08234,July_1,10195676.286474667,24.281454137730236
C08234,July_2,9341501.381040353,24.1552230101486
C08234,July_3,10179315.249145292,24.279137180449453
C08234,June,9665885.801729232,24.204470519370993
C08234,May,9601701.312110398,24.194858626937073
C08234,October,6519522.076700516,23.636334778742835
C08234,September,11177232.789437173,24.414059720451128
C08362,August,174013522.3558113,28.3746241794123
C08362,July_1,142231770.10051322,28.083668512713597
C08362,July_2,140920237.5039136,28.07030357053341
C08362,July_3,143305487.83848825,28.094518617308694
C08362,June,168555034.26914826,28.328644476344916
C08362,May,159462969.35070974,28.248646197906027
C08362,October,132662248.32247747,27.983182640683864
C08362,September,136239091.48892188,28.021565478640813
C08491,August,9609037.25887026,24.195960462193018
C08491,July_1,16401627.10341545,24.96733560695663
C08491,July_2,12477523.086512888,24.572828237397115
C08491,July_3,25331799.524681017,25.594446231317917
C08491,June,12258939.749515878,24.547330872909043
C08491,May,7529112.795230916,23.844048442012745
C08491,October,10168463.545335114,24.277598368678934
C08491,September,16914732.195796825,25.011776999909543
C08588,August,93855882.5765777,27.48394383545937
C08588,July_1,74563786.34858248,27.151971786108593
C08588,July_2,71013351.19089723,27.081586954830154
C08588,July_3,90230392.1919705,27.4271101207454
C08588,June,100395369.948641,27.58111749545769
C08588,May,67296409.64626299,27.004026201384377
C08588,October,55025634.30222938,26.713600534940024
C08588,September,59591807.95396477,26.82861068220599
C08744,August,209964430.00679374,28.645569701279225
C08744,July_1,284042595.8510581,29.081532055783192
C08744,July_2,217869654.90359002,28.698890029583303
C08744,July_3,239317248.06879464,28.834349137615863
C08744,June,226581557.9121808,28.755455200171756
C08744,May,258677866.60125995,28.94658137628097
C08744,October,175271028.05835545,28.38501230037102
C08744,September,197369873.9839773,28.556326556538796
C08762,August,18446950.025065217,25.136878968440236
C08762,July_1,32133063.46068681,25.93755519338243
C08762,July_2,22701712.248753626,25.43629777933237
C08762,July_3,40104821.58062763,26.25727235855505
C08762,June,25131805.99115509,25.583011012344738
C08762,May,31677380.16422605,25.916949688380033
C08762,October,26147303.621314853,25.64015884384908
C08762,September,30110524.732334048,25.843764514158543
C08775,August,16520391.151513977,24.977744509907687
C08775,July_1,16315544.844076335,24.95974383004905
C08775,July_2,14131766.891623842,24.75243852099599
C08775,July_3,21984679.096876238,25.38999513837119
C08775,June,16020146.101654531,24.933383969209803
C08775,May,13921591.854668682,24.7308208487841
C08775,October,12074781.841761202,24.525493787959757
C08775,September,18352685.106498983,25.12948781754909
C08979,August,83217422.135483,27.310382262255853
C08979,July_1,148669284.1763116,28.14753136920678
C08979,July_2,109998066.86822143,27.71290292881123
C08979,July_3,151956564.3991452,28.17908375854965
C08979,June,131837503.69095472,27.9741855899337
C08979,May,133766140.42081743,27.99513773883826
C08979,October,140990243.4644254,28.071020090570496
C08979,September,173486173.66766408,28.370245447977712
C09006,August,52799506.37870717,26.654021106137687
C09006,July_1,67060797.322020724,26.998966300425355
C09006,July_2,55585862.26818596,26.72821465814635
C09006,July_3,75487247.72636232,27.169729610691206
C09006,June,61753444.17403882,26.88001626656453
C09006,May,67812212.78056884,27.015041786117006
C09006,October,65494455.84238097,26.964869450751177
C09006,September,71321577.52720279,27.087835277795623
C09204,August,4071961.6282581985,22.957292535702823
C09204,July_1,6588325.798166253,23.651480468616892
C09204,July_2,7029007.273316558,23.744889517086378
C09204,July_3,3785248.8895665393,22.851956733455467
C09204,June,3633205.0213760724,22.79281134850366
C09204,May,5855811.719737509,23.481437737125137
C09204,October,3722238.34843907,22.82773900868187
C09204,September,7146593.522086296,23.768824303540264
C09213,August,805783905.5987492,30.585817749066976
C09213,July_1,69597775.21416642,27.05253785334891
C09213,July_2,54720086.279360935,26.705567169192438
C09213,July_3,59559402.4797709,26.827825944595695
C09213,June,57088563.02995841,26.76669841308091
C09213,May,75325033.38538277,27.166626071459294
C09213,October,59828733.208372205,26.83433518043276
C09213,September,22212318.687019385,25.404856664195123
C09263,August,3842198.9784549493,22.873500804047797
C09263,July_1,5626326.955761077,23.42376196196067
C09263,July_2,5356789.724265089,23.352937234858306
C09263,July_3,4818927.6713679815,23.20028071675158
C09263,June,5575607.963948907,23.410697694312745
C09263,May,6371523.468092429,23.603206939776822
C09263,October,5015036.073599233,23.25782864763234
C09263,September,5054416.884932283,23.26911323103874
C09276,August,49023816.20731572,26.546979457862925
C09276,July_1,26711885.443884566,25.670978475622253
C09276,July_2,22678753.55037062,25.434838014539523
C09276,July_3,28674727.839344263,25.77327645745554
C09276,June,22692671.676744394,25.435723136063796
C09276,May,37675625.03850316,26.16712811053945
C09276,October,21259342.042589262,25.34159361166464
C09276,September,25547551.6417257,25.606681700830727
C09311,August,25350542.58644057,25.595513290272102
C09311,July_1,27810020.558148265,25.7291014753876
C09311,July_2,24856921.726097755,25.567144308732722
C09311,July_3,26447064.48739846,25.656604262373133
C09311,June,22525474.319086887,25.42505414941083
C09311,May,28468861.81466175,25.762881479484644
C09311,October,22431924.500268266,25.419050062963372
C09311,September,30343048.99019243,25.854862724813632
C09315,August,91975830.99828696,27.454751470165878
C09315,July_1,141988375.46183914,28.081197580729963
C09315,July_2,113574180.17402117,27.75905965055437
C09315,July_3,185565085.21229967,28.467350046452545
C09315,June,102171769.98975226,27.606421394496383
C09315,May,121631425.82495281,27.857940784133298
C09315,October,91055759.5849174,27.44024693964315
C09315,September,110479390.56321952,27.719202025499698
C09317,August,9881333.565226177,24.236274327541814
C09317,July_1,7483599.1179384235,23.83530084756449
C09317,July_2,6838922.684463855,23.705337648793204
C09317,July_3,7835137.614451046,23.901527183389305
C09317,June,8980450.55559766,24.09835639714364
C09317,May,5931658.669753366,23.500004151334167
C09317,October,5729435.828941473,23.449961654753093
C09317,September,7816756.1924437275,23.898138609598412
C09492,August,156482334.25924027,28.221424555457155
C09492,July_1,139207628.14565256,28.052663027658934
C09492,July_2,142421615.84773725,28.085592885106013
C09492,July_3,157832545.57342798,28.233819483436903
C09492,June,118699824.97759569,27.822742566832375
C09492,May,136441636.07506904,28.023708718658874
C09492,October,120669824.54326838,27.846489710879318
C09492,September,136333795.25983235,28.02256798969592
C09570,August,1004437516.5969723,30.903740674603554
C09570,July_1,1069688249.6700225,30.994543252306244
C09570,July_2,951139954.629003,30.825082399862357
C09570,July_3,1047489943.2672671,30.96428924696283
C09570,June,965848212.8577793,30.847221240330267
C09570,May,1037960208.2727346,30.951103990911363
C09570,October,1019668554.13027,30.925453130673016
C09570,September,902554600.4404489,30.74943897021444
C09747,August,12484066.712328278,24.57358463607249
C09747,July_1,17270940.54255544,25.04184331564423
C09747,July_2,15305903.051810138,24.867584830927722
C09747,July_3,15435884.646123096,24.879784831842368
C09747,June,17308445.30479563,25.04497280764557
C09747,May,20132323.38877175,25.263010341589258
C09747,October,16336602.054131627,24.961604604277948
C09747,September,21876788.049228624,25.38289760135458
C09829,August,55013702.60345649,26.713287668592397
C09829,July_1,57064308.830203824,26.76608535072579
C09829,July_2,46966361.381303154,26.485124492414688
C09829,July_3,55351007.01085442,26.72210622866823
C09829,June,38420306.23829686,26.19536568260882
C09829,May,53057771.17609178,26.66106073705036
C09829,October,46118443.39189924,26.458840483604384
C09829,September,50851694.93104673,26.59979252537128
C09844,August,14336726.452630397,24.773212311006393
C09844,July_1,18698554.826063402,25.15642343561642
C09844,July_2,18390117.132351093,25.132427332962145
C09844,July_3,24914302.255063888,25.5704708349717
C09844,June,16471698.370026574,24.973485980884245
C09844,May,9798028.092524907,24.224059997389958
C09844,October,10148101.53573199,24.27470652352739
C09844,September,13757071.215882897,24.713670027270258
C09963,August,35563323.64921125,26.083886824941747
C09963,July_1,39678789.02868622,26.241864660476438
C09963,July_2,34391311.25204685,26.035540787367935
C09963,July_3,34733386.24405728,26.049819733709544
C09963,June,35074868.111332215,26.063934343238902
C09963,May,36414377.490584545,26.118004846475596
C09963,October,32711026.435994297,25.963273694524464
C09963,September,40123097.29308547,26.25792964296571
C10302,August,23526959.85216978,25.487811572127537
C10302,July_1,28386465.98496428,25.758699914002044
C10302,July_2,27694004.64114056,25.723070351292083
C10302,July_3,29050139.659110636,25.79204176364244
C10302,June,27476711.554633822,25.711706015248634
C10302,May,24453662.49335387,25.54354722203894
C10302,October,24953862.072520286,25.572759780843462
C10302,September,27954185.969957076,25.736560998296753
C10367,August,37034206.23588927,26.142355080073617
C10367,July_1,37617273.477918,26.164891949477862
C10367,July_2,35856107.88086917,26.095715558839615
C10367,July_3,35895716.100857675,26.097308343111543
C10367,June,37081787.385091156,26.14420744942253
C10367,May,36543997.23439932,26.12313111084371
C10367,October,31263321.380912896,25.897967721027307
C10367,September,37546922.668890804,26.162191334074613
C10372,August,51060210.22305599,26.605696141775134
C10372,July_1,49108554.62850596,26.549471025719043
C10372,July_2,59712971.51849818,26.831541028074092
C10372,July_3,41959794.96168907,26.32250429235367
C10372,June,52402630.02140057,26.643135884821866
C10372,May,37332643.95627973,26.153934350391715
C10372,October,60399515.20752847,26.84803363411783
C10372,September,41018279.12077477,26.28976363052947
C10378,August,958149316.1723721,30.835675259439675
C10378,July_1,627060697.489264,30.22402985719554
C10378,July_2,727722687.2828268,30.438813547571215
C10378,July_3,551892771.1832728,30.039812748005307
C10378,June,586846208.3888137,30.12840723268131
C10378,May,510686760.9478792,29.927863418183666
C10378,October,634334035.7666347,30.240667512454255
C10378,September,601671747.192173,30.164401372568143
C10480,August,50537438.43621637,26.59084920524485
C10480,July_1,36940238.174666986,26.13868983243506
C10480,July_2,41986796.57523601,26.323432384717883
C10480,July_3,59194587.08479045,26.818961922110265
C10480,June,38241546.27657105,26.18863752331575
C10480,May,41976356.085432984,26.323073597738986
C10480,October,35733630.10672513,26.090779146031338
C10480,September,49996550.07055702,26.57532521174257
C10532,August,9344260.854596093,24.155649118411464
C10532,July_1,15621294.558808055,24.897010680827336
C10532,July_2,12543912.632331226,24.58048408051985
C10532,July_3,9915333.7141810935,24.241229898479475
C10532,June,8438345.966615392,24.00852880763853
C10532,May,10801454.962516425,24.364722321584356
C10532,October,11196465.8687264,24.416540085934756
C10532,September,12454110.75672014,24.57011867875137
C10680,August,18379015.443123076,25.13155614828306
C10680,July_1,16699019.759968966,24.993260082543348
C10680,July_2,15384390.234957498,24.874963927354145
C10680,July_3,15573945.955188276,24.892631189150645
C10680,June,14299621.289246062,24.769473603427684
C10680,May,13064951.04235117,24.63919838273939
C10680,October,11258497.811494865,24.424511009881726
C10680,September,14616847.07003563,24.8011288122338
C10720,August,18069043.52536678,25.107016804186514
C10720,July_1,16575552.762919066,24.982553646466442
C10720,July_2,15759432.481530068,24.90971224654236
C10720,July_3,15223625.432962753,24.859808634834234
C10720,June,19333562.786099147,25.204604185889366
C10720,May,19913096.633384217,25.247214252434414
C10720,October,11385274.016793247,24.44066567838361
C10720,September,20712133.171322435,25.303972810585222
C10892,August,731179320.1421638,30.445650026499465
C10892,July_1,45000893.816968136,26.42345032104276
C10892,July_2,32721192.998360913,25.963722013391042
C10892,July_3,263797882.30212563,28.97485774217022
C10892,June,740442978.6793737,30.463813397322017
C10892,May,102750014.64561123,27.614563358642346
C10892,October,30912459.632223833,25.88168511485009
C10892,September,35483134.10211855,26.0806301077257
C11378,August,126118116.34848787,27.910200286857354
C11378,July_1,146689164.66482207,28.128187067999413
C11378,July_2,141126052.52021408,28.07240909977853
C11378,July_3,147257764.3217359,28.13376846278555
C11378,June,128538666.39962742,27.93762716857125
C11378,May,136234684.1078659,28.02151880620946
C11378,October,137494126.44550613,28.03479474916215
C11378,September,146788534.4812738,28.12916404408519
C11380,August,37433082.347929314,26.15781051300998
C11380,July_1,35339759.07753433,26.074788868820047
C11380,July_2,36621876.3550354,26.1262023750288
C11380,July_3,36618990.90177749,26.12608869999288
C11380,June,35727733.409228906,26.090541055520994
C11380,May,36098675.11692741,26.105442552921932
C11380,October,30664215.840824377,25.870052722412744
C11380,September,36779238.304437615,26.132388266153082
C11544,August,179177274.51640096,28.41681242762409
C11544,July_1,182550596.61548713,28.443721142924
C11544,July_2,190210945.3073695,28.503025024678717
C11544,July_3,150335116.559478,28.163606804738162
C11544,June,228864327.98945677,28.76991737339829
C11544,May,222760165.58518955,28.730916029251034
C11544,October,208744277.9549772,28.6371614104383
C11544,September,151678839.65119833,28.17644459181885
C12067,August,41618518.66719589,26.310722280185235
C12067,July_1,43917454.92114507,26.38829111475153
C12067,July_2,39964522.73172133,26.252216524454063
C12067,July_3,42656303.691443115,26.346255621051213
C12067,June,41726395.59046932,26.314456967311173
C12067,May,41834652.80091249,26.318195125963666
C12067,October,28280655.68207085,25.753312233379575
C12067,September,45376389.24108971,26.435438477469773
C12127,August,8117052.282264694,23.952524475325244
C12127,July_1,7940260.107636786,23.920754837378972
C12127,July_2,7402490.133244999,23.819579231764767
C12127,July_3,9333265.187764741,24.153950457057114
C12127,June,5816624.39540234,23.471750715438496
C12127,May,6897913.09598303,23.717728522306174
C12127,October,6768854.153433038,23.69048020119348
C12127,September,8997550.44056774,24.10110085429335
C12150,August,83256686.18139474,27.3110628010609
C12150,July_1,93830814.56815049,27.48355845394637
C12150,July_2,100740545.73886637,27.586069210699232
C12150,July_3,99663047.64874904,27.570555355837932
C12150,June,84666169.42211188,27.335282282449672
C12150,May,124976628.04022615,27.897083079881185
C12150,October,93739149.96572195,27.48214837661117
C12150,September,135739300.34810814,28.016263241157322
C12244,August,39208129.23132592,26.224649471251546
C12244,July_1,36477506.82383388,26.12050379130715
C12244,July_2,39530098.61074537,26.236448218282696
C12244,July_3,33884324.042186074,26.0141146556515
C12244,June,29876447.75333967,25.8325052891361
C12244,May,14400394.745213494,24.7796050237372
C12244,October,26097775.316361297,25.63742349488231
C12244,September,20061853.009822913,25.257951530611166
C12245,August,124799635.72919029,27.895038482301803
C12245,July_1,95966051.60614976,27.51602080086435
C12245,July_2,129682483.61394349,27.950408385104073
C12245,July_3,71890863.14093557,27.099305089411853
C12245,June,190097200.4970318,28.502162045115934
C12245,May,246682246.0371513,28.878078646298135
C12245,October,110239174.23034301,27.71606174548441
C12245,September,110060541.81959076,27.71372209517313
C12371,August,15990481.735172546,24.930710066849386
C12371,July_1,18879830.689600635,25.170342491179895
C12371,July_2,19164889.519966178,25.191962345655142
C12371,July_3,20755650.340228867,25.307000801063868
C12371,June,16833963.65418914,25.004871571775478
C12371,May,15476472.040563934,24.883573301736412
C12371,October,15000314.82547381,24.838489444424923
C12371,September,15048309.225864733,24.843098064253727
C12457,August,71423935.96917544,27.089904303130577
C12457,July_1,102056507.18992558,27.604792931585557
C12457,July_2,98569379.99450892,27.554636215573662
C12457,July_3,95247939.7941911,27.505184551769222
C12457,June,96709830.77248247,27.527159214573704
C12457,May,105383160.01820871,27.651069105208236
C12457,October,99238355.59973633,27.564394493882016
C12457,September,108695751.40669584,27.695720309912332
C12946,August,183289022.55845115,28.44954514249591
C12946,July_1,167068739.78414744,28.315866575218795
C12946,July_2,164395838.52819318,28.29259853858853
C12946,July_3,144469293.44846743,28.106187643539545
C12946,June,136070050.9155194,28.019774322999623
C12946,May,154455218.58591375,28.202613375294806
C12946,October,142406330.58212757,28.085438040911885
C12946,September,117236222.93034162,27.804843152816918
C13946,August,286057550.7067549,29.091730185006888
C13946,July_1,296298666.511999,29.14247689258387
C13946,July_2,270563526.6177427,29.01139212866364
C13946,July_3,258186476.49943355,28.943838195072598
C13946,June,260748323.6883964,28.958082737005164
C13946,May,249153972.97190282,28.892462338302614
C13946,October,218102438.18710595,28.700430657187535
C13946,September,230189375.47841838,28.778246005695337
C14222,August,32744014.783758752,25.964727887474908
C14222,July_1,7557418.646009143,23.849462112958058
C14222,July_2,12430892.97201616,24.56742660018571
C14222,July_3,7620443.358752776,23.861443505739192
C14222,June,24370684.008511875,25.53864340775697
C14222,May,23732446.48334752,25.500357494092924
C14222,October,38888580.711219974,26.21284324693303
C14222,September,14116030.95426753,24.75083116305185
C14396,August,12448320.07532446,24.569447725177415
C14396,July_1,13670391.54998556,24.704551229696296
C14396,July_2,11092859.555532327,24.403127980549886
C14396,July_3,15005301.010185922,24.83896892427048
C14396,June,12504878.940633498,24.575987755109622
C14396,May,10871731.057211453,24.37407833675891
C14396,October,10569918.601000769,24.333460930772752
C14396,September,14305524.170367615,24.770069024797166
C14515,August,200533428.27016217,28.57926750839625
C14515,July_1,204521725.73357266,28.607678863602143
C14515,July_2,181639159.43141448,28.43650002465284
C14515,July_3,299735804.7732969,29.159116189575414
C14515,June,201951673.74211127,28.589434862007625
C14515,May,178919855.87291342,28.414738260406068
C14515,October,170619096.85252458,28.346203891057165
C14515,September,291831761.1252913,29.120561664713826
C14613,August,49475293.20778847,26.56020492142205
C14613,July_1,61249569.1035966,26.868196358868932
C14613,July_2,50444109.928999685,26.588182488105904
C14613,July_3,65956961.90328486,26.975021611379752
C14613,June,55841124.82937301,26.734824666815943
C14613,May,63407217.39788847,26.918143730309843
C14613,October,54515391.287207544,26.700160266557642
C14613,September,58678279.18048864,26.80632322686943
C14686,August,17611796.99503479,25.070038784258504
C14686,July_1,15375706.056251142,24.8741493251001
C14686,July_2,8921813.043955885,24.08890548616648
C14686,July_3,7029425.103371188,23.744975273638996
C14686,June,14746730.449986134,24.81389178909553
C14686,May,7516299.152102164,23.841591057139293
C14686,October,7486465.050039874,23.835853238794666
C14686,September,6246600.994668495,23.574639949171996
C14743,August,26203863.950423654,25.643276227542728
C14743,July_1,27726996.63291721,25.72478801742779
C14743,July_2,23389958.049797855,25.479385938411376
C14743,July_3,33998902.040434904,26.018984820974616
C14743,June,28274846.458600968,25.753015854155496
C14743,May,23805107.332125176,25.50476779792308
C14743,October,20447952.78370406,25.285453074290878
C14743,September,31558833.39751461,25.911540539945424
C14765,August,175441887.0513987,28.386417993921707
C14765,July_1,182102608.68394172,28.440176348675752
C14765,July_2,255821373.67402995,28.930561564387034
C14765,July_3,248160176.26691985,28.886696375324906
C14765,June,256228430.04460418,28.93285531912195
C14765,May,261210372.36916307,28.96063694491297
C14765,October,272673462.9620494,29.022599060687007
C14765,September,292799924.6501052,29.125339941454005
C14861,August,40351839.366131365,26.266131101876038
C14861,July_1,28818337.038827308,25.780483751457126
C14861,July_2,20502816.943950713,25.28931880378974
C14861,July_3,28298530.52645272,25.75422380358524
C14861,June,27310852.757675182,25.70297102591861
C14861,May,20854598.929074936,25.313862231121075
C14861,October,37590196.89693074,26.1638531364289
C14861,September,32052156.55454924,25.933918092690018
C15009,August,44774600.50366609,26.416177224196062
C15009,July_1,38003311.022731245,26.179621782451456
C15009,July_2,42544967.166581795,26.342485143402307
C15009,July_3,98647555.57377142,27.55577996650056
C15009,June,32119929.810182646,25.936965404432517
C15009,May,27919220.586877182,25.734755331004713
C15009,October,30531293.93635517,25.86378539741837
C15009,September,42144272.02171821,26.328833226875638
C15032,August,24075971.37713002,25.521090670907363
C15032,July_1,10711464.113702051,24.352652354870315
C15032,July_2,4563057.330883171,23.121569349441582
C15032,July_3,10095560.6809723,24.267217700606135
C15032,June,2034310.2039189043,21.956108256156213
C15032,May,787877.8936239657,20.58761253062489
C15032,October,5004507.366983879,23.25479662955648
C15032,September,1899596.5472319494,21.857261608346434
C15080,August,36571713.41880123,26.12422488407923
C15080,July_1,32022845.342614926,25.93259816629758
C15080,July_2,39683355.249971844,26.242030675769282
C15080,July_3,38293737.11663646,26.190605125040737
C15080,June,31575566.882879995,25.912305299468333
C15080,May,41722259.72969642,26.314313962350607
C15080,October,36440639.34773691,26.11904493552817
C15080,September,44828716.678905785,26.41791986385713
C15215,August,6383416.910792093,23.605897444830585
C15215,July_1,8010562.907177228,23.933472194587242
C15215,July_2,7907623.229574545,23.914812702685985
C15215,July_3,6329086.395891046,23.59356583086671
C15215,June,8031344.327988571,23.937210063043775
C15215,May,11351933.866275582,24.43643475394162
C15215,October,6987022.109166163,23.736246274748535
C15215,September,7362052.445011493,23.81167659640129
C15255,August,32318180.035624158,25.945842620732286
C15255,July_1,38644496.21654911,26.203759623083656
C15255,July_2,36009880.54409641,26.101889477882313
C15255,July_3,31104462.75665303,25.890618252123392
C15255,June,36407044.777726285,26.117714303715427
C15255,May,40472864.58362882,26.270451627731834
C15255,October,31213219.43655157,25.895653833567536
C15255,September,31911870.67961364,25.92758984635109
C15295,August,12635297.16753263,24.590956259407093
C15295,July_1,16381872.711421374,24.96559695385517
C15295,July_2,13887838.139565427,24.727318702834747
C15295,July_3,14677407.78079859,24.807093856369903
C15295,June,15230209.169921048,24.86043241997867
C15295,May,14270695.668644939,24.76655232931541
C15295,October,14438389.185128175,24.78340646154355
C15295,September,18539997.027269293,25.14413767685113
C16434,August,78975837.89975823,27.234908002640328
C16434,July_1,71140013.45388725,27.084157911451538
C16434,July_2,80170036.91487356,27.25655980274527
C16434,July_3,70647328.42771187,27.07413166939968
C16434,June,55971518.24688253,26.73818954608019
C16434,May,26201999.76474268,25.643173588210114
C16434,October,48441718.99860564,26.529746725502257
C16434,September,39985751.441882364,26.252982664555773
C16698,August,7088282.249228856,23.757004621221554
C16698,July_1,9623543.801609851,24.198136823355767
C16698,July_2,9294486.398166588,24.147943715126253
C16698,July_3,8776315.678578218,24.06518398883562
C16698,June,6620705.990060583,23.65855363440089
C16698,May,8201623.394490771,23.96747806824721
C16698,October,8163530.598585048,23.96076179939659
C16698,September,9477060.724525196,24.17600825126758
C16765,August,71257680.2265425,27.086542181921615
C16765,July_1,77175642.01328468,27.201642243678492
C16765,July_2,77299090.64225379,27.203948106387173
C16765,July_3,80810563.33034922,27.268040554567612
C16765,June,75764067.07908425,27.17501044218435
C16765,May,85521964.49513385,27.349791657293746
C16765,October,75362715.7323845,27.167347618321596
C16765,September,85068042.17387274,27.342113915318077
C16778,August,10819171.126954917,24.36708664056324
C16778,July_1,14456838.2031791,24.785248724981066
C16778,July_2,13754993.745974546,24.713452147911205
C16778,July_3,13077210.099841353,24.640551452414638
C16778,June,15560968.104216324,24.89142848261436
C16778,May,17498760.207879364,25.060749374537394
C16778,October,12455186.554871876,24.570243294764428
C16778,September,15627188.358961152,24.89755489645381
C16804,August,9855200.880395047,24.232453847614362
C16804,July_1,11128047.287270356,24.40769711977276
C16804,July_2,11019519.682156991,24.39355800542804
C16804,July_3,12515522.353288727,24.577215169442564
C16804,June,10915341.06799468,24.37985387465173
C16804,May,12793539.3213105,24.608912103953383
C16804,October,11380965.818870613,24.44011965796942
C16804,September,14364504.273317715,24.7760048697679
C17325,August,7667946.158133641,23.870408776222483
C17325,July_1,5348500.5082812095,23.350703047288793
C17325,July_2,5928124.4330977,23.49914429988441
C17325,July_3,4548239.627914232,23.116876835185035
C17325,June,5959497.38363089,23.506759230092115
C17325,May,6069920.869502636,23.533246278240025
C17325,October,9896781.73063017,24.238528030265055
C17325,September,5047061.642088699,23.267012276367225
C17365,August,319166.26665055694,19.283948652605503
C17365,July_1,340332.46787044976,19.37658526606397
C17365,July_2,212779.40231306315,18.698998974818377
C17365,July_3,244294.5800624504,18.898262330664625
C17365,June,9448201.248996481,24.171608264143607
C17365,May,3930929.256633986,22.906438969712585
C17365,October,6773628.942181717,23.69149752782196
C17365,September,1161739.519363905,21.147855198954723
C17582,August,890422.0955958124,20.764129867668565
C17582,July_1,1958215.960522441,21.901108449686582
C17582,July_2,2440099.554998852,22.218508579642368
C17582,July_3,1173005.1706339486,21.161777942138013
C17582,June,2511932.9622640624,22.260366531842095
C17582,May,5106537.2003156515,23.283913884481017
C17582,October,3064456.6957250913,22.547199887331036
C17582,September,1041365.6832946333,20.990045340012642
C17601,August,26666950.609066274,25.66854952499454
C17601,July_1,25415335.184925515,25.59919592181045
C17601,July_2,25101070.211303875,25.5812455405639
C17601,July_3,21839840.59131635,25.380458990297292
C17601,June,37118191.58914206,26.145623087798494
C17601,May,36305818.78942299,26.11369745391713
C17601,October,32596106.0492432,25.958196293729703
C17601,September,24345194.954706796,25.537133717871054
C17686,August,44868706.21424048,26.41920624882286
C17686,July_1,82817365.92259079,27.30342998149493
C17686,July_2,88815465.62742439,27.40430758224235
C17686,July_3,74218557.88123718,27.145276632940313
C17686,June,81682702.7382507,27.283527267481134
C17686,May,86638284.5092337,27.36850134120067
C17686,October,76466005.17622168,27.188315169350762
C17686,September,83371359.79395965,27.313048530141717
