Reaction,Pathways,n_reaction
LCYSDESULF-RXN,PWY66-426,5
2.6.1.22-RXN,VALDEG-PWY,5
RXN-15264,PWY-7371,4
RXN-15264,PWY-7992,6
RXN-15264,PWY-7373,5
RXN-15264,PWY-7374,5
RXN-15264,PWY-6263,7
RXN-12345,PWY-7371,4
RXN-12345,PWY-7992,6
RXN-12345,PWY-7373,5
RXN-12345,PWY-7374,5
RXN-12345,PWY-6263,7
FORMALDEHYDE-DEHYDROGENASE-RXN,PWY-7616,2
FORMALDEHYDE-DEHYDROGENASE-RXN,FORMASS-PWY,1
FORMALDEHYDE-DEHYDROGENASE-RXN,PWY-1882,10
RXN-13907,PWY-7158,3
RXN66-569,PHENYLALANINE-DEG1-PWY,1
RXN66-569,PWY-6134,1
RXN-9225,PWY-5855,5
RXN-25161,PWY-8571,5
RXN-9240,PWY-5856,5
RXN-12160,PWY-8535,5
2-OCTAPRENYL-6-OHPHENOL-METHY-RXN,ALL-CHORISMATE-PWY,48
2-OCTAPRENYL-6-OHPHENOL-METHY-RXN,UBISYN-PWY,9
2-OCTAPRENYL-6-OHPHENOL-METHY-RXN,PWY-6708,5
2-OCTAPRENYL-6-OHPHENOL-METHY-RXN,PWY-8533,5
RXN-9233,PWY-5857,5
RXN3O-102,PWY3O-19,4
RXN3O-102,PWY-7235,5
RXN3O-102,PWY-7230,4
2.1.1.64-RXN,PWY-5871,4
2.1.1.64-RXN,PWY-5856,5
RXN-9237,PWY-5857,5
RXN-9237,PWY-8571,5
RXN-9229,PWY-5855,5
RXN-9229,PWY-5873,4
RXN-11758,PWY-8534,4
RXN-11758,PWY-8535,5
DHHB-METHYLTRANSFER-RXN,ALL-CHORISMATE-PWY,48
DHHB-METHYLTRANSFER-RXN,UBISYN-PWY,9
DHHB-METHYLTRANSFER-RXN,PWY-5870,5
DHHB-METHYLTRANSFER-RXN,PWY-6708,5
DHHB-METHYLTRANSFER-RXN,PWY-8533,5
UDP-GLUCURONATE-DECARBOXYLASE-RXN,PWY-4821,2
UDP-GLUCURONATE-DECARBOXYLASE-RXN,PWY-5114,6
RXN-8948,PWY-5737,2
PCP4MONO-RXN,PCPDEG-PWY,8
FORMYLMETHANOFURAN-DEHYDROGENASE-RXN,PWY-6142,15
FORMYLMETHANOFURAN-DEHYDROGENASE-RXN,PWY-6146,46
FORMYLMETHANOFURAN-DEHYDROGENASE-RXN,METHANOGENESIS-PWY,4
FORMYLMETHANOFURAN-DEHYDROGENASE-RXN,PWY-8305,5
FORMYLMETHANOFURAN-DEHYDROGENASE-RXN,PWY2OBG-1,4
FORMYLMETHANOFURAN-DEHYDROGENASE-RXN,PWY-6830,9
FORMYLMETHANOFURAN-DEHYDROGENASE-RXN,PWY-5209,4
FORMYLMETHANOFURAN-DEHYDROGENASE-RXN,PWY-7784,4
NADPYROPHOSPHAT-RXN,NAD-BIOSYNTHESIS-II,3
NADPYROPHOSPHAT-RXN,PYRIDNUCSAL-PWY,6
NADPYROPHOSPHAT-RXN,PWY-7761,5
NADPYROPHOSPHAT-RXN,PWY-5381,7
DHLBXANAU-RXN,PWY-7771,1
DHLBXANAU-RXN,12DICHLORETHDEG-PWY,4
RXN-11761,PWY-6646,1
RXN-11790,PWY-6655,2
RXN-11790,PWY-6658,2
RXN-11186,PWY-7394,3
PHOSPHORIBULOKINASE-RXN,PWY-5723,10
PHOSPHORIBULOKINASE-RXN,PWY-7218,19
PHOSPHORIBULOKINASE-RXN,PWY-7124,19
PHOSPHORIBULOKINASE-RXN,PWY-6886,19
PHOSPHORIBULOKINASE-RXN,CALVIN-PWY,12
PHOSPHORIBULOKINASE-RXN,PHOTOALL-PWY,13
RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN,PWY-5723,10
RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN,PWY-7218,19
RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN,PWY-5532,5
RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN,PWY-7124,19
RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN,PWY-6886,19
RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN,CALVIN-PWY,12
RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN,PHOTOALL-PWY,13
R82-RXN,PWY-7270,10
R82-RXN,PWY-7527,10
R82-RXN,PWY-7528,11
R82-RXN,PWY-4361,6
RXN-14831,PWY-7352,3
RXN-14831,PWY-7354,3
MACROCIN-O-METHYLTRANSFERASE-RXN,PWY-7415,1
RXN-15403,PWY-7483,3
OHMETHYLBILANESYN-RXN,PWY-5918,9
OHMETHYLBILANESYN-RXN,PWY-5188,6
OHMETHYLBILANESYN-RXN,PWY-5189,4
OHMETHYLBILANESYN-RXN,PWY-5529,15
OHMETHYLBILANESYN-RXN,PWY-5920,7
OHMETHYLBILANESYN-RXN,P381-PWY,26
OHMETHYLBILANESYN-RXN,PWY-5507,25
RXN-14709,PWY-6059,1
RXN-9998,PWY-7330,1
RXN-9998,PWY-6143,3
RXN-9998,PWY-7332,14
RXN-9998,PWY-7719,1
RXN-9998,PWY-7331,1
R581-RXN,P641-PWY,2
DETHIOBIOTIN-SYN-RXN,PWY-7380,2
DETHIOBIOTIN-SYN-RXN,BIOTIN-BIOSYNTHESIS-PWY,13
DETHIOBIOTIN-SYN-RXN,PWY-8575,1
DETHIOBIOTIN-SYN-RXN,PWY0-1507,2
DETHIOBIOTIN-SYN-RXN,PWY-5005,4
3.3.2.8-RXN,PWY-5923,2
RXN-9413,PWY-5924,2
RXN-9394,PWY-5922,2
RXN-9432,PWY-5927,3
RXN-9421,PWY-5927,3
RXN-9436,PWY-5922,2
1.14.19.1-RXN,PWY-5996,2
RXN-10664,PWY3O-1801,2
RXN-10664,PWY-5987,1
MERCURY-II-REDUCTASE-RXN,P641-PWY,2
RXN-18384,PWY-7854,10
RXN-8957,PWY-8425,4
RXN-8957,PWY-5741,11
RXN-8957,PWY-7854,10
MONOPHENOL-MONOOXYGENASE-RXN,PWY-7917,1
MONOPHENOL-MONOOXYGENASE-RXN,PWY-6481,1
RXN-18851,PWY-7913,3
4.1.1.32-RXN,PWY-7389,15
4.1.1.32-RXN,PWY66-399,11
4.1.1.32-RXN,PWY-7383,7
RXN-12481,PWY-7389,15
RXN-12481,PWY-7383,7
3.5.4.27-RXN,PWY-6142,15
3.5.4.27-RXN,PWY-6146,46
3.5.4.27-RXN,METHANOGENESIS-PWY,4
3.5.4.27-RXN,PWY-1882,10
3.5.4.27-RXN,PWY-8305,5
3.5.4.27-RXN,PWY2OBG-1,4
3.5.4.27-RXN,PWY-6830,9
3.5.4.27-RXN,PWY-1723,2
3.5.4.27-RXN,PWY-7784,4
MCHMBARK-RXN,PWY-5209,4
2.7.8.25-RXN,P2-PWY,2
2.7.8.25-RXN,PWY-5796,2
4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN,PWY-1422,5
4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN,TYRFUMCAT-PWY,5
4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN,PWY-1581,3
4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN,PWY-5864,5
RXN-10815,PWY-6318,6
GLUTDECARBOX-RXN,PWY-8543,1
GLUTDECARBOX-RXN,PWY-8346,4
GLUTDECARBOX-RXN,PWY0-1305,1
GLUTDECARBOX-RXN,GLUDEG-I-PWY,4
FORMYLTHFDEFORMYL-RXN,PWY-7909,3
FORMYLTHFDEFORMYL-RXN,P164-PWY,7
FORMYLTHFDEFORMYL-RXN,PWY-2201,9
FORMYLTHFDEFORMYL-RXN,PWY-5497,15
DLACTDEHYDROGNAD-RXN,PWY-6454,3
DLACTDEHYDROGNAD-RXN,ALACAT2-PWY,3
DLACTDEHYDROGNAD-RXN,PWY-6901,17
DLACTDEHYDROGNAD-RXN,PWY2DDB-10,4
DLACTDEHYDROGNAD-RXN,P122-PWY,17
DLACTDEHYDROGNAD-RXN,FERMENTATION-PWY,13
DLACTDEHYDROGNAD-RXN,PWY4LZ-257,8
DLACTDEHYDROGNAD-RXN,PWY-8188,4
DLACTDEHYDROGNAD-RXN,PWY-8274,1
DLACTDEHYDROGNAD-RXN,PROPFERM-PWY,7
RXN0-4301,PWY0-1241,5
RXN0-4301,PWY-6478,4
RXN0-4141,P283-PWY,1
RXN-20917,PWY-5386,3
RXN-20917,METHGLYUT-PWY,6
DLACTDEHYDROGFAD-RXN,PWY0-1565,1
DLACTDEHYDROGFAD-RXN,PWY-7425,2
RXN-15407,PWY-7483,3
RXN-15434,PWY-7485,3
PGPPHOSPHA-RXN,PWY0-1545,3
PGPPHOSPHA-RXN,PWY-7817,7
PGPPHOSPHA-RXN,PHOSLIPSYN2-PWY,18
PGPPHOSPHA-RXN,PWY-5269,3
PGPPHOSPHA-RXN,PWY-5668,3
PGPPHOSPHA-RXN,PWY-8401,11
PGPPHOSPHA-RXN,PHOSLIPSYN-PWY,12
PGPPHOSPHA-RXN,PWY4FS-8,6
PGPPHOSPHA-RXN,PWY4FS-7,6
PHOSPHATIDATE-PHOSPHATASE-RXN,TRIGLSYN-PWY,4
RXN-16121,PWY-6453,3
RXN-20535,PWY-8052,2
RXN-17730,PWY-7782,8
RXN-20514,PWY-8053,7
RXN-20514,PWY-8051,11
RXN-20566,PWY-8055,5
SERINE-O-ACETTRAN-RXN,PWY-8071,1
SERINE-O-ACETTRAN-RXN,PWY-7870,1
SERINE-O-ACETTRAN-RXN,PWY-6936,3
SERINE-O-ACETTRAN-RXN,CYSTSYN-PWY,2
SERINE-O-ACETTRAN-RXN,PWY-7274,1
SERINE-O-ACETTRAN-RXN,SULFATE-CYS-PWY,9
SERINE-O-ACETTRAN-RXN,PWY-I9,5
SERINE-O-ACETTRAN-RXN,PWY-6395,7
RXN-14986,PWY-7396,4
RXN-15838,DENITRIFICATION-PWY,3
NITRITE-REDUCTASE-CYTOCHROME-RXN,PWY-7084,5
NITRITE-REDUCTASE-CYTOCHROME-RXN,P303-PWY,1
NITRITE-REDUCTASE-CYTOCHROME-RXN,PWY-6748,2
NITRITE-REDUCTASE-CYTOCHROME-RXN,PWY-6523,2
ESTRADIOL-17-BETA-DEHYDROGENASE-RXN,PWY66-380,1
ESTRADIOL-17-BETA-DEHYDROGENASE-RXN,PWY-7305,9
RXN-14917,PWY-7436,4
RXN-2542,PWY-1422,5
RXN-2762,PWY-6978,3
RXN-2762,PWY-1581,3
RXN-2762,PWY-5864,5
RXN-2541,PWY-1422,5
RXN-14929,PWY-7436,4
RXN-7668,PWY-5067,2
RXN-12746,PWY-6937,15
RXN-12746,PWY-6944,13
RXN-12746,PWY-6928,19
RXN-12746,PWY-8152,9
RXN-12746,PWY-6947,21
RXN-12746,PWY-8154,13
FUMARYLACETOACETASE-RXN,TYRFUMCAT-PWY,5
RXN-8363,PWY-782,24
RXN-8300,PWY-782,24
RXN-8294,PWY-782,24
RXN-8298,PWY-782,24
RXN-16047,PWY-7590,2
RXN-8308,PWY-782,24
RXN-16036,PWY-5995,1
RXN-8296,PWY-782,24
RXN-8305,PWY-782,24
RXN-8302,PWY-782,24
RXN-8316,PWY-762,11
RXN-1726,PWY-762,11
RXN-16068,PWY-7596,4
RXN-16068,PWY-7593,1
RXN-11364,PWY-6478,4
RXN-11080,PWY-6404,24
RXN-11080,PWY185E-8,3
PGLUCONDEHYDRAT-RXN,PWY-8004,9
PGLUCONDEHYDRAT-RXN,ENTNER-DOUDOROFF-PWY,2
PGLUCONDEHYDRAT-RXN,GLYCOLYSIS-E-D,16
XYLONATE-DEHYDRATASE-RXN,PWY-7178,3
XYLONATE-DEHYDRATASE-RXN,PWY-7294,5
XYLONATE-DEHYDRATASE-RXN,PWY-6760,3
XYLONATE-DEHYDRATASE-RXN,PWY-5257,30
XYLONATE-DEHYDRATASE-RXN,PWY-8330,1
XYLONATE-DEHYDRATASE-RXN,PWY-8020,4
GALACTOKIN-RXN,PWY-6317,5
GALACTOKIN-RXN,PWY-3821,2
GALACTOKIN-RXN,PWY-6527,6
RXN-14431,PWY-7255,4
RXN-14431,PWY-7550,1
RXN-14430,PWY-7255,4
1.1.1.39-RXN,PWY-3641,3
1.1.1.39-RXN,PWY-7384,8
1.1.1.39-RXN,PWY-7686,1
1.1.1.39-RXN,GLUCONEO-PWY,13
1.1.1.39-RXN,PWY-7389,15
1.1.1.39-RXN,PWY-7118,4
1.1.1.127-RXN,PWY-6507,4
1.1.1.127-RXN,PWY-7562,4
1.1.1.127-RXN,PWY-6516,22
RXN-13749,PWY-7317,9
RXN-7737,PWY-724,12
RXN-7737,PWY-5097,7
RXN-12195,PWY-7211,18
RXN-12195,PWY-7210,7
RXN-12195,PWY0-166,14
RXN-12195,PWY-6545,9
RXN-12195,PWY-7185,5
RXN-12195,PWY-7198,5
RXN-12195,PWY-7184,9
RXN-12196,PWY-7185,5
1.5.1.7-RXN,LYSINE-AMINOAD-PWY,5
RXN0-6710,PWY-7805,7
RXN0-6710,PWY0-1533,5
RXN0-6710,PWY-7807,7
RXN-12225,PWY-6767,3
BENZOATE--COA-LIGASE-RXN,PWY-6443,5
BENZOATE--COA-LIGASE-RXN,BENZCOA-PWY,12
BENZOATE--COA-LIGASE-RXN,PWY-283,1
BENZOATE--COA-LIGASE-RXN,PWY-7402,6
ADENYLYLSULFKIN-RXN,PWY-5345,12
ADENYLYLSULFKIN-RXN,SO4ASSIM-PWY,4
ADENYLYLSULFKIN-RXN,PWY1ZNC-1,4
ADENYLYLSULFKIN-RXN,PWY-821,9
ADENYLYLSULFKIN-RXN,PWY-5340,2
ADENYLYLSULFKIN-RXN,SULFATE-CYS-PWY,9
GLUTSEMIALDEHYDROG-RXN,ARGININE-SYN4-PWY,3
GLUTSEMIALDEHYDROG-RXN,PWY-5004,9
GLUTSEMIALDEHYDROG-RXN,CITRULBIO-PWY,7
GLUTSEMIALDEHYDROG-RXN,PROSYN-PWY,3
GLUTSEMIALDEHYDROG-RXN,PWY-6922,5
1.2.1.66-RXN,PWY-7616,2
1.2.1.66-RXN,PWY1G-170,1
RXN-18814,PWY-7908,1
LUMAZINESYN-RXN,PWY-6168,9
LUMAZINESYN-RXN,RIBOSYN2-PWY,9
LUMAZINESYN-RXN,PWY-6167,9
RXN-10066,PWY-7234,6
HOMOSERINE-O-ACETYLTRANSFERASE-RXN,PWY-5345,12
HOMOSERINE-O-ACETYLTRANSFERASE-RXN,PWY-5344,2
HOMOSERINE-O-ACETYLTRANSFERASE-RXN,PWY-6293,5
HOMOSERINE-O-ACETYLTRANSFERASE-RXN,PWY-821,9
HOMOSERINE-O-ACETYLTRANSFERASE-RXN,HSERMETANA-PWY,4
6-CARBOXYHEXANOATE--COA-LIGASE-RXN,PWY-6578,2
6-CARBOXYHEXANOATE--COA-LIGASE-RXN,PWY-5005,4
AKBLIG-RXN,THREOCAT-PWY,14
AKBLIG-RXN,THREONINE-DEG2-PWY,2
RXN-23221,PWY2G6Z-2,6
UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN,NAGLIPASYN-PWY,6
UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN,LPSSYN-PWY,15
UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN,KDO-NAGLIPASYN-PWY,16
RXN2B4Q-50,PWY2B4Q-4,5
RXN-22241,PWY-8245,9
RXNI-27,PWYI-14,6
RXN-22482,PWY-8283,6
RXN-20787,PWY-8073,6
RXN-22245,PWY-8245,9
UDPNACETYLGLUCOSAMACYLTRANS-RXN,NAGLIPASYN-PWY,6
UDPNACETYLGLUCOSAMACYLTRANS-RXN,LPSSYN-PWY,15
UDPNACETYLGLUCOSAMACYLTRANS-RXN,KDO-NAGLIPASYN-PWY,16
RXN-23223,PWY2G6Z-2,6
RXN-22244,PWY-8245,9
RXN-22480,PWY-8283,6
RXN-22246,PWYI-14,6
RXN-22246,PWY-8245,9
RXN-20789,PWY-8073,6
RXN2B4Q-52,PWY2B4Q-4,5
RXN-20785,PWY-8073,6
RXN2DNV-2,PWYI-14,6
RXN-22237,PWY-8245,9
RXN-22484,PWY-8283,6
LIPIDADISACCHARIDESYNTH-RXN,NAGLIPASYN-PWY,6
LIPIDADISACCHARIDESYNTH-RXN,LPSSYN-PWY,15
LIPIDADISACCHARIDESYNTH-RXN,KDO-NAGLIPASYN-PWY,16
RXN-23219,PWY2G6Z-2,6
RXN2B4Q-53,PWY2B4Q-4,5
RXN-20784,PWY-8073,6
RXN2G6Z-1,PWY2G6Z-2,6
TETRAACYLDISACC4KIN-RXN,NAGLIPASYN-PWY,6
TETRAACYLDISACC4KIN-RXN,LPSSYN-PWY,15
TETRAACYLDISACC4KIN-RXN,KDO-NAGLIPASYN-PWY,16
RXN-22485,PWY-8283,6
RXN2DNV-3,PWYI-14,6
RXN-22238,PWY-8245,9
2.4.1.157-RXN,PWY-7818,1
2.4.1.157-RXN,PWY-7684,1
BETA-LYSINE-56-AMINOMUTASE-RXN,P163-PWY,9
BETA-LYSINE-56-AMINOMUTASE-RXN,PWY-5327,22
GDPMANDEHYDRA-RXN,PWY-5738,2
GDPMANDEHYDRA-RXN,PWY-7573,1
GDPMANDEHYDRA-RXN,PWY-5739,2
GDPMANDEHYDRA-RXN,PWY-7575,4
GDPMANDEHYDRA-RXN,GDPRHAMSYN-PWY,2
GDPMANDEHYDRA-RXN,PWY2B4Q-2,2
GDPMANDEHYDRA-RXN,PWY-7323,8
GDPMANDEHYDRA-RXN,COLANSYN-PWY,9
GDPMANDEHYDRA-RXN,PWY-66,1
GDPMANDEHYDRA-RXN,PWY-8225,2
GDPMANDEHYDRA-RXN,PWY-5740,1
GDP-4-DEHYDRO-D-RHAMNOSE-REDUCTASE-RXN,GDPRHAMSYN-PWY,2
GDP-4-DEHYDRO-D-RHAMNOSE-REDUCTASE-RXN,PWY-7323,8
RXN0-5227,PWY-7883,8
RXN0-5227,PWY0-1261,12
RXN0-5227,PWY0-1546,2
RXN-16664,PWY0-1586,3
RXN-21771,PWY-8182,7
RXN-12490,PWY-7094,5
RXN-12490,PWY0-1337,29
RXN-12490,PWY-8568,19
RXN-20676,PWY0-1337,29
RXN-20676,PWY-8568,19
RXN-2003,PWY-6443,5
RXN-2003,PWY-6458,3
RXN-2003,P281-PWY,6
RXN0-2044,PWY-8354,5
RXN0-2044,PWY-8347,4
RXN0-2044,PWY0-321,9
RXN0-2044,PWY-1361,6
RXN0-2044,PWY-6071,11
RXN-21767,PWY-8182,7
RXN-17777,PWY0-1337,29
RXN-12750,PWY-6937,15
RXN-12750,PWY-6944,13
RXN-12750,PWY-6928,19
RXN-12750,PWY-8152,9
RXN-12750,PWY-6947,21
RXN-12750,PWY-8154,13
RXN-17781,PWY0-1337,29
OHACYL-COA-DEHYDROG-RXN,FAO-PWY,5
OHACYL-COA-DEHYDROG-RXN,PWY-5136,4
OHACYL-COA-DEHYDROG-RXN,PWY66-391,5
OHACYL-COA-DEHYDROG-RXN,PWY-561,11
OHACYL-COA-DEHYDROG-RXN,PWY-7007,3
RXN-11245,PWY-6435,4
RXN-12705,PWY-6928,19
RXN-12705,PWY-6947,21
RXN-12705,PWY-6946,8
RXN-12705,PWY-6945,6
RXN-12507,PWY-7654,7
RXN-12507,PWY-8568,19
RXN-14393,PWY0-1337,29
RXN-21784,PWY-8181,13
RXN-12570,PWY0-1337,29
RXN-12570,PWY-6863,7
RXN-12570,PWY-8568,19
RXN-20679,PWY0-1337,29
RXN-20679,PWY-8568,19
RXN-21760,PWY-8179,8
RXN-21783,PWY-8181,13
RXN-19803,PWY-6937,15
RXN-19803,PWY-6944,13
RXN-19803,PWY-6928,19
RXN-19803,PWY-8152,9
RXN-19803,PWY-6947,21
RXN-19803,PWY-8154,13
RXN-11662,PWY-7003,12
RXN-11662,PWY-6604,12
RXN-11662,PWY-7216,3
RXN-11662,PWY-7218,19
RXN-11662,PWY-6583,4
RXN-11662,GLUDEG-II-PWY,6
RXN-11662,PWY-6883,3
RXN-11662,PWY-5789,10
RXN-11662,PWY-5177,2
RXN-11662,P162-PWY,6
RXN-11662,PWY-5184,5
RXN-11662,PWY0-1337,29
RXN-11662,PWY-6590,6
RXN-11662,PWY-6886,19
RXN-11662,PWY-7778,7
RXN-11662,PWY-6863,7
RXN-11662,PWY-7402,6
RXN-11662,CENTFERM-PWY,4
RXN-11662,PWY-8568,19
RXN-11662,TRYPTOPHAN-DEGRADATION-1,10
RXN-11662,PWY-7779,6
RXN-11662,PWY-6594,9
RXN-11662,PWY-7401,5
GLUTATHIONE-REDUCT-NADPH-RXN,PWY-4081,2
SAMDECARB-RXN,POLYAMSYN-PWY,7
SAMDECARB-RXN,POLYAMINSYN3-PWY,7
SAMDECARB-RXN,ARGSPECAT-PWY,1
SAMDECARB-RXN,PWY-6834,2
SAMDECARB-RXN,PWY0-1303,2
SAMDECARB-RXN,PWY-7527,10
SAMDECARB-RXN,PWY-7528,11
SAMDECARB-RXN,BSUBPOLYAMSYN-PWY,2
SAMDECARB-RXN,ARG+POLYAMINE-SYN,16
SPERMIDINESYN-RXN,POLYAMSYN-PWY,7
SPERMIDINESYN-RXN,POLYAMINSYN3-PWY,7
SPERMIDINESYN-RXN,PWY-7527,10
SPERMIDINESYN-RXN,PWY-7528,11
SPERMIDINESYN-RXN,BSUBPOLYAMSYN-PWY,2
SPERMIDINESYN-RXN,ARG+POLYAMINE-SYN,16
RXN-8340,PWY-6823,6
RXN-18930,PWY-7919,9
RXN-18931,PWY-7919,9
RXN-18924,PWY-7919,9
RXN-18917,PWY-7919,9
RXN-18928,PWY-7919,9
RXN-18923,PWY-7919,9
RXN-18927,PWY-7919,9
METHCOCLTH-RXN,CODH-PWY,5
METHCOCLTH-RXN,PWY-6146,46
METHCOCLTH-RXN,PWY-8480,6
RXN-9386,PWY-5921,2
4.2.1.100-RXN,BENZCOA-PWY,12
4.2.1.100-RXN,PWY-8485,2
4.2.1.100-RXN,PWY-5184,5
4.2.1.100-RXN,PWY-7402,6
4.2.1.100-RXN,CENTBENZCOA-PWY,2
4.2.1.100-RXN,PWY-7401,5
RXN0-6427,PPGPPMET-PWY,6
PPGPPSYN-RXN,PPGPPMET-PWY,6
MALATE-DEHYDROGENASE-ACCEPTOR-RXN,TCA,7
MALATE-DEHYDROGENASE-ACCEPTOR-RXN,TCA-GLYOX-BYPASS,9
MALATE-DEHYDROGENASE-ACCEPTOR-RXN,GLYCOLYSIS-TCA-GLYOX-BYPASS,21
MALATE-DEHYDROGENASE-ACCEPTOR-RXN,PWY-7254,7
RXNI-3,REDCITCYC,7
2.4.1.46-RXN,PWY-401,1
RXN-12575,PWY-6857,3
RXN-10711,PWY-6303,1
RXNQT-4366,PWY18C3-25,1
RXNQT-4366,PWY18C3-24,2
RXN18C3-61,PWY18C3-24,2
RXN-21569,PWY-8454,2
RXN0-4621,PWY-7883,8
RXN0-4621,PWY0-1261,12
RXN0-4641,PWY0-1261,12
RXN-15202,PWY-7456,6
RXN-15203,PWY-7586,3
DURIDKI-RXN,PWY-7200,8
DURIDKI-RXN,PWY-7199,4
THYKI-RXN,PWY-7200,8
THYKI-RXN,PWY-7199,4
THIOSULFATE-DEHYDROGENASE-RXN,THIOSULFOX-PWY,1
HOMOCYSTEINE-DESULFHYDRASE-RXN,PWY66-426,5
LYSINE-23-AMINOMUTASE-RXN,P163-PWY,9
LYSINE-23-AMINOMUTASE-RXN,PWY-5327,22
NANE-RXN,GLCMANNANAUT-PWY,5
NANE-RXN,PWY0-1324,3
NANE-RXN,P441-PWY,21
R313-RXN,P345-PWY,2
R310-RXN,PWY-7308,2
R310-RXN,P344-PWY,3
RXN-7567,PWY-5025,2
RXN-7567,PWY-581,6
RXN-2401,PWY-1361,6
RXN-7793,PWY-5129,8
CERAMIDE-GLUCOSYLTRANSFERASE-RXN,PWY-7838,2
CERAMIDE-GLUCOSYLTRANSFERASE-RXN,PWY-7835,2
CERAMIDE-GLUCOSYLTRANSFERASE-RXN,PWY-7841,2
CERAMIDE-GLUCOSYLTRANSFERASE-RXN,PWY-7836,2
CERAMIDE-GLUCOSYLTRANSFERASE-RXN,PWY-7839,2
RXN-18272,PWY-8612,1
RXN-18590,PWY-7874,4
CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN,PWY-1121,8
CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN,PWY-7498,1
CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN,PWY-5710,2
CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN,PWY-361,6
CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN,PWY-6432,2
CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN,PWY-7398,7
CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN,PWY-6792,1
RXN-21514,PWY-8157,5
RXN-24776,PWY-8542,20
RXN-5901,PWY-7216,3
RXN-5901,PWY-7218,19
RXN-5901,PWY1-3,2
RXN-5901,PWY-8542,20
RXN-5901,PWY-5676,6
RXN-5901,PWY-8425,4
RXN-5901,PWY-5741,11
RXN-12560,PWY-7948,4
RXN-24778,PWY-8542,20
RXN-24773,PWY-8542,20
RXN-24780,PWY-8542,20
HOMOCITRATE-SYNTHASE-RXN,PWY-7710,1
HOMOCITRATE-SYNTHASE-RXN,PWY-3081,4
HOMOCITRATE-SYNTHASE-RXN,LYSINE-AMINOAD-PWY,5
HOMOCITRATE-SYNTHASE-RXN,P241-PWY,2
GLYCOLALD-DEHYDROG-RXN,DARABCATK12-PWY,4
GLYCOLALD-DEHYDROG-RXN,PWY-5257,30
GLYCOLALD-DEHYDROG-RXN,PWY0-1280,2
GLYCOLALD-DEHYDROG-RXN,GLYCOL-GLYOXDEG-PWY,6
LACTALDDEHYDROG-RXN,PWY-5197,3
LACTALDDEHYDROG-RXN,METHGLYUT-PWY,6
LACTALDDEHYDROG-RXN,PWY-5459,2
LACTALDDEHYDROG-RXN,PWY-6713,5
LACTALDDEHYDROG-RXN,FUC-RHAMCAT-PWY,10
LACTALDDEHYDROG-RXN,PWY0-1317,1
LACTALDDEHYDROG-RXN,PWY-5458,3
RXN-10086,PWY-6185,4
RXN-3641,PWY-5431,9
RXN-3641,PWY-8354,5
RXN-3641,PWY-8347,4
RXN-3641,PWY0-321,9
RXN-3641,PWY-6182,7
RXN-3641,PWY-1361,6
RXN-3641,PWY-6071,11
RXN-3641,PWY-5417,6
RXN-3641,PWY-5183,23
RXN-3641,PWY-2504,31
RXN-3641,PWY-6957,17
RXN-3641,PWY-2361,2
RXN-3641,PWY-5181,8
RXN0-6512,PWY0-321,9
RXN0-6512,PWY-6071,11
NAD-SYNTH-NH3-RXN,PWY-8277,5
NAD-SYNTH-NH3-RXN,PYRIDNUCSAL-PWY,6
NAD-SYNTH-NH3-RXN,PWY0-781,24
NAD-SYNTH-NH3-RXN,PYRIDNUCSYN-PWY,6
NAD-SYNTH-NH3-RXN,PWY-7761,5
NAD-SYNTH-NH3-RXN,PWY-8511,5
NAD-SYNTH-NH3-RXN,PWY-8352,5
6.2.1.19-RXN,PWY-7723,6
RXN-3766,PWY-5717,3
RXN-3766,PWY-2229,2
RXN-3766,PWY-2464,1
RXN-3562,PWY-5717,3
RXN-3562,PWY-2463,1
RXN-3562,PWY-2229,2
UDP-NACMURALGLDAPLIG-RXN,PWY-6385,10
UDP-NACMURALGLDAPLIG-RXN,PEPTIDOGLYCANSYN-PWY,10
UDP-NACMURALGLDAPLIG-RXN,PWY-7953,6
UDP-NACMURALGLDAPLIG-RXN,PWY-6387,8
RXN0-6575,PWY-6703,4
RXN-14995,PWY-7399,5
RXN-14996,PWY-7399,5
THYMIDYLATESYN-RXN,PWY-7200,8
THYMIDYLATESYN-RXN,PWY-7211,18
