module_id,name,definition,orthology,class,pathway,reaction,compound
M00570,"Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine","(K17989,K01754) K01652+(K01653,K11258) K00053 K01687 K00826",threonine dehydratase [EC:4.3.1.19] [RN:R00996];acetolactate synthase [EC:2.2.1.6] [RN:R08648];ketol-acid reductoisomerase [EC:1.1.1.86] [RN:R05069 R05068];dihydroxy-acid dehydratase [EC:4.2.1.9] [RN:R05070];branched-chain amino acid aminotransferase [EC:2.6.1.42] [RN:R02199],Pathway modules; Amino acid metabolism; Branched-chain amino acid metabolism,"Valine, leucine and isoleucine biosynthesis;Biosynthesis of amino acids;Metabolic pathways",NA  R00996 C00188 -> C00109;C00109 -> C06006;C06006 -> C14463;C14463 -> C06007;C06007 -> C00671;C00671 -> C00407,"L-Threonine;2-Oxobutanoate;(S)-2-Aceto-2-hydroxybutanoate;(R)-3-Hydroxy-3-methyl-2-oxopentanoate;(R)-2,3-Dihydroxy-3-methylpentanoate;(S)-3-Methyl-2-oxopentanoic acid;L-Isoleucine"
M00572,"Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP","K02169 (K00647,K09458) K00059 K02372 K00208 (K02170,K09789,K19560,K19561)","NA  K02169 malonyl-CoA O-methyltransferase [EC:2.1.1.197] [RN:R09543];3-oxoacyl-[acyl-carrier-protein] synthase [EC:2.3.1.41 2.3.1.179] [RN:R10115 R10119];3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100] [RN:R10116 R10120];3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59] [RN:R10117 R10121];enoyl-[acyl-carrier protein] reductase [EC:1.3.1.10] [RN:R10118 R10122];NA  K02170,K09789,K19560,K19561 pimelyl-[acyl-carrier protein] methyl ester esterase [EC:3.1.1.85] [RN:R09725]",Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism,Biotin metabolism;Biosynthesis of cofactors;Metabolic pathways,C01209 -> C19673;C19673 -> C20372;C20372 -> C20373;C20373 -> C20374;C20374 -> C20375;C20375 -> C20376;C20376 -> C20377;C20377 -> C20378;C20378 -> C19846;C19846 -> C19845,Malonyl-[acp];Malonyl-[acp] methyl ester;3-Ketoglutaryl-[acp] methyl ester;3-Hydroxyglutaryl-[acp] methyl ester;Enoylglutaryl-[acp] methyl ester;Glutaryl-[acp] methyl ester;3-Ketopimeloyl-[acp] methyl ester;3-Hydroxypimeloyl-[acp] methyl ester;Enoylpimeloyl-[acp] methyl ester;Pimelyl-[acp] methyl ester;Pimelyl-[acp]
M00573,"Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin",K16593 K00652 K19563 K01935 K01012,bioI; pimeloyl-[acyl-carrier protein] synthase [EC:1.14.14.46] [RN:R10123];bioF; 8-amino-7-oxononanoate synthase [EC:2.3.1.47] [RN:R10124];bioA; lysine---8-amino-7-oxononanoate aminotransferase [EC:2.6.1.105] [RN:R10699];bioD; dethiobiotin synthetase [EC:6.3.3.3] [RN:R03182];bioB; biotin synthetase [EC:2.8.1.6] [RN:R01078],Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism,Biotin metabolism;Biosynthesis of cofactors;Metabolic pathways,C20683 -> C19845;C19845 -> C01092;C01092 -> C01037;C01037 -> C01909;C01909 -> C00120,"Long-chain acyl-[acyl-carrier protein];Pimeloyl-[acyl-carrier protein];8-Amino-7-oxononanoate;7,8-Diaminononanoate;Dethiobiotin;Biotin"
M00574,"Pertussis pathogenicity signature, pertussis toxin",K11023 -K11024 K11025 K11026 K11027,ptxA; pertussis toxin subunit 1 [EC:2.4.2.-];ptxB; pertussis toxin subunit 2;ptxC; pertussis toxin subunit 3;ptxD; pertussis toxin subunit 4;ptxE; pertussis toxin subunit 5,Signature modules; Gene set; Pathogenicity,Pertussis,NA,NA
M00575,"Pertussis pathogenicity signature, T1SS",K22944 K11004 K07389 K11003 K12340,"cyaA; bifunctional hemolysin/adenylate cyclase [EC:4.6.1.1];hlyB; ATP-binding cassette, subfamily B, bacterial HlyB/CyaB;cyaC; cytolysin-activating lysine-acyltransferase [EC:2.3.1.-];hlyD; hemolysin D;tolC; outer membrane channel protein",Signature modules; Gene set; Pathogenicity,Pertussis,NA,NA
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins","(K10928+K10929) (K16883,K16884)",ctxA; cholera enterotoxin subunit A [EC:2.4.2.36];ctxB; cholera enterotoxin subunit B;sta; heat-stable enterotoxin STa/STI;stb; heat-stable enterotoxin STb/STII,Signature modules; Gene set; Pathogenicity,NA,NA,NA
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin","K01906 K00652 (K00833,K19563) K01935 K01012",bioW; 6-carboxyhexanoate--CoA ligase [EC:6.2.1.14] [RN:R03209];bioF; 8-amino-7-oxononanoate synthase [EC:2.3.1.47] [RN:R03210];bioA; adenosylmethionine---8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62] [RN:R03231];bioA; lysine---8-amino-7-oxononanoate aminotransferase [EC:2.6.1.105] [RN:R10699];bioD; dethiobiotin synthetase [EC:6.3.3.3] [RN:R03182];bioB; biotin synthetase [EC:2.8.1.6] [RN:R01078],Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism,Biotin metabolism;Biosynthesis of cofactors;Metabolic pathways,C02656 -> C01063;C01063 -> C01092;C01092 -> C01037;C01092 -> C01037;C01037 -> C01909;C01909 -> C00120,"Pimelate;Pimeloyl-CoA;8-Amino-7-oxononanoate;7,8-Diaminononanoate;Dethiobiotin;Biotin"
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate","(K00625,K13788,K15024) K00925",phosphate acetyltransferase [EC:2.3.1.8] [RN:R00230];acetate kinase [EC:2.7.2.1] [RN:R00315],Pathway modules; Energy metabolism; Carbon fixation,Taurine and hypotaurine metabolism;Pyruvate metabolism;Other carbon fixation pathways;Carbon metabolism;Metabolic pathways;Microbial metabolism in diverse environments,C00024 -> C00227;C00227 -> C00033,Acetyl-CoA;Acetyl phosphate;Acetate
M00580,"Pentose phosphate pathway, archaea, fructose 6P => ribose 5P","(K08094 (K08093,K13812),K13831) K01807",6-phospho-3-hexuloisomerase [EC:5.3.1.27] [RN:R05339];3-hexulose-6-phosphate synthase [EC:4.1.2.43] [RN:R05338];ribose 5-phosphate isomerase A [EC:5.3.1.6] [RN:R01056],Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism,Pentose phosphate pathway;Carbon metabolism;Biosynthesis of amino acids;Metabolic pathways;Microbial metabolism in diverse environments,C00085 -> C06019;C06019 -> C00199;C00199 -> C00117,D-Fructose 6-phosphate;D-arabino-Hex-3-ulose 6-phosphate;D-Ribulose 5-phosphate;D-Ribose 5-phosphate
M00595,"Thiosulfate oxidation by SOX complex, thiosulfate => sulfate",K17222+K17223+K17224-K17225-K22622+K17226+K17227,soxA; sulfur-oxidizing protein SoxA;soxX; sulfur-oxidizing protein SoxX;soxB; sulfur-oxidizing protein SoxB;soxC; S-disulfanyl-L-cysteine oxidoreductase SoxC [EC:1.8.2.6];soxD; S-disulfanyl-L-cysteine oxidoreductase SoxD [EC:1.8.2.6];soxY; sulfur-oxidizing protein SoxY;soxZ; sulfur-oxidizing protein SoxZ,Pathway modules; Energy metabolism; Sulfur metabolism,Sulfur metabolism;Metabolic pathways;Microbial metabolism in diverse environments,C00320 -> C00059,Thiosulfate;Sulfate
M00596,"Dissimilatory sulfate reduction, sulfate => H2S",K00958 (K00394+K00395) (K11180+K11181-K27196) (K27187+K27188+K27189+K27190+K27191),sulfate adenylyltransferase [EC:2.7.7.4] [RN:R00529];adenylylsulfate reductase [EC:1.8.99.2] [RN:R08553];dissimilatory sulfite reductase [EC:1.8.1.22] [RN:R00861];[DsrC]-trisulfide reductase [EC:1.8.5.10] [RN:R13227],Pathway modules; Energy metabolism; Sulfur metabolism,Sulfur metabolism;Metabolic pathways;Microbial metabolism in diverse environments,C00059 -> C00224;C00224 -> C00094;C00094 -> C22834;C22834 -> C00283,Sulfate;Adenylyl sulfate;Sulfite;Protein-trisulfide;Hydrogen sulfide
M00597,Anoxygenic photosystem II,K08928+K08929,pufL; photosynthetic reaction center L subunit;pufM; photosynthetic reaction center M subunit,Pathway modules; Energy metabolism; Photosynthesis,NA,NA,NA
M00598,Anoxygenic photosystem I,K08940+K08941+K08942+K08943,pscA; photosystem P840 reaction center large subunit;pscB; photosystem P840 reaction center iron-sulfur protein;pscC; photosystem P840 reaction center cytochrome c551;pscD; photosystem P840 reaction center protein PscD,Pathway modules; Energy metabolism; Photosynthesis,NA,NA,NA
M00608,"2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate",K10977 K16792+K16793 K10978,methanogen homocitrate synthase [EC:2.3.3.14 2.3.3.-] [RN:R00271 R08331 R08332];methanogen homoaconitase large subunit [EC:4.2.1.114] [RN:R03444 R04371 R09720 R10392 R10393 R10391 R10395 R10396 R10394];methanogen homoisocitrate dehydrogenase [EC:1.1.1.87 1.1.1.-] [RN:R01934 R08214 R08215],Pathway modules; Energy metabolism; Methane metabolism,Lysine biosynthesis;Methane metabolism;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Biosynthesis of cofactors;Metabolic pathways;Microbial metabolism in diverse environments,C00026 + C00024 -> C01251;C01251 -> C04002;C04002 -> C05662;C01251 -> C05662;C05662 -> C00322;C00322 + C00024 -> C16583;C16583 -> C20581;C20581 -> C16597;C16583 -> C16597;C16597 -> C16588;C16588 + C00024 -> C16598;C16598 -> C20582;C20582 -> C16600;C16598 -> C16600;C16600 -> C16589,"2-Oxoglutarate;Acetyl-CoA;(R)-2-Hydroxybutane-1,2,4-tricarboxylate;(Z)-But-1-ene-1,2,4-tricarboxylate;Homoisocitrate;2-Oxoadipate;(R)-(Homo)2-citrate;cis-(Homo)2-aconitate;(-)-threo-Iso(homo)2-citrate;2-Oxopimelate;(R)-(Homo)3-citrate;cis-(Homo)3-aconitate;(-)-threo-Iso(homo)3-citrate;2-Oxosuberate"
M00609,"Cysteine biosynthesis, methionine => cysteine",K00789 K17462 K01243 K07173 K17216 K17217,S-adenosylmethionine synthetase [EC:2.5.1.6] [RN:R00177];putative AdoMet-dependent methyltransferase [EC:2.1.1.-] [RN:R10404];S-adenosylhomocysteine/5'-methylthioadenosine nucleosidase [EC:3.2.2.9] [RN:R00194];S-ribosylhomocysteine lyase [EC:4.4.1.21] [RN:R01291];cystathionine beta-synthase (O-acetyl-L-serine) [EC:2.5.1.134] [RN:R10305];cystathionine gamma-lyase [EC:4.4.1.1] [RN:R01001],Pathway modules; Amino acid metabolism; Cysteine and methionine metabolism,Cysteine and methionine metabolism;Biosynthesis of amino acids;Metabolic pathways,C00073 -> C00019;C00019 -> C00021;C00021 -> C03539;C03539 -> C00155;C00155 -> C02291;C02291 -> C00097,L-Methionine;S-Adenosyl-L-methionine;S-Adenosyl-L-homocysteine;S-Ribosyl-L-homocysteine;L-Homocysteine;L-Cystathionine;L-Cysteine
M00611,Oxygenic photosynthesis in plants and cyanobacteria,"(M00161,M00163) M00165","Photosystem II);psbA; photosystem II reaction center D1 protein;psbD; photosystem II reaction center D2 protein;psbC; photosystem II CP43 chlorophyll apoprotein;psbB; photosystem II CP47 chlorophyll apoprotein;psbE; photosystem II cytochrome b559 subunit alpha;psbF; photosystem II cytochrome b559 subunit beta;Photosystem I);psaA; photosystem I P700 chlorophyll a apoprotein A1;psaB; photosystem I P700 chlorophyll a apoprotein A2;psaC; photosystem I subunit VII;psaD; photosystem I subunit II;psaE; photosystem I subunit IV;psaF; photosystem I subunit III;Reductive pentose phosphate cycle (Calvin cycle));phosphoribulokinase (PRK);ribulose-bisphosphate carboxylase (RuBisCO);phosphoglycerate kinase;glyceraldehyde-3-phosphate dehydrogenase;fructose-bisphosphate aldolase;fructose-1,6-bisphosphatase;transketolase;sedoheptulose-bisphosphatase;ribose 5-phosphate isomerase",Signature modules; Module set; Metabolic capacity,NA,NA,NA
M00612,Anoxygenic photosynthesis in purple bacteria,M00597 M00165,"Anoxygenic photosystem II);pufL; photosynthetic reaction center L subunit;pufM; photosynthetic reaction center M subunit;Reductive pentose phosphate cycle (Calvin cycle));phosphoribulokinase (PRK);ribulose-bisphosphate carboxylase (RuBisCO);phosphoglycerate kinase;glyceraldehyde-3-phosphate dehydrogenase;fructose-bisphosphate aldolase;fructose-1,6-bisphosphatase;transketolase;sedoheptulose-bisphosphatase;ribose 5-phosphate isomerase",Signature modules; Module set; Metabolic capacity,NA,NA,NA
M00613,Anoxygenic photosynthesis in green nonsulfur bacteria,M00597 M00376,Anoxygenic photosystem II);pufL; photosynthetic reaction center L subunit;pufM; photosynthetic reaction center M subunit;3-Hydroxypropionate bi-cycle);acetyl-CoA carboxylase carboxyl transferase;acetyl-CoA carboxylase biotin carboxyl carrier protein;malonyl-CoA reductase / 3-hydroxypropionate dehydrogenase (NADP+);succinyl-CoA reductase (NADPH);3-hydroxypropionate dehydrogenase (NADP+);acrylyl-CoA reductase (NADPH) / 3-hydroxypropionyl-CoA dehydratase / 3-hydroxypropionyl-CoA synthetase;3-hydroxypropionyl-coenzyme A synthetase;3-hydroxypropionyl-coenzyme A dehydratase;acryloyl-coenzyme A reductase;propionyl-CoA carboxylase;propionyl-CoA carboxylase;methylmalonyl-CoA epimerase;methylmalonyl-CoA mutase;succinyl-CoA:(S)- malate CoA transferase;succinate dehydrogenase;fumarate hydratase;malyl-CoA lyase;mesaconyl-CoA hydratase;mesaconyl-CoA C1-C4 CoA transferase;mesaconyl-C4 CoA hydratase,Signature modules; Module set; Metabolic capacity,NA,NA,NA
M00614,Anoxygenic photosynthesis in green sulfur bacteria,M00598 M00173,"Anoxygenic photosystem I);pscA; photosystem P840 reaction center large subunit;pscB; photosystem P840 reaction center iron-sulfur protein;pscC; photosystem P840 reaction center cytochrome c551;pscD; photosystem P840 reaction center protein PscD;Reductive citrate cycle (Arnon-Buchanan cycle));pyruvate:ferredoxin oxidoreductase;putative pyruvate-flavodoxin oxidoreductase;pyruvate,water dikinase;pyruvate,orthophosphate dikinase;phosphoenolpyruvate carboxylase;pyruvate carboxylase subunit A;malate dehydrogenase;fumarate hydratase;succinate dehydrogenase complex;succinyl-CoA synthetase;2-oxoglutarate:ferredoxin oxidoreductase;isocitrate dehydrogenase;aconitate hydratase;ATP-citrate lyase;citryl-CoA synthetase;citryl-CoA lyase",Signature modules; Module set; Metabolic capacity,NA,NA,NA
M00615,Nitrate assimilation,"(K02575,K15576+K15577+K15578-K15579) M00531","NRT; MFS transporter, NNP family, nitrate/nitrite transporter;nrtA; nitrate/nitrite transport system substrate-binding protein;nrtB; nitrate/nitrite transport system permease protein;nrtCD; nitrate/nitrite transport system ATP-binding protein;Assimilatory nitrate reduction, nitrate => ammonia);narB; assimilatory nitrate reductase;NR; nitrate reductase (NAD(P)H);nasAB; assimilatory nitrate reductase;nirA; assimilatory nitrite reductase",Signature modules; Module set; Metabolic capacity,NA,NA,NA
M00616,Sulfate-sulfur assimilation,"(K02048,K23163)+K02046+K02047+K02045 M00176","cysP; sulfate transport system substrate-binding protein;cysU; sulfate transport system permease protein;cysW; sulfate transport system permease protein;cysA; sulfate transport system ATP-binding protein;Assimilatory sulfate reduction, sulfate => H2S);sulfate adenylyltransferase;adenylylsulfate kinase;phosphoadenosine phosphosulfate reductase;sulfite reductase (NADPH);sulfite reductase (ferredoxin)",Signature modules; Module set; Metabolic capacity,NA,NA,NA
M00617,Methanogen,"M00567,M00357,M00356,M00563","NA  K00200+K00201+K00202+K00203+K11261 formylmethanofuran dehydrogenase;4Fe-4S ferredoxin;formylmethanofuran--tetrahydromethanopterin N-formyltransferase;methenyltetrahydromethanopterin cyclohydrolase;methylenetetrahydromethanopterin dehydrogenase;5,10-methenyltetrahydromethanopterin hydrogenase;coenzyme F420-dependent N5,N10-methenyltetrahydromethanopterin reductase;tetrahydromethanopterin S-methyltransferase;methyl-coenzyme M reductase;heterodisulfide reductase;acetate kinase;phosphate acetyltransferase;acetyl-CoA synthetase;acetyl-CoA decarbonylase/synthase complex;[methyl-Co(III) methanol-specific corrinoid protein]:coenzyme M methyltransferase;methanol---5-hydroxybenzimidazolylcobamide Co-methyltransferase;methanol corrinoid protein;mtbA; [methyl-Co(III) methylamine-specific corrinoid protein]:coenzyme M methyltransferase;mtmB; methylamine---corrinoid protein Co-methyltransferase;mtmC; monomethylamine corrinoid protein;mtbB; dimethylamine---corrinoid protein Co-methyltransferase;mtbC; dimethylamine corrinoid protein;mttB; trimethylamine---corrinoid protein Co-methyltransferase;mttC; trimethylamine corrinoid protein;methyl-coenzyme M reductase;heterodisulfide reductase",Signature modules; Module set; Metabolic capacity,NA,NA,NA
M00618,Acetogen,M00377 M00579,"Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway));carbon-monoxide dehydrogenase;formate dehydrogenase;formate--tetrahydrofolate ligase;methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase;methylenetetrahydrofolate reductase (NADPH);5-methyltetrahydrofolate corrinoid/iron sulfur protein methyltransferase;acetyl-CoA synthase;acetyl-CoA decarbonylase/synthase complex;Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate);phosphate acetyltransferase;acetate kinase",Signature modules; Module set; Metabolic capacity,NA,NA,NA
M00620,"Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate",(K00169+K00170+K00171+K00172) (K01959+K01960) K00024 (K01677+K01678) (K18209+K18210) (K01902+K01903) (K00174+K00175+K00176+K00177),pyruvate ferredoxin oxidoreductase [EC:1.2.7.1] [RN:R01196];pyruvate carboxylase [EC:6.4.1.1] [RN:R00344];malate dehydrogenase [EC:1.1.1.37] [RN:R00342];fumarate hydratase [EC:4.2.1.2] [RN:R01082];fumarate reductase (CoM/CoB) [EC:1.3.4.1] [RN:R10660];succinyl-CoA synthetase [EC:6.2.1.5] [RN:R00405];2-oxoglutarate ferredoxin oxidoreductase [EC:1.2.7.3] [RN:R01197],Pathway modules; Energy metabolism; Carbon fixation,Other carbon fixation pathways;Carbon metabolism;Metabolic pathways;Microbial metabolism in diverse environments,C00024 -> C00022;C00022 -> C00036;C00036 -> C00149;C00149 -> C00122;C00122 -> C00042;C00042 -> C00091;C00091 -> C00026,Acetyl-CoA;Pyruvate;Oxaloacetate;(S)-Malate;Fumarate;Succinate;Succinyl-CoA;2-Oxoglutarate
M00621,Glycine cleavage system,"(K00281,K00282+K00283) K00605 K00382",glycine dehydrogenase (P protein) [EC:1.4.4.2] [RN:R03425 R01221];aminomethyltransferase (T protein) [EC:2.1.2.10] [RN:R04125 R01221];dihydrolipoyl dehydrogenase (L protein) [EC:1.8.1.4] [RN:R03815 R01221],Pathway modules; Amino acid metabolism; Serine and threonine metabolism,"Glycine, serine and threonine metabolism;Glyoxylate and dicarboxylate metabolism;Lipoic acid metabolism;Carbon metabolism;Metabolic pathways",C00037 + C02051 -> C01242 + C00011;C01242 + C00101 -> C02972 + C00143 + C00014;C02972 -> C02051;C00037 -> C00014,"Glycine;[H-protein]-lipoyllysine;[H-protein]-S-aminomethyldihydrolipoyllysine;CO2;Tetrahydrofolate;[H-protein]-dihydrolipoyllysine;5,10-Methylenetetrahydrofolate;Ammonia"
M00622,"Nicotinate degradation, nicotinate => fumarate",K18029+K18030 K14974 K18028 K15357 K13995 K01799,"nicotinate dehydrogenase  [EC:1.17.2.1] [RN:R09473];6-hydroxynicotinate 3-monooxygenase [EC:1.14.13.114] [RN:R08764];2,5-dihydroxypyridine 5,6-dioxygenase [EC:1.13.11.9] [RN:R09125];N-formylmaleamate deformylase [EC:3.5.1.106] [RN:R09126];maleamate amidohydrolase [EC:3.5.1.107] [RN:R03540];maleate isomerase [EC:5.2.1.1] [RN:R01087]",Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism,Nicotinate and nicotinamide metabolism;Metabolic pathways;Microbial metabolism in diverse environments,C00253 -> C01020;C01020 -> C01059;C01059 -> C18232;C18232 -> C01596;C01596 -> C01384;C01384 -> C00122,"Nicotinate;6-Hydroxynicotinate;2,5-Dihydroxypyridine;N-Formylmaleamic acid;Maleamate;Maleic acid;Fumarate"
M00623,"Phthalate degradation, phthalate => protocatechuate",K18068+K18069 K18067 K04102,"phthalate 4,5-dioxygenase [EC:1.14.12.7] [RN:R03630];phthalate 4,5-cis-dihydrodiol dehydrogenase [EC:1.3.1.64] [RN:R05275];4,5-dihydroxyphthalate decarboxylase [EC:4.1.1.55] [RN:R01635]",Pathway modules; Xenobiotics biodegradation; Aromatics degradation,Polycyclic aromatic hydrocarbon degradation;Degradation of aromatic compounds;Metabolic pathways;Microbial metabolism in diverse environments,C01606 -> C04783;C04783 -> C03233;C03233 -> C00230,"Phthalate;cis-4,5-Dihydroxycyclohexa-1(6),2-diene-1,2-dicarboxylate;4,5-Dihydroxyphthalate;3,4-Dihydroxybenzoate"
M00624,"Terephthalate degradation, terephthalate => 3,4-dihydroxybenzoate",K18074+K18075+K18077 K18076,"terephthalate 1,2-dioxygenase [EC:1.14.12.15] [RN:R05148];1,2-dihydroxy-3,5-cyclohexadiene-1,4-dicarboxylate dehydrogenase [EC:1.3.1.53] [RN:R01633]",Pathway modules; Xenobiotics biodegradation; Aromatics degradation,Polycyclic aromatic hydrocarbon degradation;Degradation of aromatic compounds;Metabolic pathways;Microbial metabolism in diverse environments,C06337 -> C06318;C06318 -> C00230,"Terephthalate;(3S,4R)-3,4-Dihydroxycyclohexa-1,5-diene-1,4-dicarboxylate;3,4-Dihydroxybenzoate"
M00625,Methicillin resistance,K02547 K02546 K02545,mecR1; methicillin resistance protein;mecI; methicillin resistance regulatory protein;mecA; penicillin-binding protein 2 prime,Signature modules; Gene set; Drug resistance,beta-Lactam resistance,NA,NA
M00627,"beta-Lactam resistance, Bla system","K02172 K02171 (K18766,K17836)","blaR1; bla regulator protein blaR1;blaI; BlaI family transcriptional regulator, penicillinase repressor;blaZ; beta-lactamase class A BlaZ [EC:3.5.2.6];penP; beta-lactamase class A [EC:3.5.2.6]",Signature modules; Gene set; Drug resistance,beta-Lactam resistance,NA,NA
M00630,"D-Galacturonate degradation (fungi), D-galacturonate => glycerol","(K18106,K19634) K18102 K18103 K18107",D-galacturonate reductase [EC:1.1.1.-] [RN:R07676 R10565];D-galacturonate reductase [EC:1.1.1.365] [RN:R07676];L-galactonate dehydratase [EC:4.2.1.146] [RN:R10532];L-threo-3-deoxy-hexylosonate aldolase [EC:4.1.2.54] [RN:R10550];L-glyceraldehyde reductase [EC:1.1.1.372] [RN:R10563],Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism,Pentose and glucuronate interconversions;Metabolic pathways,C00333 -> C15930;C15930 -> C20680;C20680 -> C02426;C02426 -> C00116,D-Galacturonate;L-Galactonate;2-Dehydro-3-deoxy-L-galactonate;L-Glyceraldehyde;Glycerol
M00631,"D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P","K01812 K00041 (K01685,K16849+K16850) K00874 (K01625,K17463)",glucuronate isomerase [EC:5.3.1.12] [RN:R01983];tagaturonate reductase [EC:1.1.1.58] [RN:R02555];altronate hydrolase [EC:4.2.1.7] [RN:R01540];2-dehydro-3-deoxygluconokinase [EC:2.7.1.45] [RN:R01541];2-dehydro-3-deoxy-phosphogluconate aldolase [EC:4.1.2.14] [RN:R05605],Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism,Pentose and glucuronate interconversions;Pentose phosphate pathway;Metabolic pathways,C00333 -> C00558;C00558 -> C00817;C00817 -> C00204;C00204 -> C04442;C04442 -> C00022 + C00118,D-Galacturonate;D-Tagaturonate;D-Altronate;2-Dehydro-3-deoxy-D-gluconate;2-Dehydro-3-deoxy-6-phospho-D-gluconate;Pyruvate;D-Glyceraldehyde 3-phosphate
M00632,"Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P",K01785 K00849 K00965 K01784,aldose 1-epimerase [EC:5.1.3.3] [RN:R10619];galactokinase [EC:2.7.1.6] [RN:R01092];UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12] [RN:R00955];UDP-glucose 4-epimerase [EC:5.1.3.2] [RN:R00291],Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism,Galactose metabolism;Metabolic pathways,C00124 -> C00984;C00984 -> C00446;C00446 + C00029 -> C00052 + C00103;NA  R00291 C00052 -> C00029,D-Galactose;alpha-D-Galactose;alpha-D-Galactose 1-phosphate;UDP-glucose;UDP-alpha-D-galactose;D-Glucose 1-phosphate
M00633,"Semi-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate-3P",K05308 K18126 K11395 K18978,gluconate dehydratase [EC:4.2.1.140] [RN:R01538 R03033];2-dehydro-3-deoxygluconokinase [EC:2.7.1.178] [RN:R01541 R03387];2-dehydro-3-deoxyphosphogluconate aldolase [EC:4.1.2.55] [RN:R05605 R01064];glyceraldehyde-3-phosphate dehydrogenase [NAD(P)+] [EC:1.2.1.90] [RN:R01058 R10860],Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism,Pentose phosphate pathway;Galactose metabolism;Carbon metabolism;Metabolic pathways,C00257 -> C00204;C00204 -> C04442;C04442 -> C00118 + C00022;C00880 -> C01216;C01216 -> C01286;C01286 -> C00118;C00118 -> C00197,D-Gluconic acid;2-Dehydro-3-deoxy-D-gluconate;2-Dehydro-3-deoxy-6-phospho-D-gluconate;D-Glyceraldehyde 3-phosphate;Pyruvate;3-Phospho-D-glycerate;D-Galactonate;2-Dehydro-3-deoxy-D-galactonate;2-Dehydro-3-deoxy-6-phospho-D-galactonate
M00636,"Phthalate degradation, phthalate => protocatechuate",K18251+K18252-K18253-K18254 K18255 K18256,"phtA; phthalate 3,4-dioxygenase [EC:1.14.12.-] [RN:R09227];phtB; phthalate 3,4-cis-dihydrodiol dehydrogenase [EC:1.3.1.-] [RN:R09228];phtC; 3,4-dihydroxyphthalate decarboxylase [EC:4.1.1.69] [RN:R01634]",Pathway modules; Xenobiotics biodegradation; Aromatics degradation,Polycyclic aromatic hydrocarbon degradation;Degradation of aromatic compounds;Metabolic pathways;Microbial metabolism in diverse environments,C01606 -> C18314;C18314 -> C03223;C03223 -> C00230,"Phthalate;Phthalate 3,4-cis-dihydrodiol;3,4-Dihydroxyphthalate;3,4-Dihydroxybenzoate"
M00637,"Anthranilate degradation, anthranilate => catechol","(K05599+K05600+K11311,K16319+K16320+K18248+K18249)","anthranilate 1,2-dioxygenase [EC:1.14.12.1] [RN:R00823 R00825];anthranilate 1,2-dioxygenase [EC:1.14.12.1]",Pathway modules; Xenobiotics biodegradation; Aromatics degradation,Aminobenzoate degradation;Metabolic pathways;Microbial metabolism in diverse environments,C00108 -> C00090,Anthranilate;Catechol
M00638,"Salicylate degradation, salicylate => gentisate",K18242+K18243+K14578+K14581,salicylate 5-hydroxylase [EC:1.14.13.172] [RN:R07709 R07710],Pathway modules; Xenobiotics biodegradation; Aromatics degradation,Naphthalene degradation;Metabolic pathways;Microbial metabolism in diverse environments,C00805 -> C00628,"Salicylate;2,5-Dihydroxybenzoate"
M00639,"Multidrug resistance, efflux pump MexCD-OprJ",K18294 K18295+K18296-K08721,"nfxB; TetR/AcrR family transcriptional regulator, mexCD-oprJ operon repressor;mexC; membrane fusion protein;mexD; multidrug efflux pump;oprJ; multidrug resistance outer membrane protein OprJ",Signature modules; Gene set; Drug resistance,NA,NA,NA
