module_id,name,definition,orthology,class,pathway,reaction,compound
M00024,"Phenylalanine biosynthesis, chorismate => phenylpyruvate => phenylalanine","((K01850,K04092,K14187,K04093,K04516,K06208,K06209) (K01713,K04518,K05359),K14170) (K00832,K00838)",chorismate mutase [EC:5.4.99.5] [RN:R01715];prephenate dehydratase [EC:4.2.1.51] [RN:R01373];aromatic-amino-acid transaminase [EC:2.6.1.57] [RN:R00694],Pathway modules; Amino acid metabolism; Aromatic amino acid metabolism,"Phenylalanine, tyrosine and tryptophan biosynthesis;Biosynthesis of amino acids;Metabolic pathways;Biosynthesis of secondary metabolites",C00251 -> C00254;C00254 -> C00166;C00166 -> C00079,Chorismate;Prephenate;Phenylpyruvate;L-Phenylalanine
M00025,"Tyrosine biosynthesis, chorismate => HPP => tyrosine","(((K01850,K04092,K14170,K04093,K04516,K06208,K06209) (K04517,K00211)),K14187) (K00832,K00838)",chorismate mutase [EC:5.4.99.5] [RN:R01715];prephenate dehydrogenase [EC:1.3.1.12] [RN:R01728];prephenate dehydrogenase (NADP+) [EC:1.3.1.13] [RN:R01730];aromatic-amino-acid transaminase [EC:2.6.1.57] [RN:R00734],Pathway modules; Amino acid metabolism; Aromatic amino acid metabolism,"Phenylalanine, tyrosine and tryptophan biosynthesis;Biosynthesis of amino acids;Metabolic pathways",C00251 -> C00254;C00254 -> C01179;C01179 -> C00082,Chorismate;Prephenate;3-(4-Hydroxyphenyl)pyruvate;L-Tyrosine
M00026,"Histidine biosynthesis, PRPP => histidine","(K00765-K02502) (K01523 K01496,K11755,K14152) (K01814,K24017) (K02501+K02500,K01663) ((K01693 K00817 (K04486,K05602,K18649)),(K01089 K00817)) (K00013,K14152)",ATP phosphoribosyltransferase [EC:2.4.2.17] [RN:R01071];phosphoribosyl-ATP pyrophosphohydrolase [EC:3.6.1.31] [RN:R04035];phosphoribosyl-AMP cyclohydrolase [EC:3.5.4.19] [RN:R04037];phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC:5.3.1.16] [RN:R04640];imidazole glycerol-phosphate synthase [EC:4.3.2.10] [RN:R04558];imidazoleglycerol-phosphate dehydratase [EC:4.2.1.19] [RN:R03457];histidinol-phosphate aminotransferase [EC:2.6.1.9] [RN:R03243];histidinol-phosphatase [EC:3.1.3.15] [RN:R03013];imidazoleglycerol-phosphate dehydratase / histidinol-phosphatase [EC:4.2.1.19 3.1.3.15] [RN:R03457 R03013];histidinol dehydrogenase [EC:1.1.1.23] [RN:R03012 R01163],Pathway modules; Amino acid metabolism; Histidine metabolism,Histidine metabolism;Biosynthesis of amino acids;Metabolic pathways;Biosynthesis of secondary metabolites,C00119 -> C02739;C02739 -> C02741;C02741 -> C04896;C04896 -> C04916;C04916 -> C04666;C04666 -> C01267;C01267 -> C01100;C01100 -> C00860;C00860 -> C01929;C01929 -> C00135,5-Phospho-alpha-D-ribose 1-diphosphate;1-(5-Phospho-D-ribosyl)-ATP;Phosphoribosyl-AMP;5-(5-Phospho-D-ribosylaminoformimino)-1-(5-phosphoribosyl)-imidazole-4-carboxamide;N-(5'-Phospho-D-1'-ribulosylformimino)-5-amino-1-(5''-phospho-D-ribosyl)-4-imidazolecarboxamide;D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate;3-(Imidazol-4-yl)-2-oxopropyl phosphate;L-Histidinol phosphate;L-Histidinol;L-Histidinal;L-Histidine
M00027,GABA (gamma-Aminobutyrate) shunt,"K01580 (K13524,K07250,K00823,K16871) (K00135,K00139,K17761)",glutamate decarboxylase [EC:4.1.1.15] [RN:R00261];4-aminobutyrate aminotransferase [EC:2.6.1.19] [RN:R01648];4-aminobutyrate---pyruvate transaminase [EC:2.6.1.96] [RN:R10178];succinate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.24] [RN:R00713 R00714],Pathway modules; Amino acid metabolism; Other amino acid metabolism,"Alanine, aspartate and glutamate metabolism;Butanoate metabolism;Metabolic pathways",C00025 -> C00334;C00334 -> C00232;C00232 -> C00042,L-Glutamate;4-Aminobutanoate;Succinate semialdehyde;Succinate
M00028,"Ornithine biosynthesis, glutamate => ornithine","(K00618,K00619,K14681,K14682,K00620,K22477,K22478) ((K00930,K22478) K00145,K12659) (K00818,K00821) (K01438,K14677,K00620)",amino-acid N-acetyltransferase [EC:2.3.1.1] [RN:R00259];acetylglutamate kinase [EC:2.7.2.8] [RN:R02649];bifunctional N-acetylglutamate synthase/kinase [EC:2.3.1.1 2.7.2.8] [RN:R00259 R02649];N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38] [RN:R03443];N-acetyl-gamma-glutamyl-phosphate reductase / acetylglutamate kinase [EC:1.2.1.38 2.7.2.8] [RN:R02649 R03443];acetylornithine aminotransferase [EC:2.6.1.11] [RN:R02283];acetylornithine deacetylase [EC:3.5.1.16] [RN:R00669];aminoacylase [EC:3.5.1.14] [RN:R00669];glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 2.3.1.1] [RN:R00259 R02282],Pathway modules; Amino acid metabolism; Arginine and proline metabolism,Arginine biosynthesis;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Metabolic pathways,C00025 -> C00624;C00624 -> C04133;C04133 -> C01250;C01250 -> C00437;C00437 -> C00077,L-Glutamate;N-Acetyl-L-glutamate;N-Acetyl-L-glutamate 5-phosphate;N-Acetyl-L-glutamate 5-semialdehyde;N-Acetylornithine;L-Ornithine
M00029,Urea cycle,"K01948 K00611 K01940 (K01755,K14681) K01476",carbamoyl-phosphate synthase (ammonia) [EC:6.3.4.16] [RN:R00149];ornithine carbamoyltransferase [EC:2.1.3.3] [RN:R01398];argininosuccinate synthase [EC:6.3.4.5] [RN:R01954];argininosuccinate lyase [EC:4.3.2.1] [RN:R01086];arginase [EC:3.5.3.1] [RN:R00551],Pathway modules; Amino acid metabolism; Arginine and proline metabolism,Arginine biosynthesis;Biosynthesis of amino acids;Metabolic pathways,C00014 -> C00169;C00169 + C00077 -> C00327;C00327 + C00049 -> C03406;C03406 -> C00062 + C00122;C00062 -> C00077 + C00086,NH3;Carbamoyl phosphate;L-Ornithine;L-Citrulline;L-Aspartate;N-(L-Arginino)succinate;L-Arginine;Fumarate;Urea
M00030,"Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine","K01655 K17450 K01705 K05824 K00838 K00143 (K00293,K24034) K00290","homocitrate synthase [EC:2.3.3.14] [RN:R00271];homoaconitase [EC:4.2.1.-] [RN:R03444];homoaconitate hydratase [EC:4.2.1.36] [RN:R04371];homoisocitrate dehydrogenase [EC:1.1.1.87] [RN:R01934];2-aminoadipate transaminase [EC:2.6.1.39] [RN:R01939];L-2-aminoadipate reductase [EC:1.2.1.95] [RN:R03098 R04863 R04390];saccharopine dehydrogenase (NADP+, L-glutamate forming) [EC:1.5.1.10] [RN:R02315];saccharopine dehydrogenase, L-lysine forming [EC:1.5.1.7] [RN:R00715]",Pathway modules; Amino acid metabolism; Lysine metabolism,Lysine biosynthesis;Biosynthesis of amino acids;Metabolic pathways,C00026 + C00024 -> C01251;C01251 -> C04002;C04002 -> C05662;C05662 -> C00322;C00322 -> C00956;C00956 -> C05560;C05560 -> C05535;C05535 -> C04076;C04076 -> C00449;C00449 -> C00047,"2-Oxoglutarate;Acetyl-CoA;(R)-2-Hydroxybutane-1,2,4-tricarboxylate;(Z)-But-1-ene-1,2,4-tricarboxylate;Homoisocitrate;2-Oxoadipate;L-2-Aminoadipate;L-2-Aminoadipate adenylate;alpha-Aminoadipoyl-S-acyl enzyme;L-2-Aminoadipate 6-semialdehyde;N6-(L-1,3-Dicarboxypropyl)-L-lysine;L-Lysine"
M00031,"Lysine biosynthesis, mediated by LysW, 2-aminoadipate => lysine",K05826;K05827 K05828 K05829 K05830 K05831,alpha-aminoadipate carrier protein LysW;[lysine-biosynthesis-protein LysW]---L-2-aminoadipate ligase [EC:6.3.2.43] [RN:R09775];LysW-gamma-L-alpha-aminoadipate kinase [EC:2.7.2.17] [RN:R09776];LysW-gamma-L-alpha-aminoadipyl-6-phosphate reductase [EC:1.2.1.103] [RN:R09777];LysW-gamma-L-lysine aminotransferase [EC:2.6.1.118] [RN:R09778];LysW-gamma-L-lysine hydrolase [EC:3.5.1.130] [RN:R09779],Pathway modules; Amino acid metabolism; Lysine metabolism,Lysine biosynthesis;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Metabolic pathways,C00956 -> C19886;C19886 -> C19887;C19887 -> C19888;C19888 -> C19889;C19889 -> C00047,L-2-Aminoadipate;LysW-gamma-L-alpha-aminoadipate;LysW-gamma-L-alpha-aminoadipyl 6-phosphate;LysW-gamma-L-alpha-aminoadipate 6-semialdehyde;LysW-gamma-L-lysine;L-Lysine
M00032,"Lysine degradation, lysine => saccharopine => acetoacetyl-CoA","K14157 K14085 K00825 (K15791+K00658+K00382) K00252 (K07514,(K07515,K07511) K00022)",alpha-aminoadipic semialdehyde synthase [EC:1.5.1.8 1.5.1.9] [RN:R00716 R02313];aminoadipate-semialdehyde dehydrogenase [EC:1.2.1.31] [RN:R03102 R03103];2-aminoadipate transaminase [EC:2.6.1.39] [RN:R01939];2-oxoadipate dehydrogenase E1 component [EC:1.2.4.-] [RN:R13166 R13167 R01940 R01933];2-oxoglutarate dehydrogenase E2 component [EC:2.3.1.61] [RN:R02571 R01933];dihydrolipoyl dehydrogenase [EC:1.8.1.4] [RN:R07618 R01933];glutaryl-CoA dehydrogenase [EC:1.3.8.6] [RN:R02488];enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.35] [RN:R03026 R01975];enoyl-CoA hydratase [EC:4.2.1.17] [RN:R03026];3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35] [RN:R01975],Pathway modules; Amino acid metabolism; Lysine metabolism,Lysine degradation;2-Oxocarboxylic acid metabolism;Metabolic pathways,C00047 -> C00449;C00449 -> C04076;C04076 -> C00956;C00956 -> C00322;C00322 -> C00527;C00322 + C15972 -> C06157;C06157 -> C00527;C15973 -> C15972;C00527 -> C00877;C00877 -> C01144;C01144 -> C00332,"L-Lysine;N6-(L-1,3-Dicarboxypropyl)-L-lysine;L-2-Aminoadipate 6-semialdehyde;L-2-Aminoadipate;2-Oxoadipate;Glutaryl-CoA;Enzyme N6-(lipoyl)lysine;[Dihydrolipoyllysine-residue succinyltransferase] S-glutaryldihydrolipoyllysine;Enzyme N6-(dihydrolipoyl)lysine;Crotonoyl-CoA;(S)-3-Hydroxybutanoyl-CoA;Acetoacetyl-CoA"
M00033,"Ectoine biosynthesis, aspartate => ectoine",K00928 K00133 K00836 K06718 K06720,"aspartate kinase [EC:2.7.2.4] [RN:R00480];aspartate-semialdehyde dehydrogenase [EC:1.2.1.11] [RN:R02291];diaminobutyrate-2-oxoglutarate transaminase [EC:2.6.1.76] [RN:R06977];L-2,4-diaminobutyric acid acetyltransferase [EC:2.3.1.178] [RN:R06978];L-ectoine synthase [EC:4.2.1.108] [RN:R06979]",Pathway modules; Amino acid metabolism; Serine and threonine metabolism,"Glycine, serine and threonine metabolism;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Metabolic pathways;Microbial metabolism in diverse environments",C00049 -> C03082;C03082 -> C00441;C00441 -> C03283;C03283 -> C06442;C06442 -> C06231,"L-Aspartate;4-Phospho-L-aspartate;L-Aspartate 4-semialdehyde;L-2,4-Diaminobutanoate;N-gamma-Acetyldiaminobutyrate;Ectoine"
M00034,Methionine salvage pathway,"K00789 K01611 K00797 ((K01243,K01244) K00899,(K00772,K05810)) K08963 (K16054,K08964 (K09880,K08965 K08966)) K08967 (K00815,K08969,K23977,K00832,K00838)","S-adenosylmethionine synthetase [EC:2.5.1.6] [RN:R00177];S-adenosylmethionine decarboxylase [EC:4.1.1.50] [RN:R00178];spermidine synthase [EC:2.5.1.16] [RN:R01920];S-adenosylhomocysteine nucleosidase [EC:3.2.2.9] [RN:R01401];5'-methylthioadenosine nucleosidase [EC:3.2.2.16] [RN:R01401];5-methylthioribose kinase [EC:2.7.1.100] [RN:R04143];5'-methylthioadenosine phosphorylase [EC:2.4.2.28] [RN:R01402];methylthioribose-1-phosphate isomerase [EC:5.3.1.23] [RN:R04420];methylthioribulose-1-phosphate dehydratase [EC:4.2.1.109] [RN:R07392];enolase-phosphatase E1 [EC:3.1.3.77] [RN:R07395];2,3-diketo-5-methylthiopentyl-1-phosphate enolase [EC:5.3.2.5] [RN:R07393];2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase [EC:3.1.3.87] [RN:R07394];1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase [EC:1.13.11.53] [RN:R07364];tyrosine aminotransferase [EC:2.6.1.5] [RN:R07396];L-glutamine---4-(methylsulfanyl)-2-oxobutanoate aminotransferase [EC:2.6.1.117] [RN:R12507];aromatic-amino-acid transaminase [EC:2.6.1.57] [RN:R07396];aromatic amino acid aminotransferase  [EC:2.6.1.57] [RN:R07396]",Pathway modules; Amino acid metabolism; Cysteine and methionine metabolism,Cysteine and methionine metabolism;Metabolic pathways,C00073 -> C00019;C00019 -> C01137;C01137 -> C00170;C00170 -> C03089;C03089 -> C04188;C00170 -> C04188;C04188 -> C04582;C04582 -> C15650;C15650 -> C15651;C15651 -> C15606;C15650 -> C15606;C15606 -> C01180;C01180 -> C00073,"L-Methionine;S-Adenosyl-L-methionine;S-Adenosylmethioninamine;5'-Methylthioadenosine;5-Methylthio-D-ribose;S-Methyl-5-thio-D-ribose 1-phosphate;S-Methyl-5-thio-D-ribulose 1-phosphate;2,3-Diketo-5-methylthiopentyl-1-phosphate;2-Hydroxy-3-keto-5-methylthiopentenyl-1-phosphate;1,2-Dihydroxy-5-(methylthio)pent-1-en-3-one;4-Methylthio-2-oxobutanoic acid"
M00035,Methionine degradation,"K00789 (K00552,K00558,K17398,K17399) K01251 (K01697,K10150)",S-adenosylmethionine synthetase [EC:2.5.1.6] [RN:R00177];glycine N-methyltransferase [EC:2.1.1.20] [RN:R00367];DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858];adenosylhomocysteinase [EC:3.13.2.1] [RN:R00192];cystathionine beta-synthase [EC:4.2.1.22] [RN:R01290],Pathway modules; Amino acid metabolism; Cysteine and methionine metabolism,Cysteine and methionine metabolism;Metabolic pathways,C00073 -> C00019;C00019 -> C00021;C00021 -> C00155;C00065 + C00155 -> C02291,L-Methionine;S-Adenosyl-L-methionine;S-Adenosyl-L-homocysteine;L-Homocysteine;L-Serine;L-Cystathionine
M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA","K00826 ((K00166+K00167,K11381)+K09699+K00382) (K00253,K00249) (K01968+K01969) (K05607,K13766) K01640",branched-chain amino acid aminotransferase [EC:2.6.1.42] [RN:R01090];2-oxoisovalerate dehydrogenase [EC:1.2.4.4] [RN:R07601 R07602];2-oxoisovalerate dehydrogenase [EC:2.3.1.168] [RN:R04097];dihydrolipoamide dehydrogenase [EC:1.8.1.4] [RN:R07618];isovaleryl-CoA dehydrogenase [EC:1.3.99.10] [RN:R04095];acyl-CoA dehydrogenase [EC:1.3.8.7] [RN:R04095];3-methylcrotonyl-CoA carboxylase [EC:6.4.1.4] [RN:R04138];methylglutaconyl-CoA hydratase [EC:4.2.1.18] [RN:R02085];hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4] [RN:R01360],Pathway modules; Amino acid metabolism; Branched-chain amino acid metabolism,"Valine, leucine and isoleucine degradation;Metabolic pathways",C00123 -> C00233;C00233 + C15972 -> C15975;C15975 -> C02939 + C15973;C15973 -> C15972;C02939 -> C03069;C03069 -> C03231;C03231 -> C00356;C00356 -> C00164,L-Leucine;4-Methyl-2-oxopentanoate;Enzyme N6-(lipoyl)lysine;[Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase] S-(3-methylbutanoyl)dihydrolipoyllysine;3-Methylbutanoyl-CoA;Enzyme N6-(dihydrolipoyl)lysine;3-Methylcrotonyl-CoA;3-Methylglutaconyl-CoA;(S)-3-Hydroxy-3-methylglutaryl-CoA;Acetoacetate
M00037,"Melatonin biosynthesis, animals, tryptophan => serotonin => melatonin",K00502 K01593 K00669 K00543,tryptophan 5-monooxygenase [EC:1.14.16.4] [RN:R01814];aromatic-L-amino-acid decarboxylase [EC:4.1.1.28] [RN:R02701];arylalkylamine N-acetyltransferase [EC:2.3.1.87] [RN:R02911];acetylserotonin N-methyltransferase [EC:2.1.1.4] [RN:R03130],Pathway modules; Amino acid metabolism; Aromatic amino acid metabolism,Tryptophan metabolism;Metabolic pathways,C00078 -> C00643;C00643 -> C00780;C00780 -> C00978;C00978 -> C01598,L-Tryptophan;5-Hydroxy-L-tryptophan;Serotonin;N-Acetylserotonin;Melatonin
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate","(K00453,K00463) (K01432,K14263,K07130) K00486 K01556 K00452 K03392 (K10217,K23234)","tryptophan 2,3-dioxygenase [EC:1.13.11.11] [RN:R00678];indoleamine 2,3-dioxygenase [EC:1.13.11.52] [RN:R00678];arylformamidase [EC:3.5.1.9] [RN:R01959];kynurenine 3-monooxygenase [EC:1.14.13.9] [RN:R01960];kynureninase [EC:3.7.1.3] [RN:R02668];3-hydroxyanthranilate 3,4-dioxygenase [EC:1.13.11.6] [RN:R02665];aminocarboxymuconate-semialdehyde decarboxylase [EC:4.1.1.45] [RN:R04323];aminomuconate-semialdehyde dehydrogenase [EC:1.2.1.32] [RN:R03889]",Pathway modules; Amino acid metabolism; Aromatic amino acid metabolism,Tryptophan metabolism;Metabolic pathways,C00078 -> C02700;C02700 -> C00328;C00328 -> C03227;C03227 -> C00632;C00632 -> C04409;C04409 -> C03824;C03824 -> C02220,L-Tryptophan;L-Formylkynurenine;L-Kynurenine;3-Hydroxy-L-kynurenine;3-Hydroxyanthranilate;2-Amino-3-carboxymuconate semialdehyde;2-Aminomuconate semialdehyde;2-Aminomuconate
M00039,"Monolignol biosynthesis, phenylalanine/tyrosine => monolignol","(K10775,K13064) K00487 K01904 K13065 K09754 K00588 K09753 K09755 K13066 (K00083,K22395)",phenylalanine ammonia-lyase [EC:4.3.1.24] [RN:R00679];phenylalanine/tyrosine ammonia-lyase [EC:4.3.1.25] [RN:R00697 R00737];trans-cinnamate 4-monooxygenase [EC:1.14.14.91] [RN:R02253];4-coumarate--CoA ligase [EC:6.2.1.12] [RN:R01616 R01943];shikimate O-hydroxycinnamoyltransferase [EC:2.3.1.133] [RN:R02416 R07433];5-O-(4-coumaroyl)-D-quinate 3'-monooxygenase [EC:1.14.14.96] [RN:R06582];caffeoyl-CoA O-methyltransferase [EC:2.1.1.104] [RN:R01942];cinnamoyl-CoA reductase [EC:1.2.1.44] [RN:R01615 R02193];ferulate-5-hydroxylase [EC:1.14.-.-] [RN:R06572];caffeic acid 3-O-methyltransferase [EC:2.1.1.68] [RN:R06576];cinnamyl-alcohol dehydrogenase [EC:1.1.1.195] [RN:R07437 R02593 R03918],Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of phytochemical compounds,Phenylpropanoid biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites,C00079 -> C00423;C00423 -> C00811;C00082 -> C00811;C00811 -> C00223;C00223 -> C05608;C05608 -> C02646;C00223 -> C02947;C02947 -> C10434;C10434 -> C00323;C00323 -> C00406;C00406 -> C02666;C02666 -> C00590;C02666 -> C12204;C12204 -> C05610;C05610 -> C02325,L-Phenylalanine;trans-Cinnamate;4-Coumarate;L-Tyrosine;p-Coumaroyl-CoA;4-Hydroxycinnamyl aldehyde;4-Coumaryl alcohol;4-Coumaroylshikimate;5-O-Caffeoylshikimic acid;Caffeoyl-CoA;Feruloyl-CoA;Coniferyl aldehyde;Coniferyl alcohol;5-Hydroxyconiferaldehyde;Sinapoyl aldehyde;Sinapyl alcohol
M00040,"Tyrosine biosynthesis, chorismate => arogenate => tyrosine","(K01850,K04092,K14170) (K00832,K15849) (K00220,K24018,K15227)",chorismate mutase [EC:5.4.99.5] [RN:R01715];aromatic-amino-acid transaminase [EC:2.6.1.57] [RN:R01731];aspartate-prephenate aminotransferase [EC:2.6.1.78] [RN:R01731];cyclohexadienyl dehydrogenase [EC:1.3.1.43] [RN:R00732];arogenate dehydrogenase (NADP+) [EC:1.3.1.78] [RN:R00733],Pathway modules; Amino acid metabolism; Aromatic amino acid metabolism,"Phenylalanine, tyrosine and tryptophan biosynthesis;Biosynthesis of amino acids;Metabolic pathways;Biosynthesis of secondary metabolites",C00251 -> C00254;C00254 -> C00826;C00826 -> C00082,Chorismate;Prephenate;L-Arogenate;L-Tyrosine
M00042,"Catecholamine biosynthesis, tyrosine => dopamine => noradrenaline => adrenaline","(K00505,K00501) K01593 K00503 K00553",tyrosinase [EC:1.14.18.1] [RN:R00731];tyrosine 3-monooxygenase [EC:1.14.16.2] [RN:R01815];aromatic-L-amino-acid decarboxylase [EC:4.1.1.28] [RN:R02080];dopamine beta-monooxygenase [EC:1.14.17.1] [RN:R02535];phenylethanolamine N-methyltransferase [EC:2.1.1.28] [RN:R02533],Pathway modules; Amino acid metabolism; Aromatic amino acid metabolism,Tyrosine metabolism;Metabolic pathways,C00082 -> C00355;C00355 -> C03758;C03758 -> C00547;C00547 -> C00788,"L-Tyrosine;3,4-Dihydroxy-L-phenylalanine;4-(2-Aminoethyl)-1,2-benzenediol;L-Noradrenaline;L-Adrenaline"
M00043,"Thyroid hormone biosynthesis, tyrosine => triiodothyronine/thyroxine",K00431,thyroid peroxidase [EC:1.11.1.8] [RN:R03539 R03973 R03953 R03208],Pathway modules; Amino acid metabolism; Aromatic amino acid metabolism,Tyrosine metabolism;Metabolic pathways,C00082 -> C02515;C02515 -> C01060;C01060 -> C02465;C01060 -> C01829,"L-Tyrosine;3-Iodo-L-tyrosine;3,5-Diiodo-L-tyrosine;Triiodothyronine;Thyroxine"
M00044,"Tyrosine degradation, tyrosine => homogentisate","(K00815,K00838,K00832,K03334) K00457 K00451 K01800 (K01555,K16171)","tyrosine aminotransferase [EC:2.6.1.5] [RN:R00734];aromatic-amino-acid transaminase [EC:2.6.1.57] [RN:R00734];L-amino-acid oxidase [EC:1.4.3.2] [RN:R00729];4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27] [RN:R02521];homogentisate 1,2-dioxygenase [EC:1.13.11.5] [RN:R02519];maleylacetoacetate isomerase [EC:5.2.1.2] [RN:R03181];fumarylacetoacetase [EC:3.7.1.2] [RN:R01364];fumarylacetoacetate (FAA) hydrolase [EC:3.7.1.2] [RN:R01364]",Pathway modules; Amino acid metabolism; Aromatic amino acid metabolism,Tyrosine metabolism;Metabolic pathways,C00082 -> C01179;C01179 -> C00544;C00544 -> C01036;C01036 -> C01061;C01061 -> C00164 + C00122,L-Tyrosine;3-(4-Hydroxyphenyl)pyruvate;Homogentisate;4-Maleylacetoacetate;4-Fumarylacetoacetate;Acetoacetate;Fumarate
M00045,"Histidine degradation, histidine => N-formiminoglutamate => glutamate","K01745 K01712 K01468 (K01479,K00603,K13990,(K05603 K01458))",histidine ammonia-lyase [EC:4.3.1.3] [RN:R01168];urocanate hydratase [EC:4.2.1.49] [RN:R02914];imidazolonepropionase [EC:3.5.2.7] [RN:R02288];formiminoglutamase [EC:3.5.3.8] [RN:R02285];glutamate formiminotransferase [EC:2.1.2.5] [RN:R02287];formimidoylglutamate deiminase [EC:3.5.3.13] [RN:R02286];N-formylglutamate deformylase [EC:3.5.1.68] [RN:R00525],Pathway modules; Amino acid metabolism; Histidine metabolism,Histidine metabolism;Metabolic pathways,C00135 -> C00785;C00785 -> C03680;C03680 -> C00439;C00439 -> C00025;C00439 -> C01045;C01045 -> C00025,L-Histidine;Urocanate;4-Imidazolone-5-propanoate;N-Formimino-L-glutamate;L-Glutamate;N-Formyl-L-glutamate
M00046,"Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate","(K00207,K17722+K17723) K01464 (K01431,K06016)",dihydropyrimidine dehydrogenase (NADP+) [EC:1.3.1.2] [RN:R00978 R01415];dihydropyrimidine dehydrogenase (NAD+) [EC:1.3.1.1] [RN:R00977 R11026];dihydropyrimidinase [EC:3.5.2.2] [RN:R02269 R03055];beta-ureidopropionase [EC:3.5.1.6] [RN:R00905 R04666],Pathway modules; Nucleotide metabolism; Pyrimidine metabolism,Pyrimidine metabolism;beta-Alanine metabolism;Pantothenate and CoA biosynthesis;Metabolic pathways,C00106 -> C00429;C00429 -> C02642;C02642 -> C00099;C00178 -> C21028;C21028 -> C21029;C21029 -> C01205,"Uracil;5,6-Dihydrouracil;3-Ureidopropionate;beta-Alanine;Thymine;(R)-5,6-Dihydrothymine;(R)-3-Ureidoisobutyrate;(R)-3-Amino-2-methylpropanoate"
