MAG,KO,dry,wet,Contrib.dry,Contrib.wet,Contrib,GroupContrib,color,importance,component,Domain,Phylum,Class,Order,Family,Genus,Species,name,pathway,reaction,brite,db_links
bcn_bin_38_1,K15510,1.320395657801097,-0.6601978289005486,TRUE,FALSE,FALSE,dry,#388ECC,-0.02875819248996454,comp1,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Pseudonocardiaceae,NA,NA,coenzyme F420-dependent glucose-6-phosphate dehydrogenase [EC:1.1.98.2],NA,NA,"KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09191 Unclassified: metabolism;   99980 Enzymes with EC numbers;    K15510  fgd1; coenzyme F420-dependent glucose-6-phosphate dehydrogenase;Enzymes [BR:ko01000]; 1. Oxidoreductases;  1.1  Acting on the CH-OH group of donors;   1.1.98  With other, known, physiological acceptors;    1.1.98.2  glucose-6-phosphate dehydrogenase (coenzyme-F420);     K15510  fgd1; coenzyme F420-dependent glucose-6-phosphate dehydrogenase",COG: COG2141
bcn_bin_151,K00615,1.3529899945865056,-0.6764949972932528,TRUE,FALSE,FALSE,dry,#388ECC,-0.02869457599501102,comp1,Bacteria,Actinomycetota,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,JALYGY01,NA,transketolase [EC:2.2.1.1],Pentose phosphate pathway;Carbon fixation in photosynthetic organisms;Biosynthesis of ansamycins;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism;Biosynthesis of amino acids,D-fructose 6-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase;sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase;beta-D-fructose 6-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase;sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glycolaldehydetransferase,"KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09101 Carbohydrate metabolism;   00030 Pentose phosphate pathway;    K00615  E2.2.1.1, tktA, tktB; transketolase;  09102 Energy metabolism;   00710 Carbon fixation in photosynthetic organisms;    K00615  E2.2.1.1, tktA, tktB; transketolase;  09109 Metabolism of terpenoids and polyketides;   01051 Biosynthesis of ansamycins;    K00615  E2.2.1.1, tktA, tktB; transketolase;Enzymes [BR:ko01000]; 2. Transferases;  2.2  Transferring aldehyde or ketonic groups;   2.2.1  Transketolases and transaldolases;    2.2.1.1  transketolase;     K00615  E2.2.1.1, tktA, tktB; transketolase",COG: COG0021;GO: 0004802
bcn_bin_267,K09165,1.3477571204664056,-0.6738785602332028,TRUE,FALSE,FALSE,dry,#388ECC,-0.02816363476416167,comp1,Bacteria,Actinomycetota,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter_D,NA,dodecin,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09191 Unclassified: metabolism;   99982 Energy metabolism;    K09165  K09165; dodecin,COG: COG3360
bcn_bin_174_1,K00527,1.3415751773199895,-0.6707875886599947,TRUE,FALSE,FALSE,dry,#388ECC,-0.02752444544680401,comp1,Bacteria,Actinomycetota,UBA4738,CADDZG01,WHSQ01,NA,NA,NA,NA,NA,NA,NA
bco_bin_193,K03628,-1.3478568082871525,0.6739284041435762,FALSE,TRUE,FALSE,wet,#F68B33,0.02735190770882415,comp1,Bacteria,Gemmatimonadota,Gemmatimonadetes,Longimicrobiales,Longimicrobiaceae,NA,NA,transcription termination factor Rho,RNA degradation,NA,"KEGG Orthology (KO) [BR:ko00001]; 09120 Genetic Information Processing;  09123 Folding, sorting and degradation;   03018 RNA degradation;    K03628  rho; transcription termination factor Rho; 09180 Brite Hierarchies;  09182 Protein families: genetic information processing;   03021 Transcription machinery;    K03628  rho; transcription termination factor Rho;   03019 Messenger RNA biogenesis;    K03628  rho; transcription termination factor Rho;Transcription machinery [BR:ko03021]; Prokaryotic type;  Bacterial type;   Other transcription-related factors;    Transcription termination factor;     K03628  rho; transcription termination factor Rho;Messenger RNA biogenesis [BR:ko03019]; Prokaryotic type;  Bacterial mRNA degradation factors;   RNA degradosome components;    Other RNA degradosome components;     K03628  rho; transcription termination factor Rho",COG: COG1158
bcn_bin_238_1,K04564,1.3332082882101324,-0.6666041441050662,TRUE,FALSE,FALSE,dry,#388ECC,-0.02607307402403664,comp1,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,NA,NA,"superoxide dismutase, Fe-Mn family [EC:1.15.1.1]",MAPK signaling pathway - fly;FoxO signaling pathway;Peroxisome;Longevity regulating pathway;Longevity regulating pathway - worm;Longevity regulating pathway - multiple species;Huntington disease;Chemical carcinogenesis - reactive oxygen species;Lipid and atherosclerosis,NA,"KEGG Orthology (KO) [BR:ko00001]; 09130 Environmental Information Processing;  09132 Signal transduction;   04013 MAPK signaling pathway - fly;    K04564  SOD2; superoxide dismutase, Fe-Mn family;   04068 FoxO signaling pathway;    K04564  SOD2; superoxide dismutase, Fe-Mn family; 09140 Cellular Processes;  09141 Transport and catabolism;   04146 Peroxisome;    K04564  SOD2; superoxide dismutase, Fe-Mn family; 09150 Organismal Systems;  09149 Aging;   04211 Longevity regulating pathway;    K04564  SOD2; superoxide dismutase, Fe-Mn family;   04212 Longevity regulating pathway - worm;    K04564  SOD2; superoxide dismutase, Fe-Mn family;   04213 Longevity regulating pathway - multiple species;    K04564  SOD2; superoxide dismutase, Fe-Mn family; 09160 Human Diseases;  09161 Cancer: overview;   05208 Chemical carcinogenesis - reactive oxygen species;    K04564  SOD2; superoxide dismutase, Fe-Mn family;  09164 Neurodegenerative disease;   05016 Huntington disease;    K04564  SOD2; superoxide dismutase, Fe-Mn family;  09166 Cardiovascular disease;   05417 Lipid and atherosclerosis;    K04564  SOD2; superoxide dismutase, Fe-Mn family;Enzymes [BR:ko01000]; 1. Oxidoreductases;  1.15  Acting on superoxide as acceptor;   1.15.1  Acting on superoxide as acceptor (only sub-subclass identified to date);    1.15.1.1  superoxide dismutase;     K04564  SOD2; superoxide dismutase, Fe-Mn family",COG: COG0605;GO: 0008384
bcn_bin_9_1,K04564,1.34417949784632,-0.67208974892316,TRUE,FALSE,FALSE,dry,#388ECC,-0.02565160584714049,comp1,Bacteria,Actinomycetota,UBA4738,CADDZG01,WHSQ01,NA,NA,"superoxide dismutase, Fe-Mn family [EC:1.15.1.1]",MAPK signaling pathway - fly;FoxO signaling pathway;Peroxisome;Longevity regulating pathway;Longevity regulating pathway - worm;Longevity regulating pathway - multiple species;Huntington disease;Chemical carcinogenesis - reactive oxygen species;Lipid and atherosclerosis,NA,"KEGG Orthology (KO) [BR:ko00001]; 09130 Environmental Information Processing;  09132 Signal transduction;   04013 MAPK signaling pathway - fly;    K04564  SOD2; superoxide dismutase, Fe-Mn family;   04068 FoxO signaling pathway;    K04564  SOD2; superoxide dismutase, Fe-Mn family; 09140 Cellular Processes;  09141 Transport and catabolism;   04146 Peroxisome;    K04564  SOD2; superoxide dismutase, Fe-Mn family; 09150 Organismal Systems;  09149 Aging;   04211 Longevity regulating pathway;    K04564  SOD2; superoxide dismutase, Fe-Mn family;   04212 Longevity regulating pathway - worm;    K04564  SOD2; superoxide dismutase, Fe-Mn family;   04213 Longevity regulating pathway - multiple species;    K04564  SOD2; superoxide dismutase, Fe-Mn family; 09160 Human Diseases;  09161 Cancer: overview;   05208 Chemical carcinogenesis - reactive oxygen species;    K04564  SOD2; superoxide dismutase, Fe-Mn family;  09164 Neurodegenerative disease;   05016 Huntington disease;    K04564  SOD2; superoxide dismutase, Fe-Mn family;  09166 Cardiovascular disease;   05417 Lipid and atherosclerosis;    K04564  SOD2; superoxide dismutase, Fe-Mn family;Enzymes [BR:ko01000]; 1. Oxidoreductases;  1.15  Acting on superoxide as acceptor;   1.15.1  Acting on superoxide as acceptor (only sub-subclass identified to date);    1.15.1.1  superoxide dismutase;     K04564  SOD2; superoxide dismutase, Fe-Mn family",COG: COG0605;GO: 0008384
DNA-1_bin_22_1,K23262,1.333698392998397,-0.6668491964991985,TRUE,FALSE,FALSE,dry,#388ECC,-0.02546588921895773,comp1,Bacteria,Actinomycetota,Actinomycetes,Streptomycetales,Streptomycetaceae,Streptomyces,NA,gas vesicle structural protein,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09193 Unclassified: signaling and cellular processes;   99992 Structural proteins;    K23262  gvpA; gas vesicle structural protein,NA
bcn_bin_72,K03594,1.307532839416414,-0.6537664197082071,TRUE,FALSE,FALSE,dry,#388ECC,-0.02298803950851745,comp1,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,70-9,NA,NA,bacterioferritin [EC:1.16.3.1],Porphyrin metabolism,Fe(II):oxygen oxidoreductase,KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09108 Metabolism of cofactors and vitamins;   00860 Porphyrin metabolism;    K03594  bfr; bacterioferritin;Enzymes [BR:ko01000]; 1. Oxidoreductases;  1.16  Oxidizing metal ions;   1.16.3  With oxygen as acceptor;    1.16.3.1  ferroxidase;     K03594  bfr; bacterioferritin,COG: COG2193;GO: 0004322
bco_bin_115,K00648,1.3238474537639906,-0.6619237268819952,TRUE,FALSE,FALSE,dry,#388ECC,-0.02274023435013611,comp1,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180],Fatty acid biosynthesis;Metabolic pathways;Fatty acid metabolism,acetyl-CoA:malonyl-[acyl-carrier protein] C-acetyltransferase (decarboxylating),KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09103 Lipid metabolism;   00061 Fatty acid biosynthesis;    K00648  fabH; 3-oxoacyl-[acyl-carrier-protein] synthase III; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01004 Lipid biosynthesis proteins;    K00648  fabH; 3-oxoacyl-[acyl-carrier-protein] synthase III;Enzymes [BR:ko01000]; 2. Transferases;  2.3  Acyltransferases;   2.3.1  Transferring groups other than aminoacyl groups;    2.3.1.180  beta-ketoacyl-[acyl-carrier-protein] synthase III;     K00648  fabH; 3-oxoacyl-[acyl-carrier-protein] synthase III;Lipid biosynthesis proteins [BR:ko01004]; Fatty acid synthase;  Component type;   K00648  fabH; 3-oxoacyl-[acyl-carrier-protein] synthase III,COG: COG0332;GO: 0033818
bcn_bin_97,K02652,-1.2934498075943457,0.6467249037971728,FALSE,TRUE,FALSE,wet,#F68B33,0.02154721019983594,comp1,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,NA,NA,type IV pilus assembly protein PilB,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09180 Brite Hierarchies;  09183 Protein families: signaling and cellular processes;   02044 Secretion system;    K02652  pilB; type IV pilus assembly protein PilB;   02035 Bacterial motility proteins;    K02652  pilB; type IV pilus assembly protein PilB;Secretion system [BR:ko02044]; Type II secretion system;  Pilin secretion/fimbrial assembly protein;   K02652  pilB; type IV pilus assembly protein PilB;Bacterial motility proteins [BR:ko02035]; Pilus system;  Pilus assembly proteins;   K02652  pilB; type IV pilus assembly protein PilB,COG: COG2804;TC: 3.A.15.2
bcn_bin_51,K02871,-1.312529063148424,0.656264531574212,FALSE,TRUE,FALSE,wet,#F68B33,0.01883486052872265,comp1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NA,NA,large subunit ribosomal protein L13,Ribosome,NA,"KEGG Orthology (KO) [BR:ko00001]; 09120 Genetic Information Processing;  09122 Translation;   03010 Ribosome;    K02871  RP-L13, MRPL13, rplM; large subunit ribosomal protein L13; 09180 Brite Hierarchies;  09182 Protein families: genetic information processing;   03011 Ribosome;    K02871  RP-L13, MRPL13, rplM; large subunit ribosomal protein L13;Ribosome [BR:ko03011]; Ribosomal proteins;  Mitochondria/ Chloroplast;   Large subunit;    K02871  RP-L13, MRPL13, rplM; large subunit ribosomal protein L13;  Bacteria;   Large subunit;    K02871  RP-L13, MRPL13, rplM; large subunit ribosomal protein L13;  Archaea;   Large subunit;    K02871  RP-L13, MRPL13, rplM; large subunit ribosomal protein L13;Ribosomal proteins [br01610.html]; Ribosomal proteins in prokaryotes and eukaryotes;  K02871",COG: COG0102;GO: 0005762 0022625
DNA-1_bin_54,K03090,1.261747377218875,-0.6308736886094375,TRUE,FALSE,FALSE,dry,#388ECC,-0.01695327108214903,comp1,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,RNA polymerase sigma-B factor,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09180 Brite Hierarchies;  09182 Protein families: genetic information processing;   03021 Transcription machinery;    K03090  sigB; RNA polymerase sigma-B factor;Transcription machinery [BR:ko03021]; Prokaryotic type;  Bacterial type;   RNA polymerase;    Sigma factors;     K03090  sigB; RNA polymerase sigma-B factor,COG: COG1191;GO: 0016987
bcn_bin_97,K02406,-1.299452879947544,0.649726439973772,FALSE,TRUE,FALSE,wet,#F68B33,0.0132748233173913,comp1,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,NA,NA,flagellin,Two-component system;Flagellar assembly;NOD-like receptor signaling pathway;Plant-pathogen interaction;Shigellosis;Salmonella infection;Legionellosis,NA,"KEGG Orthology (KO) [BR:ko00001]; 09130 Environmental Information Processing;  09132 Signal transduction;   02020 Two-component system;    K02406  fliC, hag; flagellin; 09140 Cellular Processes;  09142 Cell motility;   02040 Flagellar assembly;    K02406  fliC, hag; flagellin; 09150 Organismal Systems;  09151 Immune system;   04621 NOD-like receptor signaling pathway;    K02406  fliC, hag; flagellin;  09159 Environmental adaptation;   04626 Plant-pathogen interaction;    K02406  fliC, hag; flagellin; 09160 Human Diseases;  09171 Infectious disease: bacterial;   05132 Salmonella infection;    K02406  fliC, hag; flagellin;   05131 Shigellosis;    K02406  fliC, hag; flagellin;   05134 Legionellosis;    K02406  fliC, hag; flagellin; 09180 Brite Hierarchies;  09183 Protein families: signaling and cellular processes;   02035 Bacterial motility proteins;    K02406  fliC, hag; flagellin;Bacterial motility proteins [BR:ko02035]; Flagellar system;  Flagellar assembly proteins;   Filament;    K02406  fliC, hag; flagellin",COG: COG1344
bco_bin_201_1,K00612,1.3368454935824308,-0.6684227467912154,TRUE,FALSE,FALSE,dry,#388ECC,-0.01304485535533516,comp1,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,carbamoyltransferase [EC:2.1.3.-],NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09191 Unclassified: metabolism;   99980 Enzymes with EC numbers;    K00612  nodU; carbamoyltransferase,COG: COG2192
bco_bin_118,K00088,1.2877299404138305,-0.643864970206915,TRUE,FALSE,FALSE,dry,#388ECC,-0.01236641978262225,comp1,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,NA,NA,IMP dehydrogenase [EC:1.1.1.205],Purine metabolism;Drug metabolism - other enzymes;Metabolic pathways;Biosynthesis of secondary metabolites;Nucleotide metabolism,IMP:NAD+ oxidoreductase;6-thioinosine 5'-monophosphate:NAD+ oxidoreductase,"KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09104 Nucleotide metabolism;   00230 Purine metabolism;    K00088  IMPDH, guaB; IMP dehydrogenase;  09111 Xenobiotics biodegradation and metabolism;   00983 Drug metabolism - other enzymes;    K00088  IMPDH, guaB; IMP dehydrogenase; 09180 Brite Hierarchies;  09183 Protein families: signaling and cellular processes;   04147 Exosome;    K00088  IMPDH, guaB; IMP dehydrogenase;Enzymes [BR:ko01000]; 1. Oxidoreductases;  1.1  Acting on the CH-OH group of donors;   1.1.1  With NAD+ or NADP+ as acceptor;    1.1.1.205  IMP dehydrogenase;     K00088  IMPDH, guaB; IMP dehydrogenase;Exosome [BR:ko04147]; Exosomal proteins;  Exosomal proteins of haemopoietic cells  (B-cell, T-cell, DC-cell, reticulocyte, and mast cell);   K00088  IMPDH, guaB; IMP dehydrogenase;  Exosomal proteins of breast cancer cells;   K00088  IMPDH, guaB; IMP dehydrogenase",COG: COG0516 COG0517;GO: 0003938
bco_bin_115,K04564,1.335295345218524,-0.6676476726092619,TRUE,FALSE,FALSE,dry,#388ECC,-0.011900592444891,comp1,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,"superoxide dismutase, Fe-Mn family [EC:1.15.1.1]",MAPK signaling pathway - fly;FoxO signaling pathway;Peroxisome;Longevity regulating pathway;Longevity regulating pathway - worm;Longevity regulating pathway - multiple species;Huntington disease;Chemical carcinogenesis - reactive oxygen species;Lipid and atherosclerosis,NA,"KEGG Orthology (KO) [BR:ko00001]; 09130 Environmental Information Processing;  09132 Signal transduction;   04013 MAPK signaling pathway - fly;    K04564  SOD2; superoxide dismutase, Fe-Mn family;   04068 FoxO signaling pathway;    K04564  SOD2; superoxide dismutase, Fe-Mn family; 09140 Cellular Processes;  09141 Transport and catabolism;   04146 Peroxisome;    K04564  SOD2; superoxide dismutase, Fe-Mn family; 09150 Organismal Systems;  09149 Aging;   04211 Longevity regulating pathway;    K04564  SOD2; superoxide dismutase, Fe-Mn family;   04212 Longevity regulating pathway - worm;    K04564  SOD2; superoxide dismutase, Fe-Mn family;   04213 Longevity regulating pathway - multiple species;    K04564  SOD2; superoxide dismutase, Fe-Mn family; 09160 Human Diseases;  09161 Cancer: overview;   05208 Chemical carcinogenesis - reactive oxygen species;    K04564  SOD2; superoxide dismutase, Fe-Mn family;  09164 Neurodegenerative disease;   05016 Huntington disease;    K04564  SOD2; superoxide dismutase, Fe-Mn family;  09166 Cardiovascular disease;   05417 Lipid and atherosclerosis;    K04564  SOD2; superoxide dismutase, Fe-Mn family;Enzymes [BR:ko01000]; 1. Oxidoreductases;  1.15  Acting on superoxide as acceptor;   1.15.1  Acting on superoxide as acceptor (only sub-subclass identified to date);    1.15.1.1  superoxide dismutase;     K04564  SOD2; superoxide dismutase, Fe-Mn family",COG: COG0605;GO: 0008384
DNA-4_bin_14_1,K22373,1.3432627365840026,-0.6716313682920012,TRUE,FALSE,FALSE,dry,#388ECC,-0.01154112197190539,comp1,Bacteria,Actinomycetota,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,JALYGY01,NA,lactate racemase [EC:5.1.2.1],Pyruvate metabolism;Metabolic pathways,lactate racemase,KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09101 Carbohydrate metabolism;   00620 Pyruvate metabolism;    K22373  larA; lactate racemase;Enzymes [BR:ko01000]; 5. Isomerases;  5.1  Racemases and epimerases;   5.1.2  Acting on hydroxy acids and derivatives;    5.1.2.1  lactate racemase;     K22373  larA; lactate racemase,GO: 0050043
DNA-1_bin_13_1,K12510,-1.2902674698532748,0.6451337349266375,FALSE,TRUE,FALSE,wet,#F68B33,0.01140281143370414,comp1,Bacteria,Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,NA,NA,tight adherence protein B,Two-component system,NA,KEGG Orthology (KO) [BR:ko00001]; 09130 Environmental Information Processing;  09132 Signal transduction;   02020 Two-component system;    K12510  tadB; tight adherence protein B; 09180 Brite Hierarchies;  09183 Protein families: signaling and cellular processes;   02044 Secretion system;    K12510  tadB; tight adherence protein B;Secretion system [BR:ko02044]; Type II secretion system;  Tight adherence (Tad) export apparatus;   K12510  tadB; tight adherence protein B,COG: COG4965;TC: 3.A.7.15 9.A.47.2
bco_bin_26,K04564,1.345078138175025,-0.6725390690875125,TRUE,FALSE,FALSE,dry,#388ECC,-0.01133913009102376,comp1,Bacteria,Actinomycetota,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,JALYGY01,NA,"superoxide dismutase, Fe-Mn family [EC:1.15.1.1]",MAPK signaling pathway - fly;FoxO signaling pathway;Peroxisome;Longevity regulating pathway;Longevity regulating pathway - worm;Longevity regulating pathway - multiple species;Huntington disease;Chemical carcinogenesis - reactive oxygen species;Lipid and atherosclerosis,NA,"KEGG Orthology (KO) [BR:ko00001]; 09130 Environmental Information Processing;  09132 Signal transduction;   04013 MAPK signaling pathway - fly;    K04564  SOD2; superoxide dismutase, Fe-Mn family;   04068 FoxO signaling pathway;    K04564  SOD2; superoxide dismutase, Fe-Mn family; 09140 Cellular Processes;  09141 Transport and catabolism;   04146 Peroxisome;    K04564  SOD2; superoxide dismutase, Fe-Mn family; 09150 Organismal Systems;  09149 Aging;   04211 Longevity regulating pathway;    K04564  SOD2; superoxide dismutase, Fe-Mn family;   04212 Longevity regulating pathway - worm;    K04564  SOD2; superoxide dismutase, Fe-Mn family;   04213 Longevity regulating pathway - multiple species;    K04564  SOD2; superoxide dismutase, Fe-Mn family; 09160 Human Diseases;  09161 Cancer: overview;   05208 Chemical carcinogenesis - reactive oxygen species;    K04564  SOD2; superoxide dismutase, Fe-Mn family;  09164 Neurodegenerative disease;   05016 Huntington disease;    K04564  SOD2; superoxide dismutase, Fe-Mn family;  09166 Cardiovascular disease;   05417 Lipid and atherosclerosis;    K04564  SOD2; superoxide dismutase, Fe-Mn family;Enzymes [BR:ko01000]; 1. Oxidoreductases;  1.15  Acting on superoxide as acceptor;   1.15.1  Acting on superoxide as acceptor (only sub-subclass identified to date);    1.15.1.1  superoxide dismutase;     K04564  SOD2; superoxide dismutase, Fe-Mn family",COG: COG0605;GO: 0008384
DNA-1-22_bin_2,K04062,1.2818949197008,-0.6409474598504002,TRUE,FALSE,FALSE,dry,#388ECC,-0.00593429526442402,comp1,Bacteria,Tectomicrobia,Entotheonellia,NA,NA,NA,NA,osmotically inducible lipoprotein OsmB,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09193 Unclassified: signaling and cellular processes;   99992 Structural proteins;    K04062  osmB; osmotically inducible lipoprotein OsmB,NA
bco_bin_201_1,K00527,1.3390175987245865,-0.6695087993622932,TRUE,FALSE,FALSE,dry,#388ECC,-0.0056975662866541,comp1,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,NA,NA,NA,NA,NA
bcn_bin_10,K00615,1.3155547946058208,-0.6577773973029104,TRUE,FALSE,FALSE,dry,#388ECC,-0.00412956757401807,comp1,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,NA,NA,transketolase [EC:2.2.1.1],Pentose phosphate pathway;Carbon fixation in photosynthetic organisms;Biosynthesis of ansamycins;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism;Biosynthesis of amino acids,D-fructose 6-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase;sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase;beta-D-fructose 6-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase;sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glycolaldehydetransferase,"KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09101 Carbohydrate metabolism;   00030 Pentose phosphate pathway;    K00615  E2.2.1.1, tktA, tktB; transketolase;  09102 Energy metabolism;   00710 Carbon fixation in photosynthetic organisms;    K00615  E2.2.1.1, tktA, tktB; transketolase;  09109 Metabolism of terpenoids and polyketides;   01051 Biosynthesis of ansamycins;    K00615  E2.2.1.1, tktA, tktB; transketolase;Enzymes [BR:ko01000]; 2. Transferases;  2.2  Transferring aldehyde or ketonic groups;   2.2.1  Transketolases and transaldolases;    2.2.1.1  transketolase;     K00615  E2.2.1.1, tktA, tktB; transketolase",COG: COG0021;GO: 0004802
DNA-1-22_bin_3,K06197,1.363963152834405,-0.6819815764172025,TRUE,FALSE,FALSE,dry,#388ECC,-0.00402468361434312,comp1,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,cation transport regulator,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09194 Poorly characterized;   99996 General function prediction only;    K06197  chaB; cation transport regulator,COG: COG4572
bco_bin_115,K00645,1.3010525685146628,-0.6505262842573314,TRUE,FALSE,FALSE,dry,#388ECC,-0.00357957241921638,comp1,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39],Fatty acid biosynthesis;Prodigiosin biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Fatty acid metabolism,malonyl-CoA:[acyl-carrier-protein] S-malonyltransferase;NA  R11671,"KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09103 Lipid metabolism;   00061 Fatty acid biosynthesis;    K00645  fabD, MCAT, MCT1; [acyl-carrier-protein] S-malonyltransferase;  09110 Biosynthesis of other secondary metabolites;   00333 Prodigiosin biosynthesis;    K00645  fabD, MCAT, MCT1; [acyl-carrier-protein] S-malonyltransferase; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01004 Lipid biosynthesis proteins;    K00645  fabD, MCAT, MCT1; [acyl-carrier-protein] S-malonyltransferase;Enzymes [BR:ko01000]; 2. Transferases;  2.3  Acyltransferases;   2.3.1  Transferring groups other than aminoacyl groups;    2.3.1.39  [acyl-carrier-protein] S-malonyltransferase;     K00645  fabD, MCAT, MCT1; [acyl-carrier-protein] S-malonyltransferase;Lipid biosynthesis proteins [BR:ko01004]; Fatty acid synthase;  Component type;   K00645  fabD, MCAT, MCT1; [acyl-carrier-protein] S-malonyltransferase",COG: COG0331;GO: 0004314
DNA-6_bin_10_1,K00156,1.333641183670113,-0.6668205918350565,TRUE,FALSE,FALSE,dry,#388ECC,-0.00245465144097205,comp1,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Pseudonocardiaceae,Pseudonocardia,NA,pyruvate dehydrogenase (quinone) [EC:1.2.5.1],Pyruvate metabolism;Metabolic pathways,pyruvate:ubiquinone oxidoreductase,KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09101 Carbohydrate metabolism;   00620 Pyruvate metabolism;    K00156  poxB; pyruvate dehydrogenase (quinone);Enzymes [BR:ko01000]; 1. Oxidoreductases;  1.2  Acting on the aldehyde or oxo group of donors;   1.2.5  With a quinone or similar compound as acceptor;    1.2.5.1  pyruvate dehydrogenase (quinone);     K00156  poxB; pyruvate dehydrogenase (quinone),COG: COG0028;GO: 0008985
bcn_bin_256_1,K07217,1.32836583309469,-0.664182916547345,TRUE,FALSE,FALSE,dry,#388ECC,-9.16155326661735e-4,comp1,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,NA,NA,NA,manganese catalase [EC:1.11.1.6],NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09191 Unclassified: metabolism;   99980 Enzymes with EC numbers;    K07217  ydbD; manganese catalase;Enzymes [BR:ko01000]; 1. Oxidoreductases;  1.11  Acting on a peroxide as acceptor;   1.11.1  Peroxidases;    1.11.1.6  catalase;     K07217  ydbD; manganese catalase,COG: COG3546;GO: 0004096
