FeatureID,Formula_CD,Potential_fragment,Formula_sirius,Formula_cmmrt,zscore_cmmrt,name_cmmrt,cd_vs_sirius,cd_vs_cmmrt,cmmrt_vs_sirius,Notes_name,Sirius_structure_percentage,use_Sirius_class,Final_name,Keep_formula,Final_annotation_comment
FT_16.804_219.10160,C13 H14 O3,NA,C13 H14 O3,C13 H14 O3,2.2141623,Asperfuran,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_16.804_219.10160,C13 H14 O3,NA,C13 H14 O3,C13 H14 O3,2.1511643,(R)-Bitalin A,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_16.804_219.10160,C13 H14 O3,NA,C13 H14 O3,C13 H14 O3,1.396011,Toxol,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_16.837_251.12775,C14 H18 O4,NA,C14 H18 O4,C14 H18 O4,2.0963228,Helinorbisabone,TRUE,TRUE,TRUE,"Similar structures, keeping sirius",67.13,na,Preremirol,C14 H18 O4,L3.3
FT_16.837_251.12775,C14 H18 O4,NA,C14 H18 O4,C14 H18 O4,1.9443536,2-Hydroxy-3-[4-hydroxy-3-(3-methylbut-2-enyl)phenyl]propanoic acid,TRUE,TRUE,TRUE,"Similar structures, keeping sirius",67.13,na,Preremirol,C14 H18 O4,L3.3
FT_16.837_251.12775,C14 H18 O4,NA,C14 H18 O4,C14 H18 O4,1.784107,NA,TRUE,TRUE,TRUE,"Similar structures, keeping sirius",67.13,na,Preremirol,C14 H18 O4,L3.3
FT_16.850_481.18526,C21 H37 O6 P S2,NA,C27 H28 O8,NA,NA,NA,FALSE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_16.867_481.14965,C27 H20 N4 O5,NA,C26 H24 O9,NA,NA,NA,FALSE,FALSE,FALSE,na,na,yes,no name,C26 H24 O9,L4.3
FT_16.870_335.14907,C18 H22 O6,NA,C18 H22 O6,C16 H19 F N4 O3,3.3463194,Amifloxacin,TRUE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_16.870_335.14907,C18 H22 O6,NA,C18 H22 O6,C18 H22 O6,1.8738842,Asteltoxin G,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_16.870_335.14907,C18 H22 O6,NA,C18 H22 O6,C18 H22 O6,1.4235806,"3-Ethoxy-1,3-dihydro-7-methoxy-6-methyl-5-<(3-methyl-2-butenyl)oxy>-1-oxo-4-isobenzofurancarbaldehyde",TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_16.885_255.12266,C13 H18 O5,NA,C13 H18 O5,C13 H18 O5,1.8677292,"Methyl 3-(2,3-dihydroxy-3-methylbutyl)-4-hydroxybenzoate",TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_16.885_255.12266,C13 H18 O5,NA,C13 H18 O5,C12 H22 O2 Si2,1.4437743,"Silane, (o-phenylenedioxy)bis[trimethyl-",TRUE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_16.915_239.12777,C13 H18 O4,NA,C13 H18 O4,C13 H18 O4,1.3507242,"3,6,8-Trimethoxy-3-methyl-1,4-dihydroisochromene",TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_16.915_239.12777,C13 H18 O4,NA,C13 H18 O4,C13 H18 O4,1.3256081,"2,2,4,4,-Tetramethyl-6-(1-oxopropyl)-1,3,5-cyclohexanetrione",TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_16.915_239.12777,C13 H18 O4,NA,C13 H18 O4,C13 H18 O4,1.2511812,Allyltetramethoxybenzene,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_16.919_537.21043,C27 H24 N10 O3,NA,C30 H32 O9,C30 H32 O9,1.4376776,Schisantherin A,FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_16.919_537.21043,C27 H24 N10 O3,NA,C30 H32 O9,C30 H32 O9,1.4267473,"2(3H)-Furanone, 4-(((2S,3R)-2,3-dihydro-2-(4-hydroxy-3-methoxyphenyl)-3-(hydroxymethyl)-7-methoxy-5-benzofuranyl)methyl)dihydro-3-((4-hydroxy-3-methoxyphenyl)methyl)-, (3R,4R)-",FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_16.925_467.20647,C27 H30 O7,NA,C27 H30 O7,C28 H26 N4 O3,1.4493408,5-N-acetyl-15b-didehydroardeemin,TRUE,FALSE,FALSE,keeping sirius,71.58,na,"(7R,8R)-8-(3,4-dimethoxyphenyl)-5,7-dihydroxy-2,2-dimethyl-10-(3-methylbut-2-enyl)-7,8-dihydropyrano[3,2-g]chromen-6-one",C27 H30 O7,L3.3
FT_16.925_467.20647,C27 H30 O7,NA,C27 H30 O7,C28 H26 N4 O3,1.3267925,Indolocarbazole nitrogen derivative,TRUE,FALSE,FALSE,keeping sirius,71.58,na,"(7R,8R)-8-(3,4-dimethoxyphenyl)-5,7-dihydroxy-2,2-dimethyl-10-(3-methylbut-2-enyl)-7,8-dihydropyrano[3,2-g]chromen-6-one",C27 H30 O7,L3.3
FT_16.925_467.20647,C27 H30 O7,NA,C27 H30 O7,C27 H30 O7,1.2387052,Terreulactone B,TRUE,TRUE,TRUE,keeping sirius,71.58,na,"(7R,8R)-8-(3,4-dimethoxyphenyl)-5,7-dihydroxy-2,2-dimethyl-10-(3-methylbut-2-enyl)-7,8-dihydropyrano[3,2-g]chromen-6-one",C27 H30 O7,L3.3
FT_16.963_209.08083,C11 H12 O4,NA,C11 H12 O4,C11 H12 O4,2.9266953,"5-(3',5'-Dihydroxyphenyl)-gamma-valerolactone",TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_16.963_209.08083,C11 H12 O4,NA,C11 H12 O4,C11 H12 O4,2.8019059,"5-[(3,4-Dihydroxyphenyl)methyl]oxolan-2-one",TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_16.963_209.08083,C11 H12 O4,NA,C11 H12 O4,C11 H12 O4,2.7425447,NA,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_16.965_419.24324,C18 H30 N10 S,NA,NA,C25 H30 N4 O2,2.3537078,Naphthyl dipeptide,FALSE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_16.965_419.24324,C18 H30 N10 S,NA,NA,C24 H34 O6,1.398454,Aspernidgulene A1,FALSE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_16.965_419.24324,C18 H30 N10 S,NA,NA,C24 H34 O6,1.398454,Aspernidgulene A2,FALSE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_16.967_413.15954,C17 H25 N4 O6 P,NA,C23 H24 O7,C23 H24 O7,1.2386267,Garcimangosone C,FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_17.002_275.12778,C10 H19 N4 O3 P,NA,C16 H18 O4,C16 H18 O4,1.9794141,"4,4'-Dihydroxy-3,5-dimethoxydihydrostilbene",FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_17.002_275.12778,C10 H19 N4 O3 P,NA,C16 H18 O4,C16 H18 O4,1.8189169,"3',4-Dihydroxy-3,5'-dimethoxybibenzyl",FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_17.002_275.12778,C10 H19 N4 O3 P,NA,C16 H18 O4,C16 H18 O4,1.6634812,"3,3'-Dihydroxy-4,5dimethoxybibenzyl",FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_17.017_235.13068,C10 H14 N6 O,NA,C14 H18 O3,C9 H18 N2 O5,3.8100462,"2,6-Diamino-7-hydroxy-azelaic acid",FALSE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_17.017_235.13068,C10 H14 N6 O,NA,C14 H18 O3,C14 H18 O3,2.0010424,Aspergentisyl A,FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_17.017_235.13068,C10 H14 N6 O,NA,C14 H18 O3,C14 H18 O3,1.8263088,Pterosin N,FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_17.054_223.05968,C11 H10 O5,NA,C11 H10 O5,C11 H10 O5,2.7147844,Sphagnum acid,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_17.054_223.05968,C11 H10 O5,NA,C11 H10 O5,C11 H10 O5,2.3843112,2-Succinylbenzoate,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_17.054_223.05968,C11 H10 O5,NA,C11 H10 O5,C11 H10 O5,2.2586288,2-Hydroxy-7-hydroxymethylchromene-2-carboxylate,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_17.072_443.24208,C26 H34 O6,NA,C26 H34 O6,C26 H34 O6,1.4281024,"(2E,4E,6E,8E)-10-[(1R,2S,3S)-2-methoxy-4-methylidene-3-[(2R,3R)-2-methyl-3-(3-methylbut-2-enyl)oxiran-2-yl]cyclohexyl]oxy-10-oxodeca-2,4,6,8-tetraenoic acid",TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_17.072_443.24208,C26 H34 O6,NA,C26 H34 O6,C26 H34 O6,1.4281024,"2,4,6,8-Decatetraenedioic acid, mono[2-methoxy-4-methylene-3-[2-methyl-3-(3-methyl-2-butenyl)-2-oxiranyl]cyclohex-1-yl] ester [1R-[1beta(2E,4E,6E,8E),2beta,3alpha(2R *,3R *)]] (2)",TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_17.072_443.24208,C26 H34 O6,NA,C26 H34 O6,C26 H34 O6,1.4003861,3-O-Acetylepisamarcandin,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_17.080_303.15899,C18 H22 O4,NA,C18 H22 O4,C18 H22 O4,1.4090058,Enterodiol,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_17.080_303.15899,C18 H22 O4,NA,C18 H22 O4,C18 H22 O4,1.3068761,6-Ketoestriol,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_17.080_303.15899,C18 H22 O4,NA,C18 H22 O4,C18 H22 O4,1.2813852,Arnebinone,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_17.087_487.19601,C19 H40 N2 O4 P2 S2,NA,C26 H30 O9,C26 H30 O9,1.5743358,Astellolide B,FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_17.087_487.19601,C19 H40 N2 O4 P2 S2,NA,C26 H30 O9,C26 H30 O9,1.4688728,Asperterpene D,FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_17.087_487.19601,C19 H40 N2 O4 P2 S2,NA,C26 H30 O9,C26 H30 O9,1.4235848,Aspernolide G,FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_17.114_281.13835,C15 H20 O5,NA,C15 H20 O5,C16 H16 N4 O,3.1408386,Hydroxystilbamidine,TRUE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_17.114_281.13835,C15 H20 O5,NA,C15 H20 O5,C15 H20 O5,2.9292555,"(1beta,4alpha,5alpha,6beta,8alpha,10b)-1,10:4,5-Diepoxy-6-hydroxy-7(11)-germacren-12,8-olide",TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_17.114_281.13835,C15 H20 O5,NA,C15 H20 O5,C15 H20 O5,2.571571,Nigellic acid,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_17.118_483.20146,C22 H27 N8 O3 P,NA,C27 H30 O8,C27 H30 O8,1.4767995,Territrem E,FALSE,FALSE,TRUE,na,na,na,Territrem E,C27 H30 O8,L3.3
FT_17.118_483.20146,C22 H27 N8 O3 P,NA,C27 H30 O8,C27 H30 O8,1.4415549,Aspergixanthone I,FALSE,FALSE,TRUE,na,na,na,Territrem E,C27 H30 O8,L3.3
FT_17.118_483.20146,C22 H27 N8 O3 P,NA,C27 H30 O8,C27 H30 O8,1.4415545,Emerixanthone D,FALSE,FALSE,TRUE,na,na,na,Territrem E,C27 H30 O8,L3.3
FT_17.119_217.08594,C13 H12 O3,NA,C13 H12 O3,C13 H12 O3,1.706607,Bis(4-hydroxyphenyl)methanol,TRUE,TRUE,TRUE,keeping cmmrt,NA,na,Allenolic acid,C13 H12 O3,L3.3
FT_17.119_217.08594,C13 H12 O3,NA,C13 H12 O3,C13 H12 O3,1.6602622,Allenolic acid,TRUE,TRUE,TRUE,keeping cmmrt,NA,na,Allenolic acid,C13 H12 O3,L3.3
FT_17.119_217.08594,C13 H12 O3,NA,C13 H12 O3,C13 H12 O3,1.5140401,NA,TRUE,TRUE,TRUE,keeping cmmrt,NA,na,Allenolic acid,C13 H12 O3,L3.3
FT_17.140_467.20647,C27 H30 O7,NA,C27 H30 O7,C28 H26 N4 O3,1.4657696,5-N-acetyl-15b-didehydroardeemin,TRUE,FALSE,FALSE,keeping sirius,73.3,na,"(7R,8R)-8-(3,4-dimethoxyphenyl)-5,7-dihydroxy-2,2-dimethyl-10-(3-methylbut-2-enyl)-7,8-dihydropyrano[3,2-g]chromen-6-one",C27 H30 O7,L3.3
FT_17.140_467.20647,C27 H30 O7,NA,C27 H30 O7,C28 H26 N4 O3,1.345214,Indolocarbazole nitrogen derivative,TRUE,FALSE,FALSE,keeping sirius,73.3,na,"(7R,8R)-8-(3,4-dimethoxyphenyl)-5,7-dihydroxy-2,2-dimethyl-10-(3-methylbut-2-enyl)-7,8-dihydropyrano[3,2-g]chromen-6-one",C27 H30 O7,L3.3
FT_17.140_467.20647,C27 H30 O7,NA,C27 H30 O7,C27 H30 O7,1.2573965,Terreulactone B,TRUE,TRUE,TRUE,keeping sirius,73.3,na,"(7R,8R)-8-(3,4-dimethoxyphenyl)-5,7-dihydroxy-2,2-dimethyl-10-(3-methylbut-2-enyl)-7,8-dihydropyrano[3,2-g]chromen-6-one",C27 H30 O7,L3.3
FT_17.143_499.19649,C28 H26 N4 O5,NA,C27 H30 O9,C27 H30 O9,1.4732119,Dehydroaustin,FALSE,FALSE,TRUE,na,na,na,Dehydroaustin,C27 H30 O9,L3.3
FT_17.143_499.19649,C28 H26 N4 O5,NA,C27 H30 O9,C27 H30 O9,1.4732119,"[(2S)-2,2',2',9,13-pentamethyl-6,16-dimethylidene-6',11,15-trioxospiro[10,14,17-trioxapentacyclo[7.6.1.17,12.01,12.02,7]heptadecane-5,3'-pyran]-8-yl] acetate",FALSE,FALSE,TRUE,na,na,na,Dehydroaustin,C27 H30 O9,L3.3
FT_17.159_263.12778,C15 H18 O4,NA,C15 H18 O4,C15 H18 O4,1.9762797,Ustusorane A,TRUE,TRUE,TRUE,keeping cmmrt,NA,na,Ustusorane A,C15 H18 O4,L3.3
FT_17.159_263.12778,C15 H18 O4,NA,C15 H18 O4,C15 H18 O4,1.9387785,Farinosin,TRUE,TRUE,TRUE,keeping cmmrt,NA,na,Ustusorane A,C15 H18 O4,L3.3
FT_17.159_263.12778,C15 H18 O4,NA,C15 H18 O4,C15 H18 O4,1.9087807,"2-(2-Hydroxy-1,3,3-trimethyl-4-oxocyclopentyl)-5-methylcyclohexa-2,5-diene-1,4-dione",TRUE,TRUE,TRUE,keeping cmmrt,NA,na,Ustusorane A,C15 H18 O4,L3.3
FT_17.193_201.16373,C15 H20,NA,C15 H20,C15 H20,1.3984786,alpha-Corocalene,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_17.193_201.16373,C15 H20,NA,C15 H20,C15 H20,1.3658966,"3,4-Dihydrocadalene",TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_17.193_201.16373,C15 H20,NA,C15 H20,C15 H20,1.3343427,beta-Calacorene,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_17.198_257.13835,C13 H20 O5,NA,C13 H20 O5,C13 H20 O5,2.0857892,"2-[4-(3-Hydroxypropyl)-2-methoxyphenoxy]-1,3-propanediol",TRUE,TRUE,TRUE,keeping sirius,54.47,na,ethyl 3-(2-methoxycarbonylcyclopentyl)-3-methyl-oxirane-2-carboxylate,C13 H20 O5,L3.3
FT_17.198_257.13835,C13 H20 O5,NA,C13 H20 O5,C13 H20 O5,1.9003606,"1-Methoxy-1-(2,4,5-trimethoxyphenyl)-2-propanol",TRUE,TRUE,TRUE,keeping sirius,54.47,na,ethyl 3-(2-methoxycarbonylcyclopentyl)-3-methyl-oxirane-2-carboxylate,C13 H20 O5,L3.3
FT_17.202_417.22730,C24 H32 O6,NA,C24 H32 O6,C24 H32 O6,1.788727,Hellebrigenin,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_17.202_417.22730,C24 H32 O6,NA,C24 H32 O6,C24 H32 O6,1.5978535,Armillyl everninate,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_17.202_417.22730,C24 H32 O6,NA,C24 H32 O6,C24 H32 O6,1.4571074,Terreustoxin H,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_17.219_247.13284,C15 H18 O3,NA,C15 H18 O3,C15 H18 O3,1.6518997,annuolide A,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_17.219_247.13284,C15 H18 O3,NA,C15 H18 O3,C15 H18 O3,1.6425586,Annuolide C,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_17.219_247.13284,C15 H18 O3,NA,C15 H18 O3,C15 H18 O3,1.5978628,"2-Methyl-5-(1,2,2-trimethyl-4-oxocyclopentyl)cyclohexa-2,5-diene-1,4-dione",TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_17.223_251.12775,C14 H18 O4,NA,C14 H18 O4,C14 H18 O4,2.1283073,Helinorbisabone,TRUE,TRUE,TRUE,"Similar structures, keeping sirius",67.13,na,Preremirol,C14 H18 O4,L3.3
FT_17.223_251.12775,C14 H18 O4,NA,C14 H18 O4,C14 H18 O4,1.9759146,2-Hydroxy-3-[4-hydroxy-3-(3-methylbut-2-enyl)phenyl]propanoic acid,TRUE,TRUE,TRUE,"Similar structures, keeping sirius",67.13,na,Preremirol,C14 H18 O4,L3.3
FT_17.223_251.12775,C14 H18 O4,NA,C14 H18 O4,C14 H18 O4,1.8154678,NA,TRUE,TRUE,TRUE,"Similar structures, keeping sirius",67.13,na,Preremirol,C14 H18 O4,L3.3
FT_17.226_191.10667,C12 H14 O2,NA,C12 H14 O2,C12 H14 O2,3.3038597,"(2S,3R)-2-[(E)-hept-1-en-3,5-diynyl]oxan-3-ol",TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_17.226_191.10667,C12 H14 O2,NA,C12 H14 O2,C12 H14 O2,1.4169343,Prenyl benzoate,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_17.226_191.10667,C12 H14 O2,NA,C12 H14 O2,C12 H14 O2,1.4137564,Butylphthalide,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_17.249_329.13776,C13 H21 N4 O4 P,NA,C19 H20 O5,C19 H20 O5,1.4596628,NA,FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_17.249_329.13776,C13 H21 N4 O4 P,NA,C19 H20 O5,C19 H20 O5,1.445558,NA,FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_17.249_329.13776,C13 H21 N4 O4 P,NA,C19 H20 O5,C19 H20 O5,1.4179698,NA,FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_17.251_213.12736,C9 H17 N4 P,NA,C15 H16 O,C15 H16 O,1.4804236,1-(4-Methoxyphenyl)-2-phenylethane,FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_17.251_213.12736,C9 H17 N4 P,NA,C15 H16 O,C15 H16 O,1.4788436,Pyrocurzerenone,FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_17.251_213.12736,C9 H17 N4 P,NA,C15 H16 O,C15 H16 O,1.4781665,"11,12-Dihydrolactaroviolin",FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_17.267_383.13378,C19 H26 O4 S2,NA,C18 H22 O9,C18 H22 O9,2.8119292,"3,4,5-trihydroxy-6-[(E)-5-(4-methoxyphenyl)-3-oxopent-4-enoxy]oxane-2-carboxylic acid",FALSE,FALSE,TRUE,na,na,na,"3,4,5-trihydroxy-6-[(E)-5-(4-methoxyphenyl)-3-oxopent-4-enoxy]oxane-2-carboxylic acid",C18 H22 O9,L3.3
FT_17.267_383.13378,C19 H26 O4 S2,NA,C18 H22 O9,C18 H22 O9,2.6562107,"3,4,5-trihydroxy-6-[5-methoxy-2-[(E)-3-oxopent-1-enyl]phenoxy]oxane-2-carboxylic acid",FALSE,FALSE,TRUE,na,na,na,"3,4,5-trihydroxy-6-[(E)-5-(4-methoxyphenyl)-3-oxopent-4-enoxy]oxane-2-carboxylic acid",C18 H22 O9,L3.3
FT_17.267_383.13378,C19 H26 O4 S2,NA,C18 H22 O9,C18 H22 O9,2.4336278,"3,4,5-trihydroxy-6-[(E)-5-(4-methoxyphenyl)-3-oxopent-4-en-2-yl]oxyoxane-2-carboxylic acid",FALSE,FALSE,TRUE,na,na,na,"3,4,5-trihydroxy-6-[(E)-5-(4-methoxyphenyl)-3-oxopent-4-enoxy]oxane-2-carboxylic acid",C18 H22 O9,L3.3
FT_17.284_481.18567,C27 H28 O8,NA,C27 H28 O8,NA,NA,NA,TRUE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_17.295_491.16842,C19 H27 N10 P S2,NA,NA,C28 H26 O8,1.4835975,NA,FALSE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_17.295_491.16842,C19 H27 N10 P S2,NA,NA,C28 H26 O8,1.3073338,Edulisin I,FALSE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_17.296_347.14901,C13 H23 N4 O5 P,NA,C19 H22 O6,C20 H18 N4 O2,3.626634,Lepidine D,FALSE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_17.296_347.14901,C13 H23 N4 O5 P,NA,C19 H22 O6,C20 H18 N4 O2,3.616323,Lepidine E,FALSE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_17.296_347.14901,C13 H23 N4 O5 P,NA,C19 H22 O6,C20 H18 N4 O2,3.581335,Lepidine B,FALSE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_17.300_219.10156,C13 H14 O3,NA,C13 H14 O3,C13 H14 O3,2.2557712,Asperfuran,TRUE,TRUE,TRUE,keeping sirius,59.24,na,4-Methoxy-3-(3-methylbut-2-enoyl)benzaldehyde,C13 H14 O3,L3.3
FT_17.300_219.10156,C13 H14 O3,NA,C13 H14 O3,C13 H14 O3,2.1924696,(R)-Bitalin A,TRUE,TRUE,TRUE,keeping sirius,59.24,na,4-Methoxy-3-(3-methylbut-2-enoyl)benzaldehyde,C13 H14 O3,L3.3
FT_17.300_219.10156,C13 H14 O3,NA,C13 H14 O3,C13 H14 O3,1.4377686,Toxol,TRUE,TRUE,TRUE,keeping sirius,59.24,na,4-Methoxy-3-(3-methylbut-2-enoyl)benzaldehyde,C13 H14 O3,L3.3
FT_17.303_481.15020,C27 H28 O4 S2,NA,C26 H24 O9,NA,NA,NA,FALSE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_17.315_521.21496,C27 H32 N6 O S2,NA,C30 H32 O8,C30 H32 O8,1.3180789,Divanillyltetrahydrofuran ferulate,FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_17.318_467.20648,C22 H27 N8 O2 P,NA,C27 H30 O7,C28 H26 N4 O3,1.4792163,5-N-acetyl-15b-didehydroardeemin,FALSE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_17.318_467.20648,C22 H27 N8 O2 P,NA,C27 H30 O7,C28 H26 N4 O3,1.3602917,Indolocarbazole nitrogen derivative,FALSE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_17.318_467.20648,C22 H27 N8 O2 P,NA,C27 H30 O7,C27 H30 O7,1.272695,Terreulactone B,FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_17.323_287.12714,C17 H18 O4,NA,NA,C17 H18 O4,1.6915028,Diphenolic acid,FALSE,TRUE,FALSE,delete,delete,delete,delete,delete,delete
FT_17.323_287.12714,C17 H18 O4,NA,NA,C16 H22 O Si2,1.4690491,"1,1,3,3-Tetramethyl-1,3-diphenyldisiloxane",FALSE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_17.323_287.12714,C17 H18 O4,NA,NA,C17 H18 O4,1.4270822,Sativan,FALSE,TRUE,FALSE,delete,delete,delete,delete,delete,delete
FT_17.336_189.12740,C13 H16 O,NA,C13 H16 O,C13 H16 O,1.4880744,2-Benzylidenehexanal,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_17.336_189.12740,C13 H16 O,NA,C13 H16 O,C13 H16 O,1.4751501,5-Methyl-2-phenyl-2-hexenal,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_17.336_189.12740,C13 H16 O,NA,C13 H16 O,C13 H16 O,1.4738415,"3,3,5,6-Tetramethyl-1-indanone",TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_17.341_437.15793,C21 H20 N6 O5,NA,C25 H24 O7,C25 H24 O7,1.4383649,Artonin E,FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_17.341_437.15793,C21 H20 N6 O5,NA,C25 H24 O7,C25 H24 O7,1.2948494,Artonin J,FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_17.341_437.15793,C21 H20 N6 O5,NA,C25 H24 O7,C25 H24 O7,1.2642686,Albanin B,FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_17.349_343.15382,C14 H23 N4 O4 P,NA,C20 H22 O5,C20 H22 O5,2.321884,Deoxymiroestrol,FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_17.349_343.15382,C14 H23 N4 O4 P,NA,C20 H22 O5,C20 H22 O5,1.4872726,NA,FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_17.349_343.15382,C14 H23 N4 O4 P,NA,C20 H22 O5,C20 H22 O5,1.4826654,7-Hydroxyaustrobailignan 5,FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_17.364_315.19562,C20 H26 O3,NA,C20 H26 O3,C20 H26 O3,1.4901593,"10-Hydroxyestra-1,4-dien-3-one acetate",TRUE,TRUE,TRUE,keeping sirius,67.05,na,"(4aS,10aR,11bR)-4,4,8,11b-tetramethyl-1,2,3,4a,5,7,10a,11-octahydronaphtho[2,1-f][1]benzofuran-6,9-dione",C20 H26 O3,L3.3
FT_17.364_315.19562,C20 H26 O3,NA,C20 H26 O3,C20 H26 O3,1.4900758,"Methyl cis-p-coumarate 3-(3,7-dimethyl-2,6-octadienyl)",TRUE,TRUE,TRUE,keeping sirius,67.05,na,"(4aS,10aR,11bR)-4,4,8,11b-tetramethyl-1,2,3,4a,5,7,10a,11-octahydronaphtho[2,1-f][1]benzofuran-6,9-dione",C20 H26 O3,L3.3
FT_17.364_315.19562,C20 H26 O3,NA,C20 H26 O3,C20 H26 O3,1.4899642,Yucalexin B5,TRUE,TRUE,TRUE,keeping sirius,67.05,na,"(4aS,10aR,11bR)-4,4,8,11b-tetramethyl-1,2,3,4a,5,7,10a,11-octahydronaphtho[2,1-f][1]benzofuran-6,9-dione",C20 H26 O3,L3.3
FT_17.376_239.20049,C15 H26 O2,NA,C15 H26 O2,C15 H26 O2,1.8057793,Seiricardine A,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
