FeatureID,Formula_CD,Potential_fragment,Formula_sirius,Formula_cmmrt,zscore_cmmrt,name_cmmrt,cd_vs_sirius,cd_vs_cmmrt,cmmrt_vs_sirius,Notes_name,Sirius_structure_percentage,use_Sirius_class,Final_name,Keep_formula,Final_annotation_comment
FT_16.287_233.08085,C13 H12 O4,NA,C13 H12 O4,C13 H12 O4,2.518024,Cassiachromone,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_16.287_233.08085,C13 H12 O4,NA,C13 H12 O4,C13 H12 O4,2.0279436,Altholactone,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_16.302_310.20126,C10 H27 N7 O2 S,NA,NA,C17 H27 N O4,3.079632,Metipranolol,FALSE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_16.302_310.20126,C10 H27 N7 O2 S,NA,NA,C17 H27 N O4,2.9154093,Corgard,FALSE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_16.308_305.13835,C17 H20 O5,NA,C17 H20 O5,C17 H20 O5,1.6614606,p-Hpea-eda,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_16.308_305.13835,C17 H20 O5,NA,C17 H20 O5,C17 H20 O5,1.6614606,3'-Deoxyoleacein,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_16.308_305.13835,C17 H20 O5,NA,C17 H20 O5,C17 H20 O5,1.4978175,NA,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_16.309_285.10996,C10 H21 O7 P,NA,NA,C17 H16 O4,1.4033014,Propylene glycol dibenzoate,FALSE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_16.309_285.10996,C10 H21 O7 P,NA,NA,C17 H16 O4,1.3866899,"1-(2-Hydroxy-4,6-dimethoxyphenyl)-3-phenyl-2-propen-1-one",FALSE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_16.309_285.10996,C10 H21 O7 P,NA,NA,C17 H16 O4,1.3866899,Flavokawain b,FALSE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_16.320_275.12763,C16 H18 O4,NA,C16 H18 O4,C16 H18 O4,1.9223238,"4,4'-Dihydroxy-3,5-dimethoxydihydrostilbene",TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_16.320_275.12763,C16 H18 O4,NA,C16 H18 O4,C16 H18 O4,1.7622614,"3',4-Dihydroxy-3,5'-dimethoxybibenzyl",TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_16.320_275.12763,C16 H18 O4,NA,C16 H18 O4,C16 H18 O4,1.6066374,"3,3'-Dihydroxy-4,5dimethoxybibenzyl",TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_16.326_319.15401,C18 H22 O5,NA,C18 H22 O5,C18 H22 O5,1.5822645,4-Hydroxyenterodiol,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_16.326_319.15401,C18 H22 O5,NA,C18 H22 O5,C18 H22 O5,1.40769,"Bis(2,3-dimethoxy-5-methylphenyl) ether",TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_16.326_319.15401,C18 H22 O5,NA,C18 H22 O5,C18 H22 O5,1.3973855,6-Hydroxyenterodiol,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_16.338_219.10158,C13 H14 O3,NA,C13 H14 O3,C13 H14 O3,2.1739357,Asperfuran,TRUE,TRUE,TRUE,keeping sirius,53.13,na,"(2E,6E)-5-hydroxy-7-phenylhepta-2,6-dienoic acid",C13 H14 O3,L3.3
FT_16.338_219.10158,C13 H14 O3,NA,C13 H14 O3,C13 H14 O3,2.1112323,(R)-Bitalin A,TRUE,TRUE,TRUE,keeping sirius,53.13,na,"(2E,6E)-5-hydroxy-7-phenylhepta-2,6-dienoic acid",C13 H14 O3,L3.3
FT_16.338_219.10158,C13 H14 O3,NA,C13 H14 O3,C13 H14 O3,1.3556424,Toxol,TRUE,TRUE,TRUE,keeping sirius,53.13,na,"(2E,6E)-5-hydroxy-7-phenylhepta-2,6-dienoic acid",C13 H14 O3,L3.3
FT_16.352_205.15865,C14 H20 O,NA,C14 H20 O,C14 H20 O,1.4099705,"4-(1,1-Dimethylpropyl)-2-(2-propen-1-yl)-phenol",TRUE,TRUE,TRUE,keeping sirius,61.87,na,"1-[(4aR)-4a,8-dimethyl-4,5,6,7-tetrahydro-3H-naphthalen-2-yl]ethanone",C14 H20 O,L3.3
FT_16.352_205.15865,C14 H20 O,NA,C14 H20 O,C14 H20 O,1.4085526,2-Benzylheptan-1-al,TRUE,TRUE,TRUE,keeping sirius,61.87,na,"1-[(4aR)-4a,8-dimethyl-4,5,6,7-tetrahydro-3H-naphthalen-2-yl]ethanone",C14 H20 O,L3.3
FT_16.352_205.15865,C14 H20 O,NA,C14 H20 O,C14 H20 O,1.4071202,3-Benzyl-4-heptanone,TRUE,TRUE,TRUE,keeping sirius,61.87,na,"1-[(4aR)-4a,8-dimethyl-4,5,6,7-tetrahydro-3H-naphthalen-2-yl]ethanone",C14 H20 O,L3.3
FT_16.353_177.16380,C13 H20,NA,C13 H20,C13 H20,1.3999804,"3,5,7-Trimethyl-2E,4E,6E,8E-decatetraene",TRUE,TRUE,TRUE,"match name cmmrt, sirius",63.33,na,"Megastigma-4,6(E),8(Z)-triene",C13 H20,L3.1
FT_16.353_177.16380,C13 H20,NA,C13 H20,C13 H20,1.3353359,"(6E,8E)-4,6,8-Megastigmatriene",TRUE,TRUE,TRUE,"match name cmmrt, sirius",63.33,na,"Megastigma-4,6(E),8(Z)-triene",C13 H20,L3.1
FT_16.353_177.16380,C13 H20,NA,C13 H20,C13 H20,1.3353359,"Megastigma-4,6(E),8(Z)-triene",TRUE,TRUE,TRUE,"match name cmmrt, sirius",63.33,na,"Megastigma-4,6(E),8(Z)-triene",C13 H20,L3.1
FT_16.354_245.15123,C12 H16 N6,NA,C16 H20 O2,C11 H20 N2 O4,3.5692067,Isoleucyl-hydroxyproline,FALSE,FALSE,FALSE,na,na,na,Isoleucyl-hydroxyproline,C11 H20 N2 O4,L3.3
FT_16.354_245.15123,C12 H16 N6,NA,C16 H20 O2,C11 H20 N2 O4,3.569114,1-(2-Amino-4-methylpentanoyl)-4-hydroxypyrrolidine-2-carboxylic acid,FALSE,FALSE,FALSE,na,na,na,Isoleucyl-hydroxyproline,C11 H20 N2 O4,L3.3
FT_16.354_245.15123,C12 H16 N6,NA,C16 H20 O2,C11 H20 N2 O4,3.5602357,Hydroxyprolyl-Leucine,FALSE,FALSE,FALSE,na,na,na,Isoleucyl-hydroxyproline,C11 H20 N2 O4,L3.3
FT_16.372_335.14903,C18 H22 O6,NA,C18 H22 O6,C16 H19 F N4 O3,3.2966568,Amifloxacin,TRUE,FALSE,FALSE,keeping sirius,54.64,na,"methyl 10-(acetoxymethyl)-3-methylene-2-oxo-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-6-carboxylate",C18 H22 O6,L3.3
FT_16.372_335.14903,C18 H22 O6,NA,C18 H22 O6,C14 H26 N2 O3 S2,2.7626944,"(2R)-2-amino-6-[5-(1,2-dithiolan-3-yl)pentanamido]hexanoic acid",TRUE,FALSE,FALSE,keeping sirius,54.64,na,"methyl 10-(acetoxymethyl)-3-methylene-2-oxo-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-6-carboxylate",C18 H22 O6,L3.3
FT_16.372_335.14903,C18 H22 O6,NA,C18 H22 O6,C18 H22 O6,1.8323346,Asteltoxin G,TRUE,TRUE,TRUE,keeping sirius,54.64,na,"methyl 10-(acetoxymethyl)-3-methylene-2-oxo-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-6-carboxylate",C18 H22 O6,L3.3
FT_16.386_461.25141,C23 H36 N6 S2,NA,NA,C26 H36 O7,1.3761568,Austalide P,FALSE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_16.386_461.25141,C23 H36 N6 S2,NA,NA,C26 H36 O7,1.371268,Tropolactone D,FALSE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_16.399_421.25865,C25 H40 O S2,NA,NA,C24 H36 O6,1.3447332,"Dimethyl 3-methoxy-4-oxo-5-(8,11,14-pentadecatrienyl)-2-hexenedioate",FALSE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_16.404_369.16933,C22 H24 O5,NA,C22 H24 O5,C22 H24 O5,1.4166062,"9-Hydroxy-4-(3,7-dimethyl-2,6-octadienyloxy)-psoralen",TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_16.404_369.16933,C22 H24 O5,NA,C22 H24 O5,C19 H28 O5 S,1.4122684,Dehydroepiandrosterone sulfate,TRUE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_16.404_369.16933,C22 H24 O5,NA,C22 H24 O5,C22 H24 O5,1.4118866,"4,4-Bis(p-hydroxyphenyl)-3-hexanone diacetate",TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_16.412_283.08124,C13 H14 O7,NA,C13 H14 O7,NA,NA,NA,TRUE,FALSE,FALSE,na,69.92,na,"Trimethyl 5-methoxybenzene-1,2,4-tricarboxylate",C13 H14 O7,L3.3
FT_16.449_445.14934,C16 H32 N2 O6 S3,NA,C23 H24 O9,NA,NA,NA,FALSE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_16.461_223.06004,C11 H10 O5,NA,C11 H10 O5,C11 H10 O5,2.660888,Sphagnum acid,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_16.461_223.06004,C11 H10 O5,NA,C11 H10 O5,C11 H10 O5,2.3327324,2-Succinylbenzoate,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_16.461_223.06004,C11 H10 O5,NA,C11 H10 O5,C11 H10 O5,2.2078633,2-Hydroxy-7-hydroxymethylchromene-2-carboxylate,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_16.465_279.15705,C10 H23 N4 O3 P,NA,C16 H22 O4,C16 H22 O4,1.7415998,NA,FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_16.465_279.15705,C10 H23 N4 O3 P,NA,C16 H22 O4,C16 H22 O4,1.6107395,NA,FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_16.465_279.15705,C10 H23 N4 O3 P,NA,C16 H22 O4,C16 H22 O4,1.5988736,Asperspin A,FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_16.529_389.15938,C21 H24 O7,NA,C21 H24 O7,C21 H25 ClN2 O3,3.1609962,4-(4-((4-Chlorophenyl)(pyridin-2-yl)methoxy)piperidin-1-yl)butanoic acid,TRUE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_16.529_389.15938,C21 H24 O7,NA,C21 H24 O7,C21 H25 ClN2 O3,2.2554355,Cetirizine,TRUE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_16.529_389.15938,C21 H24 O7,NA,C21 H24 O7,C21 H25 ClN2 O3,2.2554355,Levocetirizine,TRUE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_16.538_405.19068,C23 H32 O2 S2,NA,C22 H28 O7,C22 H28 O7,1.9239495,"(2S,4R,6S)-2-[2-(4-hydroxy-3-methoxyphenyl)ethyl]tetrahydro-6-(4-hydroxy-3,5-dimethoxyphenyl)-2H-pyran-4-ol",FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_16.538_405.19068,C23 H32 O2 S2,NA,C22 H28 O7,C22 H28 O7,1.7278727,CID 442047,FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_16.538_405.19068,C23 H32 O2 S2,NA,C22 H28 O7,C22 H28 O7,1.7019211,Dihydroclusin,FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_16.545_467.20649,C27 H30 O7,NA,C27 H30 O7,C28 H26 N4 O3,1.4197873,5-N-acetyl-15b-didehydroardeemin,TRUE,FALSE,FALSE,"Similar structures, keeping sirius",74.8,na,"(7R,8R)-8-(3,4-dimethoxyphenyl)-5,7-dihydroxy-2,2-dimethyl-10-(3-methylbut-2-enyl)-7,8-dihydropyrano[3,2-g]chromen-6-one",C27 H30 O7,L3.3
FT_16.545_467.20649,C27 H30 O7,NA,C27 H30 O7,C28 H26 N4 O3,1.2936546,Indolocarbazole nitrogen derivative,TRUE,FALSE,FALSE,"Similar structures, keeping sirius",74.8,na,"(7R,8R)-8-(3,4-dimethoxyphenyl)-5,7-dihydroxy-2,2-dimethyl-10-(3-methylbut-2-enyl)-7,8-dihydropyrano[3,2-g]chromen-6-one",C27 H30 O7,L3.3
FT_16.545_467.20649,C27 H30 O7,NA,C27 H30 O7,C27 H30 O7,1.2050818,Terreulactone B,TRUE,TRUE,TRUE,"Similar structures, keeping sirius",74.8,na,"(7R,8R)-8-(3,4-dimethoxyphenyl)-5,7-dihydroxy-2,2-dimethyl-10-(3-methylbut-2-enyl)-7,8-dihydropyrano[3,2-g]chromen-6-one",C27 H30 O7,L3.3
FT_16.567_353.15961,C11 H24 N6 O5 S,NA,C18 H24 O7,C21 H22 N O4+,1.4645779,Palmatine,FALSE,FALSE,FALSE,na,na,na,"3-(7-hydroxy-4-methoxycarbonyl-9-methyl-11-oxo-10-oxatricyclo[6.3.2.0^{1,7}]tridec-3-en-9-yl)propanoic acid",C18 H24 O7,L3.3
FT_16.567_353.15961,C11 H24 N6 O5 S,NA,C18 H24 O7,C18 H24 O7,1.375638,"3-Hydroxy-1-(8-hydroxy-6-methoxy-3-methyl-1-oxo-3,4-dihydro-1H-2-benzopyran-7-yl)-3-methylbutan-2-yl acetate",FALSE,FALSE,TRUE,na,na,na,"3-(7-hydroxy-4-methoxycarbonyl-9-methyl-11-oxo-10-oxatricyclo[6.3.2.0^{1,7}]tridec-3-en-9-yl)propanoic acid",C18 H24 O7,L3.3
FT_16.573_343.15385,C20 H22 O5,NA,C20 H22 O5,C20 H22 O5,2.2559304,Deoxymiroestrol,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_16.573_343.15385,C20 H22 O5,NA,C20 H22 O5,C20 H22 O5,1.4283143,NA,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_16.573_343.15385,C20 H22 O5,NA,C20 H22 O5,C20 H22 O5,1.4238288,7-Hydroxyaustrobailignan 5,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_16.595_379.17386,C16 H30 N2 O4 S2,NA,C20 H26 O7,C20 H26 O7,2.7307017,Carinol,FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_16.595_379.17386,C16 H30 N2 O4 S2,NA,C20 H26 O7,C20 H26 O7,2.4492898,"Gibbane-1,10-dicarboxylic acid, 2,3,5-trihydroxy-4a-(hydroxymethyl)-1-methyl-8-methylene-, 1,4a-lactone, (1alpha,2beta,3beta,4aalpha,4bbeta,5beta,10beta)-",FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_16.595_379.17386,C16 H30 N2 O4 S2,NA,C20 H26 O7,C20 H26 O7,2.4326859,Chaparrinone,FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_16.598_499.19643,C27 H30 O9,NA,C27 H30 O9,C27 H30 O9,1.4314135,"[(2S)-2,2',2',9,13-pentamethyl-6,16-dimethylidene-6',11,15-trioxospiro[10,14,17-trioxapentacyclo[7.6.1.17,12.01,12.02,7]heptadecane-5,3'-pyran]-8-yl] acetate",TRUE,TRUE,TRUE,"Name not  match, cmmrt name from fungi",less 50,na,Dehydroaustin,C27 H30 O9,L3.3
FT_16.598_499.19643,C27 H30 O9,NA,C27 H30 O9,C27 H30 O9,1.4314135,Dehydroaustin,TRUE,TRUE,TRUE,"Name not  match, cmmrt name from fungi",less 50,na,Dehydroaustin,C27 H30 O9,L3.3
FT_16.600_511.19644,C29 H34 O4 S2,NA,C28 H30 O9,C28 H30 O9,1.4012365,Territrema(RG),FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_16.600_511.19644,C29 H34 O4 S2,NA,C28 H30 O9,C28 H30 O9,1.3385912,Isophysalin B,FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_16.600_511.19644,C29 H34 O4 S2,NA,C28 H30 O9,C28 H30 O9,1.2706938,Physalin B,FALSE,FALSE,TRUE,delete,delete,delete,delete,delete,delete
FT_16.641_301.28498,C17 H36 N2 O2,NA,C17 H36 N2 O2,NA,NA,NA,TRUE,FALSE,FALSE,na,82.43,na,3-(Dodecanoylamino)propyl-hydroxy-dimethylazanium,C17 H36 N2 O2,L3.3
FT_16.666_291.15902,C17 H22 O4,NA,C17 H22 O4,C17 H22 O4,1.4351021,Laurenobiolide,TRUE,TRUE,TRUE,Similar structure keeping cmmrt,33.73,na,Laurenoniolide,C17 H22 O4,L3.3
FT_16.666_291.15902,C17 H22 O4,NA,C17 H22 O4,C17 H22 O4,1.4351021,Laurenoniolide,TRUE,TRUE,TRUE,Similar structure keeping cmmrt,33.73,na,Laurenoniolide,C17 H22 O4,L3.3
FT_16.666_291.15902,C17 H22 O4,NA,C17 H22 O4,C17 H22 O4,1.4306225,(-)-Odemasin A,TRUE,TRUE,TRUE,Similar structure keeping cmmrt,33.73,na,Laurenoniolide,C17 H22 O4,L3.3
FT_16.668_291.12280,C16 H18 O5,NA,C16 H18 O5,C16 H18 O5,1.7637868,Wentilactone B,TRUE,TRUE,TRUE,keeping sirius,67.89,na,"2-(5-acetyl-6-methoxy-2,3-dihydrobenzofuran-2-yl)allyl acetate",C16 H18 O5,L3.3
FT_16.668_291.12280,C16 H18 O5,NA,C16 H18 O5,C16 H18 O5,1.7637868,Unii-8jti620gsi,TRUE,TRUE,TRUE,keeping sirius,67.89,na,"2-(5-acetyl-6-methoxy-2,3-dihydrobenzofuran-2-yl)allyl acetate",C16 H18 O5,L3.3
FT_16.668_291.12280,C16 H18 O5,NA,C16 H18 O5,C16 H18 O5,1.697544,5-O-Methylvisamminol,TRUE,TRUE,TRUE,keeping sirius,67.89,na,"2-(5-acetyl-6-methoxy-2,3-dihydrobenzofuran-2-yl)allyl acetate",C16 H18 O5,L3.3
FT_16.686_287.16414,C18 H22 O3,NA,C18 H22 O3,C14 H18 N6 O,3.289369,Abacavir,TRUE,FALSE,FALSE,"Similar structure sirius (not first option), keeping sirius",58.94,na,"Estradiol-3,4-quinone",C18 H22 O3,L3.3
FT_16.686_287.16414,C18 H22 O3,NA,C18 H22 O3,C18 H22 O3,1.5924015,2-Hydroxyestrone,TRUE,TRUE,TRUE,"Similar structure sirius (not first option), keeping sirius",58.94,na,"Estradiol-3,4-quinone",C18 H22 O3,L3.3
FT_16.686_287.16414,C18 H22 O3,NA,C18 H22 O3,C18 H22 O3,1.5210532,"Estra-1,3,5(10)-triene-3,4-diol-17-one",TRUE,TRUE,TRUE,"Similar structure sirius (not first option), keeping sirius",58.94,na,"Estradiol-3,4-quinone",C18 H22 O3,L3.3
FT_16.721_209.08081,C11 H12 O4,NA,C11 H12 O4,C11 H12 O4,2.9041667,NA,TRUE,TRUE,TRUE,keeping sirius,79.79,na,Methyl 4-hydroxy-3-methoxy-cinnamate,C11 H12 O4,L3.3
FT_16.721_209.08081,C11 H12 O4,NA,C11 H12 O4,C11 H12 O4,2.7797441,NA,TRUE,TRUE,TRUE,keeping sirius,79.79,na,Methyl 4-hydroxy-3-methoxy-cinnamate,C11 H12 O4,L3.3
FT_16.721_209.08081,C11 H12 O4,NA,C11 H12 O4,C11 H12 O4,2.720557,NA,TRUE,TRUE,TRUE,keeping sirius,79.79,na,Methyl 4-hydroxy-3-methoxy-cinnamate,C11 H12 O4,L3.3
FT_16.723_281.10198,C14 H16 O6,NA,C14 H16 O6,C14 H16 O6,2.1189902,"(Z)-3-[4,5-dihydroxy-2-(2-hydroxypropan-2-yl)-2,3-dihydro-1-benzofuran-7-yl]prop-2-enoic acid",TRUE,TRUE,TRUE,keeping cmmrt,NA,na,"(Z)-3-[4,5-dihydroxy-2-(2-hydroxypropan-2-yl)-2,3-dihydro-1-benzofuran-7-yl]prop-2-enoic acid",C14 H16 O6,L3.3
FT_16.723_281.10198,C14 H16 O6,NA,C14 H16 O6,C14 H16 O6,1.5076319,Asperphenone C,TRUE,TRUE,TRUE,keeping cmmrt,NA,na,"(Z)-3-[4,5-dihydroxy-2-(2-hydroxypropan-2-yl)-2,3-dihydro-1-benzofuran-7-yl]prop-2-enoic acid",C14 H16 O6,L3.3
FT_16.740_201.09101,C13 H12 O2,NA,C13 H12 O2,C13 H12 O2,3.4737134,"(2S,3E,11E)-trideca-3,11-dien-5,7,9-triyne-1,2-diol",TRUE,TRUE,TRUE,keeping sirius,63.52,na,"1,4-Naphthalenedione, 2,3,6-trimethyl-",C13 H12 O2,L3.3
FT_16.740_201.09101,C13 H12 O2,NA,C13 H12 O2,C13 H12 O2,3.4737134,"(3E,11Z)-trideca-3,11-dien-5,7,9-triyne-1,2-diol",TRUE,TRUE,TRUE,keeping sirius,63.52,na,"1,4-Naphthalenedione, 2,3,6-trimethyl-",C13 H12 O2,L3.3
FT_16.740_201.09101,C13 H12 O2,NA,C13 H12 O2,C13 H12 O2,1.9250267,"(+)-(3S,4R)-3,4-dihydroxy-3,4-dihydrofluorene",TRUE,TRUE,TRUE,keeping sirius,63.52,na,"1,4-Naphthalenedione, 2,3,6-trimethyl-",C13 H12 O2,L3.3
FT_16.740_334.16488,C18 H23 N O5,NA,C18 H23 N O5,C18 H23 N O5,3.609681,Seneciphylline,TRUE,TRUE,TRUE,keeping sirius,59.04,na,"N-(sec-butyl)-2-(7,8-dimethoxy-4-methyl-2-oxo-2H-chromen-3-yl)acetamide",C18 H23 N O5,L3.3
FT_16.740_334.16488,C18 H23 N O5,NA,C18 H23 N O5,C18 H23 N O5,3.5837104,Narcissidine,TRUE,TRUE,TRUE,keeping sirius,59.04,na,"N-(sec-butyl)-2-(7,8-dimethoxy-4-methyl-2-oxo-2H-chromen-3-yl)acetamide",C18 H23 N O5,L3.3
FT_16.740_334.16488,C18 H23 N O5,NA,C18 H23 N O5,C18 H23 N O5,1.8743204,"3-hydroxy-7-(hydroxymethyl)-6-methyl-2-[(1E,3E)-nona-1,3-dien-1-yl]-6,7-dihydropyrano[2,3-c]pyrrole-4,5-dione",TRUE,TRUE,TRUE,keeping sirius,59.04,na,"N-(sec-butyl)-2-(7,8-dimethoxy-4-methyl-2-oxo-2H-chromen-3-yl)acetamide",C18 H23 N O5,L3.3
FT_16.740_339.12045,C16 H14 N6 O3,NA,C20 H18 O5,C20 H18 O5,1.7984816,Glyceollin III,FALSE,FALSE,TRUE,na,na,na,"(E)-1-(5,7-dihydroxy-2,2-dimethylchromen-6-yl)-3-(4-hydroxyphenyl)prop-2-en-1-one",C20H18O5,L3.3
FT_16.740_339.12045,C16 H14 N6 O3,NA,C20 H18 O5,C20 H18 O5,1.7984812,"1,2-Dihydro-2-(1-methylethenyl)-6H-benzofuro[3,2-c]furo[3,2-g][1]benzopyran-6a,9(11aH)-diol, 9CI",FALSE,FALSE,TRUE,na,na,na,"(E)-1-(5,7-dihydroxy-2,2-dimethylchromen-6-yl)-3-(4-hydroxyphenyl)prop-2-en-1-one",C20H18O5,L3.3
FT_16.740_339.12045,C16 H14 N6 O3,NA,C20 H18 O5,C20 H18 O5,1.7851939,"(1E,4Z,6E)-1-(4-Hydroxyphenyl)-5-hydroxy-7-(3-methoxy-4-hydroxyphenyl)-1,4,6-heptatriene-3-one",FALSE,FALSE,TRUE,na,na,na,"(E)-1-(5,7-dihydroxy-2,2-dimethylchromen-6-yl)-3-(4-hydroxyphenyl)prop-2-en-1-one",C20H18O5,L3.3
FT_16.743_279.15689,C12 H18 N6 O2,NA,C16 H22 O4,C16 H22 O4,1.7647637,NA,FALSE,FALSE,TRUE,na,na,na,"2-(4-Hydroxy-3-methylbut-2-en-1-yl)-4-(3-methylbut-2-en-1-yl)benzene-1,3,5-triol",C16 H22 O4,L3.3
FT_16.743_279.15689,C12 H18 N6 O2,NA,C16 H22 O4,C16 H22 O4,1.6339995,NA,FALSE,FALSE,TRUE,na,na,na,"2-(4-Hydroxy-3-methylbut-2-en-1-yl)-4-(3-methylbut-2-en-1-yl)benzene-1,3,5-triol",C16 H22 O4,L3.3
FT_16.743_279.15689,C12 H18 N6 O2,NA,C16 H22 O4,C16 H22 O4,1.622153,Asperspin A,FALSE,FALSE,TRUE,na,na,na,"2-(4-Hydroxy-3-methylbut-2-en-1-yl)-4-(3-methylbut-2-en-1-yl)benzene-1,3,5-triol",C16 H22 O4,L3.3
FT_16.752_353.15975,C18 H24 O7,NA,C18 H24 O7,C21 H22 N O4+,1.4802711,Palmatine,TRUE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
FT_16.752_353.15975,C18 H24 O7,NA,C18 H24 O7,C18 H24 O7,1.3915784,"3-Hydroxy-1-(8-hydroxy-6-methoxy-3-methyl-1-oxo-3,4-dihydro-1H-2-benzopyran-7-yl)-3-methylbutan-2-yl acetate",TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_16.755_279.12274,C15 H18 O5,NA,C15 H18 O5,C15 H18 O5,2.4154418,CID 442189,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_16.755_279.12274,C15 H18 O5,NA,C15 H18 O5,C15 H18 O5,2.3174148,Isohelenol,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_16.755_279.12274,C15 H18 O5,NA,C15 H18 O5,C15 H18 O5,2.224961,Solanolone,TRUE,TRUE,TRUE,delete,delete,delete,delete,delete,delete
FT_16.762_297.13332,C9 H21 N4 O5 P,NA,C15 H20 O6,C15 H20 O6,3.4384072,Vomitoxin,FALSE,FALSE,TRUE,na,na,na,Deoxynivalenol,C15 H20 O6,L3.3
FT_16.762_297.13332,C9 H21 N4 O5 P,NA,C15 H20 O6,C15 H20 O6,3.438406,CID 442408,FALSE,FALSE,TRUE,na,na,na,Deoxynivalenol,C15 H20 O6,L3.3
FT_16.762_297.13332,C9 H21 N4 O5 P,NA,C15 H20 O6,C15 H20 O6,2.5039103,"2,6'-Dihydroxy-2,2',4-trimethylspiro[3a,4,5,7a-tetrahydrofuro[2,3-c]pyran-3,5'-cyclohex-2-ene]-1',7-dione",FALSE,FALSE,TRUE,na,na,na,Deoxynivalenol,C15 H20 O6,L3.3
FT_16.767_451.17509,C26 H26 O7,NA,C26 H26 O7,C26 H26 O7,1.4299463,"4-Benzyloxy-2'-hydroxy-3',4',5',6'-tetramethoxychalcone",TRUE,TRUE,TRUE,"match name cmmrt, sirius",47.74,na,"4-Benzyloxy-2'-hydroxy-3',4',5',6'-tetramethoxychalcone",C26 H26 O7,L3.1
FT_16.767_451.17509,C26 H26 O7,NA,C26 H26 O7,C26 H26 O7,1.3428044,Cycloaltilisin,TRUE,TRUE,TRUE,"match name cmmrt, sirius",47.74,na,"4-Benzyloxy-2'-hydroxy-3',4',5',6'-tetramethoxychalcone",C26 H26 O7,L3.1
FT_16.767_451.17509,C26 H26 O7,NA,C26 H26 O7,C26 H26 O7,1.3428044,Dihydroisocycloartomunin,TRUE,TRUE,TRUE,"match name cmmrt, sirius",47.74,na,"4-Benzyloxy-2'-hydroxy-3',4',5',6'-tetramethoxychalcone",C26 H26 O7,L3.1
FT_16.787_405.20633,C26 H28 O4,NA,C26 H28 O4,C23 H32 O4 S,1.2325273,"15beta-Hydroxy-7alpha-mercapto-pregn-4-ene-3,20-dione 7-acetate",TRUE,FALSE,FALSE,delete,delete,delete,delete,delete,delete
