FeatureID,Name,Formula,Annotation MW,Calc. MW,# mzCloud Results,# mzVault Results,mzCloud Best Match,KEGG ID,Potential_fragment,Notes,Action_decision,Sirus_notes,Sirius_percentage,Sirius_name,Sirius_formula,CMMRT_name,CMMRT_formula,Correlation_duplicated annotations,Final_name,Final_formula,Final_decision
FT_0.985_380.09553,"(2R)-7-Methoxy-3-oxo-3,4-dihydro-2H-1,4-benzoxazin-2-yl β-D-glucopyranoside",C15 H19 N O9,357.10598,379.08825,1,0,91.7,NA,NA,"Adduct 21.98 DA, bad match",L2,no result,na,na,na,Toxin B1,C10H17N7O7S,na,Toxin B1,C10H17N7O7S,L3.3
FT_1.068_150.11249,Triethanolamine,C6 H15 N O3,149.10519,149.10522,1,0,99.2,D00215,NA,"Lab-use synthetic compound, likely contaminant",keep formula only,na,na,na,na,na,na,na,no name,C6 H15 N O3,L4.3
FT_1.097_208.11789,Miglitol,C8 H17 N O5,207.11067,207.11061,1,0,84.1,C07708,NA,"Drug, likely contaminant",keep formula only,na,na,na,na,na,na,na,no name,C8 H17 N O5,L4.3
FT_1.107_527.15854,D-Raffinose,C18 H32 O16,504.16903,526.15127,3,0,88.2,NA,NA,"Adduct 21.98, duplicated",check with sirius,0,na,na,na,na,na,na,D-Raffinose,C18 H32 O16,L2
FT_1.125_423.08999,"5-hydroxy-6,8-dimethoxy-7-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-2H-chromen-2-one",C17 H20 O11,400.10056,422.08271,1,0,61.4,NA,NA,Adduct 21.98 DA,L2,na,na,na,na,na,na,na,"5-hydroxy-6,8-dimethoxy-7-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-2H-chromen-2-one",C17 H20 O11,L2
FT_1.177_180.08671,3-hydroxy-3-methylpentanedioic acid,C6 H10 O5,162.05282,162.05288,2,0,61.2,NA,NA,L2,L2,na,na,na,na,na,na,na,3-hydroxy-3-methylpentanedioic acid,C6 H10 O5,L2
FT_1.187_183.08644,Dulcitol,C6 H14 O6,182.07904,182.0791,1,0,69.6,C01697,NA,"L2, bad match",L2,na,na,na,na,Hexitol,C6H14O6,na,Dulcitol,C6 H14 O6,L2
FT_1.202_166.05326,Methionine sulfoxide,C5 H11 N O3 S,165.04596,165.04598,2,0,97.8,NA,NA,L2,L2,na,na,na,na,na,na,na,Methionine sulfoxide,C5 H11 N O3 S,L2
FT_1.228_196.06391,Triethylenephosphoramide,C6 H12 N3 O P,173.0718,195.05663,2,0,75.3,NA,NA,"Lab-use synthetic compound, likely contaminant",check with sirius,low confidence,na,na,na,na,na,na,no name,no formula,L5
FT_1.229_182.08459,2-Hydroxyphenylalanine,C9 H11 N O3,181.07389,181.07731,2,0,70.5,NA,NA,"Lab-use synthetic compound, likely contaminant",check with sirius,keep sirius,75.2,"AMMONIUM, TRIMETHYL(3-SULFOPROPYL)-, HYDROXIDE, inner salt",C6H15NO3S,na,na,na,no name,C6H15NO3S,L4.3
FT_1.236_106.04984,D-Serine,C3 H7 N O3,105.04259,105.04257,2,0,86.4,C00740,NA,L2,check with sirius,same annotation,na,na,na,na,na,na,D-Serine,C3 H7 N O3,L2
FT_1.237_290.08472,2-morpholinophenyl 2-thiophenecarboxylate,C15 H15 N O3 S,289.07726,289.07744,2,0,85.9,NA,NA,bad match,check with sirius,no result,na,na,na,(2S)-2-(3-carboxypropanamido)-6-oxoheptanedioic acid,C11H15NO8,na,(2S)-2-(3-carboxypropanamido)-6-oxoheptanedioic acid,C11H15NO8,L3.3
FT_1.242_452.13762,"N-[(1R,9R)-6-Oxo-11-(phenylsulfonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-5-yl]-2-pyrazinecarboxamide",C22 H21 N5 O4 S,451.13142,429.14841,1,0,73.4,NA,NA,"Adduct -21.98 DA, bad match",check with sirius,low confidence,69.37,O-(2-O-Mannopyranosyl-mannopyranosyl)serine,C15H27NO13,na,na,na,O-(2-O-Mannopyranosyl-mannopyranosyl)serine,C15H27NO13,L3.3
FT_1.251_162.07613,2-Aminoadipic acid,C6 H11 N O4,161.06881,161.06885,2,0,89.9,C00956,NA,L2,L2,na,na,na,na,na,na,na,2-Aminoadipic acid,C6 H11 N O4,L2
FT_1.257_278.08058,NP-019509,C15 H13 N O3,255.08954,277.0733,1,0,66.5,NA,NA,"Adduct 21.98 DA, bad match",check with sirius,low confidence,na,na,na,na,na,na,NP-019509,C15 H13 N O3,L2
FT_1.280_146.08119,NP-022231,C6 H13 N O4,163.08446,145.07392,1,0,62.4,NA,NA,Adduct -18.010 DA,L2,0,,na,na,na,na,na,NP-022231,C6 H13 N O4,L2
FT_1.295_173.09210,Prolylglycine,C7 H12 N2 O3,172.08479,172.08483,2,0,78.2,NA,NA,L2,L2,same name,na,na,na,na,na,na,Prolylglycine,C7 H12 N2 O3,L2
FT_1.309_127.03898,Phloroglucinol,C6 H6 O3,126.03169,126.03171,6,0,82.5,C02183,NA,L2,L2,na,na,na,na,na,na,na,Phloroglucinol,C6 H6 O3,L2
FT_1.316_381.07975,N1-(3-chlorophenyl)-2-[2-(trifluoromethyl)-4-quinolyl]hydrazine-1-carboxamide,C17 H12 Cl F3 N4 O,380.06517,380.07247,1,0,92.2,NA,NA,halogenated,check with sirius,low confidence,na,na,na,na,na,na,delete,delete,delete
FT_1.333_132.10188,6-Aminocaproic acid,C6 H13 N O2,131.09463,131.09461,3,0,82.1,C02378,NA,bad match,L2,0,74.58,Methylbetain,C6H13NO2,na,na,na,Methylbetain,C6H13NO2,L3.3
FT_1.337_527.15849,D-Raffinose,C18 H32 O16,504.16903,526.15122,3,0,90.1,NA,NA,"Adduct 21.98 DA, duplicated",check with sirius,no result,na,na,na,na,na,na,D-Raffinose,C18 H32 O16,L2
FT_1.363_244.07918,2-Fluoro-6-(4-methoxyphenoxy)benzonitrile,C14 H10 F N O2,243.06956,243.0719,1,0,86.8,NA,NA,halogenated,0,keep sirius,44.51,DeazaUrd,C10H13NO6,na,na,na,DeazaUrd,C10H13NO6,L3.3
FT_1.366_439.14234,"N-[5,10-Dioxo-1-(2-thienylacetyl)dodecahydrodipyrrolo[1,2-a:3',2'-E][1,4]diazepin-7-yl]cyclopropanecarboxamide",C20 H24 N4 O4 S,416.15183,438.13507,2,0,96.8,NA,NA,"Adduct 21,98 DA, bad match",check with sirius,no result,na,na,na,Kotanin,C24H22O8,na,Kotanin,C24H22O8,L3.3
FT_1.380_176.09175,"N3-Phenyl-1H-1,2,4-triazole-3,5-diamine",C8 H9 N5,175.0858,175.08447,1,0,67.4,NA,NA,Adduct -7.56 ppm,check with sirius,keep sirius,65.48,alpha-aminopimelate,C7H12NO4,na,na,na,alpha-aminopimelate,C7H12NO4,L3.3
FT_1.387_291.06866,"3-(5-phenyl-1,3-oxazol-2-yl)-4-(trifluoromethyl)pyridine",C15 H9 F3 N2 O,290.0667,290.06139,1,0,70.8,NA,NA,halogenated,0,"low confidence, keep formula only",na,na,C7H18N2O6S2,no result,no result,na,no name,C7H18N2O6S2,L4.3
FT_1.395_130.08623,Pipecolic acid,C6 H11 N O2,129.07898,129.07895,4,0,99.5,C00408,NA,L2,L2,na,na,na,na,na,na,na,Pipecolic acid,C6 H11 N O2,L2
FT_1.395_384.15018,N-Acetyl-D-lactosamine,C14 H25 N O11,383.14276,383.1429,1,0,64,C00611,NA,L2,L2,na,na,na,na,na,na,na,N-Acetyl-D-lactosamine,C14 H25 N O11,L2
FT_1.401_689.21129,Maltotetraose,C24 H42 O21,666.22186,688.20401,2,0,97.9,NA,NA,Adduct 21.98 DA,L2,na,na,na,na,na,na,na,Maltotetraose,C24 H42 O21,L2
FT_1.411_187.10776,L-Alanyl-L-proline,C8 H14 N2 O3,186.10044,186.10048,1,0,79.3,NA,NA,L2,L2,same name,na,na,na,na,na,na,L-Alanyl-L-proline,C8 H14 N2 O3,L2
FT_1.411_527.15849,D-Raffinose,C18 H32 O16,504.16903,526.15122,3,0,93.2,NA,NA,"Adduct 21.99 DA, duplicated",check with sirius,low confidence,na,na,na,na,na,na,D-Raffinose,C18 H32 O16,L2
FT_1.412_210.07978,4-Morpholinepropanesulfonic acid,C7 H15 N O4 S,209.07218,209.07251,1,0,77.5,NA,NA,"Lab-use synthetic compound, likely contaminant",L2,na,na,na,na,na,na,na,no name,C7 H15 N O4 S,L4.3
FT_1.418_127.03894,Pyrogallol,C6 H6 O3,126.03169,126.03167,6,0,81.7,C01108,NA,L2,L2,na,na,na,na,na,na,na,Pyrogallol,C6 H6 O3,L2
FT_1.418_144.10191,DL-Stachydrine,C7 H13 N O2,143.09463,143.09463,2,0,97.2,NA,NA,L2,L2,same annotation,na,na,na,na,na,na,DL-Stachydrine,C7 H13 N O2,L2
FT_1.419_230.09584,L-Ergothioneine,C9 H15 N3 O2 S,229.0885,229.08856,1,0,93.9,NA,NA,L2,L2,na,na,na,na,na,na,na,L-Ergothioneine,C9 H15 N3 O2 S,L2
FT_1.420_246.14481,Methyl-1-pentyl-1H-indole-3-carboxylate,C15 H19 N O2,245.14158,245.13754,1,0,65.6,NA,NA,Adduct -16.49 ppm,check with sirius,keep sirius,83.26,Gln-Val,C10H19N3O4,na,na,0,Gln-Val,C10H19N3O4,L3.3
FT_1.421_252.14412,Prosulfocarb,C14 H21 N O S,251.13438,251.13685,1,0,64.4,NA,NA,Adduct 9.81 ppm,check with sirius,low confidence,na,na,na,same name,na,higher 0.9,Prosulfocarb,C14 H21 N O S,L2
FT_1.422_231.09760,Ethyldiphenylphosphine oxide,C14 H15 O P,230.08605,230.09032,2,0,72.4,NA,NA,"Adduct 18.57 ppm, bad match",check with sirius,keep sirius,72.62,Pro-Asp,C9H14N2O5,same name,na,na,Pro-Asp,C9H14N2O5,L3.1
FT_1.422_234.13368,"4-(1-adamantyl)-2-methyl-1,3-thiazole",C14 H19 N S,233.12382,233.1264,1,0,84.8,NA,NA,"low quality, delete",na,na,na,na,na,na,na,na,na,na,delete
FT_1.424_329.05770,"ethyl 4-(2-chloro-6-fluorophenyl)-6-methyl-2-thioxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate",C14 H14 Cl F N2 O2 S,328.04485,328.05043,2,0,63.4,NA,NA,halogenated,check with sirius,"no result, keep formula",na,na,C9H17N2O7PS,na,no result,na,no name,C9H17N2O7PS,L4.3
FT_1.426_272.12588,Normorphine,C16 H17 N O3,271.12084,271.1186,2,0,65.2,NA,NA,Adduct -8.26 ppm,check with sirius,"low confidence, keep sirius",61.14,1-[Hydroxy-(2-hydroxy-3-methoxypropoxy)phosphoryl]oxyethyl-trimethylazanium,C9H22NO6P,na,na,na,1-[Hydroxy-(2-hydroxy-3-methoxypropoxy)phosphoryl]oxyethyl-trimethylazanium,C9H22NO6P,L3.3
FT_1.428_276.15540,"6-(tert-butyl)-4-piperidinothieno[3,2-d]pyrimidine",C15 H21 N3 S,275.14562,275.14812,5,0,86.5,NA,NA,Adduct 9.09 ppm,check with sirius,"low confidence, keep formula only",na,na,C11H21N3O5,na,same formula,na,no name,C11H21N3O5,L4.1
FT_1.432_453.12162,"1-(4-fluorophenoxy)-3-[4-(3-phenyl-1,2,4-thiadiazol-5-yl)piperazino]propan-2-ol",C21 H23 F N4 O2 S,414.15257,452.11435,1,0,82.1,NA,NA,halogenated,0,"low confidence, keep formula only",na,na,C17H24O14,na,no result,na,no name,C17H24O14,L4.3
FT_1.525_453.12167,"1-(4-fluorophenoxy)-3-[4-(3-phenyl-1,2,4-thiadiazol-5-yl)piperazino]propan-2-ol",C21 H23 F N4 O2 S,414.15257,452.11439,1,0,81.2,NA,NA,low quality,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_1.599_379.12119,NP-003051,C20 H20 O6,356.12599,378.11392,4,0,93.9,NA,NA,"Adduct 21.98 ppm, low quality",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_1.676_349.11061,"2-[(2S,3R,4S,5R)-5-(Aminomethyl)-3,4-dihydroxytetrahydro-2-furanyl]-N-(4-methoxybenzyl)acetamide",C15 H22 N2 O5,310.15287,348.10333,3,0,99.7,NA,NA,Adduct 37.95 DA,check with sirius,"no result, keep formula",,na,C10H16N6O8,na,no result,na,no name,C10H16N6O8,L4.3
FT_1.694_347.09500,"N-[3-(2-methyl-4-pyrimidinyl)phenyl]-1,3-benzothiazole-2-carboxamide",C19 H14 N4 O S,346.08883,346.08773,3,0,98.4,NA,NA,bad match,check with sirius,"low confidence, keep CMMRT",,,,Methyl 6-O-galloyl-b-D-glucopyranoside,C14H18O10,na,Methyl 6-O-galloyl-b-D-glucopyranoside,C14H18O10,L3.3
FT_1.706_467.13727,NP-020236,C23 H24 O9,444.14203,466.12999,4,0,91.4,NA,NA,Adduct 21.98 DA,check with sirius,low confidence,na,na,na,na,na,na,NP-020236,C23 H24 O9,L2
FT_1.722_187.10773,L-Alanyl-L-proline,C8 H14 N2 O3,186.10044,186.10045,1,0,78.4,NA,NA,L2,L2,no result,na,na,na,same name,na,na,L-Alanyl-L-proline,C8 H14 N2 O3,L2
FT_1.745_204.12300,"1-Methyl-4-(1-pyrrolidinyl)-1H-pyrazolo[3,4-d]pyrimidine",C10 H13 N5,203.1171,203.11572,2,0,82.8,NA,NA,Adduct -6.77 ppm,check with sirius,"low confidence, keep CD second hit",na,na,na,same name,na,na,Acetylcarnitine,C9H17NO4,L2
FT_1.759_288.11903,"5,7-dioxa-12-azapentacyclo[10.6.1.0Â?,Âaâ°.0â´,â¸.0ÂaÂl,Âaâ¸]nonadeca-2,4(8),9,17-tetraene-15,16-diol",C16 H17 N O4,287.11576,287.11176,4,0,87.6,NA,NA,Adduct -13.93 ppm,check with sirius,"no result, keep cmmrt",na,na,na,Clavamycin E,C11H17N3O6,na,Clavamycin E,C11H17N3O6,L3.3
FT_1.774_469.09629,AVE8923,C21 H26 Br F N2 O2 S,468.08824,468.08902,1,0,78.4,NA,NA,halogenated,check with sirius,"no result, keep cmmrt",na,na,na,Neocretanin,C20H20O13,na,Neocretanin,C20H20O13,L3.3
FT_1.776_453.12153,"1-(4-fluorophenoxy)-3-[4-(3-phenyl-1,2,4-thiadiazol-5-yl)piperazino]propan-2-ol",C21 H23 F N4 O2 S,414.15257,452.11426,1,0,81.6,NA,NA,halogenated,check with sirius,keep sirius,62.94,Nuezhenidic acid,C17H24O14,no result,no result,na,Nuezhenidic acid,C17H24O14,L3.3
FT_1.799_527.15848,D-Raffinose,C18 H32 O16,504.16903,526.1512,3,0,97.3,NA,NA,"Adduct 21.98 DA, bad quality",,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_1.822_277.10307,Υ-L-Glutamyl-L-glutamic acid,C10 H16 N2 O7,276.09575,276.0958,1,0,98.5,C05282,NA,L2,L2,na,na,na,na,na,na,na,gamma-Glutamylglutamate,C10 H16 N2 O7,L2
FT_1.975_112.05049,Cytosine,C4 H5 N3 O,111.04326,111.04321,2,0,99.9,C00380,NA,L2,L2,"cytosine, 99.3%",na,na,na,na,na,na,Cytosine,C4 H5 N3 O,L2
FT_10.000_223.09405,"2-[4-(tert-butyl)-2,3-dihydro-1,3-thiazol-2-yliden]-3-oxobutanenitrile",C11 H14 N2 O S,222.08268,222.08678,1,0,90,NA,NA,"Adduct 18.43 ppm, bad spectra",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_10.064_211.13043,Jasmonic acid,C12 H18 O3,210.12559,210.12315,2,0,86.6,NA,NA,"Adduct -11.63 ppm, duplicate","low confidence, keep CD ",na,na,na,na,no result,no result,0.88,Jasmonic acid,C12 H18 O3,L2
FT_10.234_197.08094,NP-007491,C10 H14 O5,214.08412,196.07366,3,0,78.6,NA,NA,Adduct -18 DA,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_10.353_211.13040,Jasmonic acid,C12 H18 O3,210.12559,210.12313,2,0,86.2,NA,NA,"Adduct -11.75 ppm, duplicate",keep CD,no result,na,na,na,no result,no result,na,Jasmonic acid,C12 H18 O3,L2
FT_10.525_185.11734,Senkyunolide H,C12 H16 O4,224.10486,184.11004,2,0,92.2,NA,NA,"Adduct -39.99 DA, duplicate",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_10.539_209.11480,NP-011223,C10 H18 O3,186.12559,208.10752,5,0,99.6,NA,NA,Adduct 21.98 DA,check with sirius,no result,na,na,na,no result,no result,highier 0.8,NP-011223,C10 H18 O3,L2
FT_10.540_123.11677,"1,2,3,4-Tetramethyl-1,3-cyclopentadiene",C9 H14,122.10955,122.1095,1,0,97.6,NA,NA,"L2, duplicated",L2,na,na,na,na,na,na,na,"1,2,3,4-Tetramethyl-1,3-cyclopentadiene",C9 H14,L2
FT_10.540_169.12233,10-HDA,C10 H18 O3,186.12559,168.11505,2,0,80.2,NA,NA,"Adduct -18 DA, duplicate",L2,na,na,na,na,na,na,na,10-HDA,C10 H18 O3,L2
FT_10.608_223.06001,"(3R,4S)-4,6,8-Trihydroxy-7-methoxy-3-methyl-3,4-dihydro-1H-isochromen-1-one",C11 H12 O6,240.06339,222.05273,1,0,65.4,NA,NA,Adduct -18 DA,L2,"ddiferent annotation, low confidence",na,na,na,na,na,higher 0.8,"(3R,4S)-4,6,8-Trihydroxy-7-methoxy-3-methyl-3,4-dihydro-1H-isochromen-1-one",C11 H12 O6,L2
FT_10.615_181.08602,"5,8-dihydroxy-10-methyl-5,8,9,10-tetrahydro-2H-oxecin-2-one",C10 H14 O4,198.08921,180.07874,2,0,70.1,NA,NA,Adduct -18 DA,L2,na,na,na,na,na,na,na,"5,8-dihydroxy-10-methyl-5,8,9,10-tetrahydro-2H-oxecin-2-one",C10 H14 O4,L2
FT_10.732_253.10690,"(6S)-6-[(1S,2R)-1,2-dihydroxypentyl]-4-methoxy-5,6-dihydro-2H-pyran-2-one",C11 H18 O5,230.11542,252.09962,5,0,88.8,NA,NA,Adduct 21.98 DA,L2,low confidence,na,na,na,na,na,higher 0.8,"(6S)-6-[(1S,2R)-1,2-dihydroxypentyl]-4-methoxy-5,6-dihydro-2H-pyran-2-one",C11 H18 O5,L2
FT_10.734_305.06323,"(2R,3R)-2-(2,6-Dihydroxyphenyl)-3,5,7-trihydroxy-2,3-dihydro-4H-chromen-4-one",C15 H12 O7,304.0583,304.05595,1,0,61.1,NA,NA,"Adduct -7.74 ppm, keep cmmrt",check with sirius,low confidence,na,na,na,"3,4',5,6,7-Pentahydroxyflavanone",C15H12O7,na,"3,4',5,6,7-Pentahydroxyflavanone",C15H12O7,L3.3
FT_10.735_209.11471,NP-011223,C10 H18 O3,186.12559,208.10744,5,0,98.8,NA,NA,"Adduct 21.98 DA, bad quality",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_10.758_207.09912,Senkyunolide H,C12 H16 O4,224.10486,184.10992,2,0,94.2,NA,NA,"Adduct -39.99 DA, duplicate",low confidence,low confidence,na,na,na,na,na,higher 0.9,Senkyunolide H,C12 H16 O4,L2
FT_10.766_267.08627,"(3R,4S)-6,8-Dihydroxy-3,4,5-trimethyl-1-oxo-3,4-dihydro-1H-isochromene-7-carboxylic acid",C13 H14 O6,266.07904,266.07899,1,0,85.2,NA,NA,L2,L2,same annotation,na,na,na,na,na,0.95,"(3R,4S)-6,8-Dihydroxy-3,4,5-trimethyl-1-oxo-3,4-dihydro-1H-isochromene-7-carboxylic acid",C13 H14 O6,L2
FT_10.769_195.06528,NP-019445,C10 H10 O4,194.05791,194.058,5,0,77.9,NA,NA,L2,L2,na,na,na,na,na,na,na,NP-019445,C10 H10 O4,L2
FT_10.899_139.11172,Isophorone,C9 H14 O,138.10447,138.10444,1,0,76.5,C14743,NA,L2,L2,same annotation,na,na,na,na,na,na,Isophorone,C9 H14 O,L2
FT_10.944_159.10159,"3',4'-Dimethoxyacetophenone",C10 H12 O3,180.07864,158.09427,2,0,76.4,NA,NA,Adduct -21.98 DA,low confidence,0,na,na,na,na,na,na,"3',4'-Dimethoxyacetophenone",C10 H12 O3,L2
FT_11.008_179.06750,NP-012042,C10 H12 O4,196.07356,178.06022,2,0,62.7,NA,NA,Adduct -18 DA,check with sirius,0,na,na,na,na,na,na,NP-012042,C10 H12 O4,L2
FT_11.042_207.09910,Senkyunolide H,C12 H16 O4,224.10486,206.09183,2,0,93.8,NA,NA,"Adduct -18DA, duplicate",no result,delete,delete,delete,delete,delete,delete,higher 0.9,delete,delete,delete
FT_11.090_161.05973,4-Methoxycinnamic acid,C10 H10 O3,178.06299,160.05245,2,0,84.2,NA,NA,"L2, duplicated",na,na,na,na,na,na,na,0.85,4-Methoxycinnamic acid,C10 H10 O3,L2
FT_11.090_179.07054,4-Methoxycinnamic acid,C10 H10 O3,178.06299,178.06326,2,0,85,NA,NA,"Adduct -18DA, duplicate",low confidence,na,na,na,na,na,na,0.85,4-Methoxycinnamic acid,C10 H10 O3,L2
FT_11.098_265.06833,"methyl 2-{[(4-oxo-3,4-dihydrophthalazin-1-yl)methyl]thio}acetate",C12 H12 N2 O3 S,264.05686,264.06105,2,0,64.6,NA,NA,Adduct 15.86 ppm,"low confidence, keep cmmrt",na,na,na,na,Banksiamarin A,C13H12O6,na,Banksiamarin A,C13H12O6,L3.3
FT_11.180_181.04704,"4-oxo-4,5,6,7-tetrahydrobenzo[b]furan-3-carboxylic acid",C9 H8 O4,180.04226,180.03976,1,0,60.4,NA,NA,"Adduct -13.86 ppm, bad match",check with sirius,keep sirius,88.2,caffeate,C9H8O4,no result,no result,na,caffeate,C9H8O4,L3.3
FT_11.232_283.11759,5-Methyl-N-(1-methyl-3-phenyl-1H-pyrazol-5-yl)-3-isoxazolecarboxamide,C15 H14 N4 O2,282.11168,282.11035,1,0,61.2,NA,NA,,"red name, keep sirius",na,70.25,"(3S,4S)-3,4,8-trihydroxy-6-methoxy-7-(1-methoxyethyl)-3,4-dihydro-2H-naphthalen-1-one",C14H18O6,na,na,0.98,"(3S,4S)-3,4,8-trihydroxy-6-methoxy-7-(1-methoxyethyl)-3,4-dihydro-2H-naphthalen-1-one",C14H18O6,L3.3
FT_11.304_193.04955,7-hydroxy-6-methoxy-2H-chromen-2-one,C10 H8 O4,192.04226,192.04228,6,0,96.4,NA,NA,L2,L2,na,na,na,na,na,na,na,7-hydroxy-6-methoxy-2H-chromen-2-one,C10 H8 O4,L2
FT_11.314_195.06521,Ferulic acid,C10 H10 O4,194.05791,194.05793,5,0,78.6,C01494,NA,L2,L2,na,na,na,na,na,na,na,Ferulic acid,C10 H10 O4,L2
FT_11.361_283.11760,5-Methyl-N-(1-methyl-3-phenyl-1H-pyrazol-5-yl)-3-isoxazolecarboxamide,C15 H14 N4 O2,282.11168,282.11035,3,0,66.2,NA,NA,L2,L2,delete,delete,delete,delete,delete,delete,0.98,delete,delete,delete
FT_11.379_209.11474,NP-011223,C10 H18 O3,186.12559,208.10746,5,0,97.9,NA,NA,Adduct 21.98 DA,L2,no result,na,na,na,no result,no result,highier 0.8,NP-011223,C10 H18 O3,L2
FT_11.454_263.08909,"3-(3,4,5-trimethoxyphenyl)propanoic acid",C12 H16 O5,240.09977,262.08181,7,0,93.6,NA,NA,Adduct 21.98 DA,0,low confidence,na,na,na,na,na,na,"3-(3,4,5-trimethoxyphenyl)propanoic acid",C12 H16 O5,L2
FT_11.491_167.03390,2-(Chloromethyl) benzimidazole,C8 H7 Cl N2,166.02978,166.02662,1,0,86.6,NA,NA,halogenated,"keep sirius, similar compounds in cmmrt",keep sirius,59.31,"1,3-Benzenedicarboxaldehyde, 4,6-dihydroxy-",C8H6O4,different name,same formula,na,"1,3-Benzenedicarboxaldehyde, 4,6-dihydroxy-",C8H6O4,L3.3
FT_11.505_163.03899,7-Hydroxycoumarine,C9 H6 O3,162.03169,162.03172,3,0,99.2,C09315,NA,L2,L2,na,na,na,na,na,na,na,7-Hydroxycoumarine,C9 H6 O3,L2
FT_11.565_223.09649,"3-(3,4,5-trimethoxyphenyl)propanoic acid",C12 H16 O5,240.09977,222.08921,1,0,60.8,NA,NA,Adduct -18 DA,L2,"different annotation, 88.42",na,na,na,na,na,na,"3-(3,4,5-trimethoxyphenyl)propanoic acid",C12 H16 O5,L2
FT_11.589_193.04953,Scopoletin,C10 H8 O4,192.04226,192.04226,6,0,97.8,C01752,NA,L2,L2,na,na,na,na,na,na,na,Scopoletin,C10 H8 O4,L2
FT_11.593_207.09913,Senkyunolide H,C12 H16 O4,224.10486,184.10993,2,0,90.4,NA,NA,"Adduct -39.99 DA, duplicate",delete,delete,delete,delete,delete,delete,delete,higher 0.9,delete,delete,delete
FT_11.694_161.05974,3-Methoxycinnamic acid,C10 H10 O3,178.06299,160.05247,2,0,86.7,NA,NA,Adduct -18 DA,L2,na,na,na,na,na,na,na,3-Methoxycinnamic acid,C10 H10 O3,L2
FT_11.694_235.09645,NP-020206,C11 H16 O4,212.10486,234.08918,9,0,97.8,NA,NA,Adduct 21.98 DA,"keep sirius, similar compounds in cmmrt",na,70.47,6-acetyl-2-(hydroxymethyl)-2-methyl-3H-chromen-4-one,C13H14O4,similar name,same formula,higher 0.9,6-acetyl-2-(hydroxymethyl)-2-methyl-3H-chromen-4-one,C13H14O4,L2
FT_11.771_211.06008,"2-(2-acetyl-3,5-dihydroxyphenyl)acetic acid",C10 H10 O5,210.05282,210.05281,2,0,75.8,NA,NA,L2,L2,same,na,na,na,na,na,na,"2-(2-acetyl-3,5-dihydroxyphenyl)acetic acid",C10 H10 O5,L2
FT_11.776_223.06005,"4-(4-chlorophenoxy)-3,5-dimethyl-1H-pyrazole",C11 H11 Cl N2 O,222.05599,222.05277,3,0,82.9,NA,NA,halogenated,"keep sirius, similar compounds in cmmrt",keep sirius,71.67,"6-Hydroxy-7,8-dimethoxycoumarin",C11H10O5,different name,same formula,na,"6-Hydroxy-7,8-dimethoxycoumarin",C11H10O5,L2
FT_11.834_205.10702,Biotin,C10 H16 N2 O3 S,244.08816,204.09975,5,0,99.3,NA,NA,"Adduct -39.99 DA, duplicate",check with sirius,"low confidence, keep CMMRT",na,na,same,"Diethyl (2R,3R)-2-methyl-3-hydroxysuccinate",C9H16O5,na,"Diethyl (2R,3R)-2-methyl-3-hydroxysuccinate",C9H16O5,L2
FT_11.838_123.11677,"1,2,3,4-Tetramethyl-1,3-cyclopentadiene",C9 H14,122.10955,122.10949,1,0,96.3,NA,NA,L2,L2,0,na,na,na,na,na,na,"1,2,3,4-Tetramethyl-1,3-cyclopentadiene",C9 H14,L2
FT_11.899_205.08343,Resorcinol diglycidyl ether,C12 H14 O4,222.08921,204.07615,2,0,78.6,NA,NA,"Lab-use synthetic compound, likely contaminant",delete,no result,na,na,na,na,na,na,delete,delete,delete
FT_11.901_165.09108,4-Phenylbutyric acid,C10 H12 O2,164.08373,164.08381,2,0,81.8,NA,NA,L2,L2,similar sirius anotation,na,na,na,na,na,low,4-Phenylbutyric acid,C10 H12 O2,L2
FT_11.950_223.06004,"(3R,4S)-4,6,8-Trihydroxy-7-methoxy-3-methyl-3,4-dihydro-1H-isochromen-1-one",C11 H12 O6,240.06339,222.05276,3,0,69.5,NA,NA,Adduct -18 DA,L2,"different annotation, reticulol, 87.98",na,na,na,na,na,na,"(3R,4S)-4,6,8-Trihydroxy-7-methoxy-3-methyl-3,4-dihydro-1H-isochromen-1-one",C11 H12 O6,L2
FT_11.963_207.09907,Senkyunolide H,C12 H16 O4,224.10486,206.09179,2,0,94.8,NA,NA,"Adduct -18 DA, duplicate",0,"no result, keep CD",na,na,na,na,na,higher 0.9,Senkyunolide H,C12 H16 O4,L2
