FeatureID,Name,Formula,Annotation MW,Calc. MW,# mzCloud Results,# mzVault Results,mzCloud Best Match,KEGG ID,Potential_fragment,Notes,Action_decision,Sirus_notes,Sirius_percentage,Sirius_name,Sirius_formula,CMMRT_name,CMMRT_formula,Correlation_duplicated annotations,Final_name,Final_formula,Final_decision
FT_14.153_249.11211,NP-021018,C12 H18 O4,226.12051,248.10483,3,0,90,NA,NA,"Adduct 21.98 DA, low intensity",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_14.157_253.10703,"(6S)-6-[(1S,2R)-1,2-dihydroxypentyl]-4-methoxy-5,6-dihydro-2H-pyran-2-one",C11 H18 O5,230.11542,252.09978,2,0,76,NA,NA,"Adduct 21.98 DA, duplicated",keep sirius,0,70.49,Eugenone,C13H16O5,different name,same formula,higher 0.8,Eugenone,C13H16O5,L3.3
FT_14.159_211.06009,"1-(3-acetyl-2,4,6-trihydroxyphenyl)ethan-1-one",C10 H10 O5,210.05282,210.05281,3,0,93.4,NA,NA,0,na,na,na,na,na,na,na,higher 0.8,"1-(3-acetyl-2,4,6-trihydroxyphenyl)ethan-1-one",C10 H10 O5,L2
FT_14.159_235.09648,NP-020206,C11 H16 O4,212.10486,234.0892,9,0,96.6,NA,NA,Adduct 21.98 DA,na,na,na,na,na,na,na,higher 0.9,NP-020206,C11 H16 O4,L2
FT_14.189_237.07566,"(7R,8S)-7,8-Dihydroxy-3,7-dimethyl-6-oxo-7,8-dihydro-6H-isochromene-5-carbaldehyde",C12 H12 O5,236.06847,236.06838,1,0,60.5,NA,NA,Low quality,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_14.221_281.10193,N1-(1H-indol-4-yl)cyclohexane-1-carboxamide,C15 H18 N2 O,242.14191,280.09466,2,0,79.5,NA,NA,"Adduct 37.95, low quality",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_14.233_215.14290,"(4aR,5R,6R)-6-hydroxy-4a,5-dimethyl-3-(prop-1-en-2-yl)-2,4a,5,6,7,8-hexahydronaphthalen-2-one",C15 H20 O2,232.14633,214.13562,1,0,74,NA,NA,"Adduct -18 DA, low quality",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_14.256_275.16186,"1,4-dihydroxy-1,4-dimethyl-7-(propan-2-ylidene)-decahydroazulen-6-one",C15 H24 O3,252.17254,274.15458,7,0,97.8,NA,NA,"Adduct 21.98 DA, duplicated",na,na,na,na,na,na,na,low,"1,4-dihydroxy-1,4-dimethyl-7-(propan-2-ylidene)-decahydroazulen-6-one",C15 H24 O3,L2
FT_14.269_265.10705,NP-020363,C14 H18 O6,282.11034,264.09978,2,0,69.9,NA,NA,"Adduct -18 DA, low quality",check with sirius,0,delete,delete,delete,delete,delete,higher 0.9,delete,delete,delete
FT_14.271_193.04951,NP-001422,C8 H10 O4,170.05791,192.04223,7,0,91.5,NA,NA,"Adduct 21.98 DA, low intensity",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_14.307_323.14873,"4,4'-Bis(3-methyl-5-oxo-1-phenylpyrazolinylidene)",C20 H16 N4 O2,344.12733,322.14168,2,0,81.4,NA,NA,"Adduct -21.98 DA, bad quality spectra",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_14.341_251.09139,Citrinin,C13 H14 O5,250.08412,250.08411,3,0,83.5,C16765,NA,low quality,delete,delete,delete,delete,delete,delete,delete,higher 0.8,delete,delete,delete
FT_14.346_177.05458,4-Methylumbelliferone,C10 H8 O3,176.04734,176.04731,4,0,84.9,C03081,NA,low quality,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_14.354_195.06518,NP-019445,C10 H10 O4,194.05791,194.0579,6,0,89.2,NA,NA,0,L2,na,na,na,na,na,na,higher 0.9,NP-019445,C10 H10 O4,L2
FT_14.355_263.12773,NP-003117,C13 H20 O4,240.13616,262.12045,5,0,67.2,NA,NA,"Adduct 21.98 DA, Low quality",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_14.355_267.12270,4-oxododecanedioic acid,C12 H20 O5,244.13107,266.11542,3,0,79.8,NA,NA,Adduct 21.98 DA,second hit same as cmmrt,na,na,na,na,Nevirapine,C15H14N4O,higher 0.8,4-oxododecanedioic acid,C12 H20 O5,L2
FT_14.388_249.11214,NP-021018,C12 H18 O4,226.12051,248.10487,2,0,77.2,NA,NA,Adduct 21.98 DA,check with sirius,na,na,na,na,na,na,higher 0.8,NP-021018,C12 H18 O4,L2
FT_14.413_275.09121,NP-001608,C13 H16 O5,252.09977,274.08393,5,0,78.5,NA,NA,"Adduct 21.98 DA, Low quality",check with sirius,0,delete,delete,delete,delete,delete,low,,,delete
FT_14.459_343.15184,"3-morpholino-5,6-diphenylpyridazine-4-carbonitrile",C21 H18 N4 O,342.14806,342.14456,1,0,90.3,NA,NA,Adduct -10.22 ppm,low quality,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_14.473_253.10704,"(6S)-6-[(1S,2R)-1,2-dihydroxypentyl]-4-methoxy-5,6-dihydro-2H-pyran-2-one",C11 H18 O5,230.11542,252.09978,2,0,73.8,NA,NA,"Adduct 21.98 DA, duplicated",keep cmmrt,na,na,na,na,"2,4-Dihydroxy-6-(4-hydroxy-2-oxopentyl)-3-methylbenzaldehyde",C13H16O5,higher 0.8,"2,4-Dihydroxy-6-(4-hydroxy-2-oxopentyl)-3-methylbenzaldehyde",C13H16O5,L3.3
FT_14.501_165.09103,4-Phenylbutyric acid,C10 H12 O2,164.08373,164.08375,2,0,86.1,NA,NA,Low quality,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_14.508_237.11214,NP-000919,C11 H18 O4,214.12051,236.10489,2,0,80.5,NA,NA,Adduct 21.98 DA,keep sirius,na,75,8-Ethyl-7-hydroxy-5-methoxy-2-methylchroman-4-one,C13H16O4,different name,same formula,Higher 0.8,8-Ethyl-7-hydroxy-5-methoxy-2-methylchroman-4-one,C13H16O4,L3.3
FT_14.508_265.10707,NP-020400,C12 H18 O5,242.11542,264.09979,4,0,81,NA,NA,Adduct 21.98 DA,keep sirius,na,74.84,Peucedanol,C14H16O5,different name,same formula,higher 0.9,Peucedanol,C14H16O5,L3.3
FT_14.514_233.08083,Citrinin,C13 H14 O5,250.08412,232.07355,1,0,91.2,NA,NA,"Adduct -18 DA, duplicate",check with sirius,"Different annotation, low confidence",na,differente name,same formula,Cassiachromone,C13H12O4,higher 0.8,Cassiachromone,C13H12O4,L3.3
FT_14.539_267.12267,4-oxododecanedioic acid,C12 H20 O5,244.13107,266.11539,3,0,76.4,NA,NA,"Adduct 21.98 DA, low quality, duplicated",delete,delete,delete,delete,delete,delete,delete,higher 0.8,delete,delete,delete
FT_14.540_209.08081,"6-Hydroxy-8-methoxy-3-methyl-3,4-dihydro-1H-isochromen-1-one",C11 H12 O4,208.07356,208.07353,2,0,71.7,NA,NA,duplicated,L2,na,na,na,na,na,na,0.89,"6-Hydroxy-8-methoxy-3-methyl-3,4-dihydro-1H-isochromen-1-one",C11 H12 O4,L2
FT_14.540_275.08918,NP-001608,C13 H16 O5,252.09977,274.08191,5,0,84.7,NA,NA,Adduct 21.98 DA,check with sirius,na,68.35,Phloretin,C15H14O5,different name,same formula,low,Phloretin,C15H14O5,L3.3
FT_14.565_279.12205,NP-021074,C13 H20 O5,256.13107,278.11477,5,0,66.7,NA,NA,"Adduct 21.98, low quality",check with sirius,0,delete,delete,delete,delete,delete,low,,,delete
FT_14.603_237.07571,"6,7,8-trimethoxy-2H-chromen-2-one",C12 H12 O5,236.06847,236.06844,5,0,91.1,NA,NA,duplicated,L2,na,na,na,na,na,na,higher 0.8,"6,7,8-trimethoxy-2H-chromen-2-one",C12 H12 O5,L2
FT_14.612_193.04952,"5,7-Dihydroxy-4-methylcoumarin",C10 H8 O4,192.04226,192.04225,7,0,86.8,NA,NA,0,L2,na,na,na,na,na,na,low,"5,7-Dihydroxy-4-methylcoumarin",C10 H8 O4,L2
FT_14.639_221.08087,"5,8-dihydroxy-10-methyl-5,8,9,10-tetrahydro-2H-oxecin-2-one",C10 H14 O4,198.08921,220.07359,2,0,82.7,NA,NA,"Adduct 21.98 DA, low quality",delete,delete,delete,delete,delete,delete,delete,0.85,delete,delete,delete
FT_14.685_401.15946,"1,3-dihydroxy-1-(7-methoxy-2-oxo-2H-chromen-6-yl)-3-methylbutan-2-yl 3-methylbutanoate",C20 H26 O7,378.16785,400.15219,5,0,69.5,NA,NA,"Adduct 21.98 DA, duplicated",L2,0,na,differente name,same formula,"6-(1,3-Diphenylbut-3-en-2-yloxy)-3,4,5-trihydroxyoxane-2-carboxylic acid",C22H24O7,0.83,"6-(1,3-Diphenylbut-3-en-2-yloxy)-3,4,5-trihydroxyoxane-2-carboxylic acid",C22H24O7,L3.3
FT_14.703_211.06009,"1-(3-acetyl-2,4,6-trihydroxyphenyl)ethan-1-one",C10 H10 O5,210.05282,210.05281,3,0,92.4,NA,NA,0,L2,na,na,na,na,na,na,0,"1-(3-acetyl-2,4,6-trihydroxyphenyl)ethan-1-one",C10 H10 O5,L2
FT_14.703_225.07574,NP-020902,C9 H14 O5,202.08412,224.06847,1,0,68.5,NA,NA,Adduct 21.98 DA,L2,0,85.38,"3,4-Dihydroxy-5-methoxy-trans-cinnamic acid methyl ester",C11H12O5,different name,same formula,na,"3,4-Dihydroxy-5-methoxy-trans-cinnamic acid methyl ester",C11H12O5,L3.3
FT_14.728_263.09142,"3-(3,4,5-trimethoxyphenyl)propanoic acid",C12 H16 O5,240.09977,262.08418,1,0,66.6,NA,NA,"Adduct 21.98 DA, low quality",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_14.766_167.07029,Apocynin,C9 H10 O3,166.06299,166.06302,1,0,82.8,C11380,NA,0,L2,"Different annotation, low confidence",na,na,na,na,na,low,Apocynin,C9 H10 O3,L2
FT_14.803_251.12774,"5-[(1E)-3-hydroxy-3-methylbut-1-en-1-yl]-2-methylcyclohex-5-ene-1,2,4-triol",C12 H20 O4,228.13616,250.12046,4,0,71.6,NA,NA,"Adduct 21.98 DA, low intensity",delete,delete,delete,delete,delete,delete,delete,higher 0.8,delete,delete,delete
FT_14.804_237.11212,NP-000919,C11 H18 O4,214.12051,236.10486,2,0,86.2,NA,NA,Adduct 21.98 DA,check with sirius,na,na,differente name,same formula,3-Dimethylallyl-4-hydroxymandelic acid,C13H16O4,Higher 0.8,3-Dimethylallyl-4-hydroxymandelic acid,C13H16O4,L3.3
FT_14.841_401.15946,"1,3-dihydroxy-1-(7-methoxy-2-oxo-2H-chromen-6-yl)-3-methylbutan-2-yl 3-methylbutanoate",C20 H26 O7,378.16785,400.15218,5,0,64.9,NA,NA,"Adduct 21.98 DA, duplicated",check with sirius,na,58.74,Sterenin F,C22H24O7,different name,same formula,0.83,Sterenin F,C22H24O7,L3.3
FT_14.851_219.06518,NP-019992,C10 H12 O4,196.07356,218.0579,3,0,90.2,NA,NA,"Adduct 21.98 DA, low quality",check with sirius,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_14.852_327.03427,"4-{2-[(2-chlorophenoxy)methyl]-1,3-thiazol-4-yl}benzonitrile",C17 H11 Cl N2 O S,326.02806,326.02699,2,0,76.1,NA,NA,halogenated,keep second hit,0,,no result,na,no result,no result,0,"5-[(4-Thiophen-2-ylpyrimidin-2-yl)sulfanylmethyl]-2,1,3-benzoxadiazole",C15 H10 N4 O S2,L2
FT_14.891_263.12773,NP-003117,C13 H20 O4,240.13616,262.12046,2,0,62.4,NA,NA,"Adduct 21.98 DA, low quality",check with sirius,na,na,differente name,same formula,Ustusorane A,C15H18O4,0,Ustusorane A,C15H18O4,L3.3
FT_14.925_247.09650,"(2S)-2-(2-hydroxypropan-2-yl)-2H,3H,7H-furo[3,2-g]chromen-7-one",C14 H14 O4,246.08921,246.08922,1,0,64.1,NA,NA,low quality,check with sirius,na,na,na,na,na,na,na,"(2S)-2-(2-hydroxypropan-2-yl)-2H,3H,7H-furo[3,2-g]chromen-7-one",C14 H14 O4,L2
FT_14.925_311.16420,Estriol,C18 H24 O3,288.17254,310.15692,4,0,73,NA,NA,Adduct 21.98 DA,check with sirius,na,na,na,na,na,na,na,Estriol,C18 H24 O3,L2
FT_14.926_351.15669,"1,7-bis(4-hydroxyphenyl)-5-methoxyheptan-3-one",C20 H24 O4,328.16746,350.14941,4,0,99.5,NA,NA,Adduct 21.98 DA,check with sirius,0,81.88,"(2S)-5,7-dimethoxy-8-(3-methylbuta-1,3-dienyl)-2-phenyl-2,3-dihydrochromen-4-one",C22H22O4,no result,no result,0,"(2S)-5,7-dimethoxy-8-(3-methylbuta-1,3-dienyl)-2-phenyl-2,3-dihydrochromen-4-one",C22H22O4,L3.3
FT_14.944_209.08087,"6-Hydroxy-8-methoxy-3-methyl-3,4-dihydro-1H-isochromen-1-one",C11 H12 O4,208.07356,208.0736,1,0,60.2,NA,NA,"duplicated, low quality",DELETE,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_14.945_335.22177,NP-002322,C18 H32 O4,312.23006,334.21449,8,0,98.5,NA,NA,"Adduct 21.98 DA, low quality",delete,delete,delete,delete,delete,delete,delete,0.91,delete,delete,delete
FT_14.946_249.11210,NP-021018,C12 H18 O4,226.12051,248.10484,2,0,84.1,NA,NA,"Adduct 21.98 DA, low intensity",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_14.955_275.09129,NP-001608,C13 H16 O5,252.09977,274.08402,3,0,82.8,NA,NA,"Adduct 21.98 DA, low quality",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_14.957_273.10978,"(1R,9S)-3-(2-Thienyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one",C15 H16 N2 O S,272.09833,272.1025,5,0,83.3,NA,NA,Adduct 15.33 ppm,check with sirius,no result,na,na,na,"1,2-Bis(4-hydroxy-3-methoxyphenyl)ethylene",C16H16O4,0,"1,2-Bis(4-hydroxy-3-methoxyphenyl)ethylene",C16H16O4,L3.3
FT_14.959_233.11720,Sorbicillin,C14 H16 O3,232.10994,232.10992,1,0,85.2,NA,NA,duplicated,L2,na,na,na,na,na,na,higher 0.8,Sorbicillin,C14 H16 O3,L2
FT_14.966_331.15187,Oxomemazine,C18 H22 N2 O2 S,330.1402,330.14459,1,0,86.3,NA,NA,Adduct 13.32 ppm,check with sirius,0,68,Helenalin methacrylate,C19H22O5,different name,same formula,0,Helenalin methacrylate,C19H22O5,L3.3
FT_14.973_265.10705,NP-020400,C12 H18 O5,242.11542,264.09979,3,0,66.2,NA,NA,Adduct 21.98 DA,check with sirius,na,na,na,na,na,na,higher 0.9,NP-020400,C12 H18 O5,L2
FT_14.979_267.12270,4-oxododecanedioic acid,C12 H20 O5,244.13107,266.11543,3,0,69.1,NA,NA,"Adduct 21.98 DA, duplicated",check with sirius,0,67.86,Acronyculatin D,C14H18O5,different name,same formula,higher 0.8,Acronyculatin D,C14H18O5,L3.3
FT_15.020_153.12739,,C10 H16 O,152.12012,152.12012,5,0,68.8,NA,NA,0,L2,na,na,na,na,na,na,low,alpha-Pinene oxide,C10 H16 O,L2
FT_15.037_235.09648,NP-020205,C11 H16 O4,212.10486,234.0892,9,0,92.7,NA,NA,Adduct 21.98 DA,L2,na,na,na,na,na,na,higher 0.8,NP-020364,C13H16O5,L2
FT_15.100_289.10682,NP-005519,C14 H18 O5,266.11542,288.09954,6,0,74.7,NA,NA,"Adduct 21.98 Da, low intensity",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_15.102_279.12268,"6-(2,3-dihydroxy-3-methylbutoxy)-4-methoxy-5-methyl-1,3-dihydro-2-benzofuran-1-one",C15 H20 O6,296.12599,278.11545,6,0,75.4,NA,NA,"Adduct -18 DA, low quality",check with sirius,0,delete,delete,delete,delete,delete,0,,,delete
FT_15.109_251.12776,"5-[(1E)-3-hydroxy-3-methylbut-1-en-1-yl]-2-methylcyclohex-5-ene-1,2,4-triol",C12 H20 O4,228.13616,250.12051,4,0,75.6,NA,NA,"Adduct 21.98 DA, low intensity",delete,delete,delete,delete,delete,delete,delete,higher 0.8,delete,delete,delete
FT_15.124_265.14341,(±)-Abscisic acid,C15 H20 O4,264.13616,264.13613,11,0,86.6,NA,NA,0,L2,na,na,na,na,na,na,na,(±)-Abscisic acid,C15 H20 O4,L2
FT_15.134_253.10704,"(6S)-6-[(1S,2R)-1,2-dihydroxypentyl]-4-methoxy-5,6-dihydro-2H-pyran-2-one",C11 H18 O5,230.11542,252.09986,5,0,91.6,NA,NA,"Adduct 21.98 DA, duplicated",check with sirius,"different annotation, ",84.54,Eugenone,C13H16O5,different name,same formula,0,Eugenone,C13H16O5,L3.3
FT_15.141_195.06518,NP-019445,C10 H10 O4,194.05791,194.0579,5,0,85.3,NA,NA,0,L2,na,na,na,na,na,na,higher 0.9,NP-019445,C10 H10 O4,L2
FT_15.145_247.09647,7-chloro-4-piperidinoquinoline,C14 H15 Cl N2,246.09238,246.08919,3,0,77.3,NA,NA,"halogenated, low quality",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_15.160_233.11721,Sorbicillin,C14 H16 O3,232.10994,232.10994,1,0,83.3,NA,NA,duplicated,L2,na,na,na,na,na,na,higher 0.8,Sorbicillin,C14 H16 O3,L2
FT_15.207_277.17759,NP-004917,C15 H26 O3,254.18819,276.17031,2,0,90.9,NA,NA,Adduct 21.98 DA,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_15.263_251.12776,NP-000124,C12 H20 O4,228.13616,250.1205,4,0,86.7,NA,NA,Adduct 21.98 DA,check with sirius,low confidence,na,na,na,na,na,0,coenzyme Q1,C14H18O4,L2
FT_15.269_295.11764,1-[5-Nitro-2-(1-pyrrolidinyl)benzyl]-1H-imidazole,C14 H16 N4 O2,272.12733,294.11037,4,0,81.6,NA,NA,Adduct 21.98 DA,check with sirius,low confidence,na,na,na,Tutin,C15H18O6,low,Tutin,C15H18O6,L3.3
FT_15.285_209.07863,"6-Hydroxy-8-methoxy-3-methyl-3,4-dihydro-1H-isochromen-1-one",C11 H12 O4,208.07356,208.07135,1,0,62.4,NA,NA,"Adduct -10.60, duplicated",check with sirius,0,67.94,Methyl ferulate,C11H12O4,no result,no result,0,Methyl ferulate,C11H12O4,L3.3
FT_15.290_245.11721,"(3aR,4aS,5R,8S,9aR)-5-hydroxy-4a,8-dimethyl-3-methylidene-2H,3H,3aH,4H,4aH,5H,6H,8H,9H,9aH-azuleno[6,5-b]furan-2,6-dione",C15 H18 O4,262.12051,244.10993,3,0,70.7,NA,NA,Adduct -18 DA,"L2, keep CD","low confidence, different structure",,na,na,na,na,0.85,Peruvinine,C15H20O4,L2
FT_15.291_343.15199,"3-morpholino-5,6-diphenylpyridazine-4-carbonitrile",C21 H18 N4 O,342.14806,342.14471,1,0,93.5,NA,NA,"Adduct -9.79 ppm, bad quality",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_15.295_271.15396,"2-(1H-1,2,3-benzotriazol-1-yl)-N-(2,3-dihydro-1H-inden-2-yl)acetamide",C17 H16 N4 O,292.13241,270.14718,2,0,63,NA,NA,Adduct -21.98 DA,check with sirius,na,na,na,na,na,na,low,"2-(benzotriazol-1-yl)-N-(2,3-dihydro-1H-inden-2-yl)acetamide",C17 H16 N4 O,L2
FT_15.305_311.16421,"(3E,12E)-3,12-Dimethyl-8-methylene-6,18-dioxatricyclo[14.2.1.05,9]nonadeca-3,12,16(19)-triene-7,17-dione",C20 H24 O4,328.16746,310.15693,4,0,77.7,NA,NA,Adduct -18 DA,L2,na,na,na,na,na,na,na,"Cembratetraene-16,2:19,6-diolide",C20H24O4,L2
FT_15.307_263.09139,"3-(3,4,5-trimethoxyphenyl)propanoic acid",C12 H16 O5,240.09977,262.08412,1,0,70,NA,NA,"Adduct 21.98 DA, low quality",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_15.346_193.04943,"5,7-Dihydroxy-4-methylcoumarin",C10 H8 O4,192.04226,192.04216,7,0,90.5,NA,NA,0,L2,na,na,na,na,na,na,low,"5,7-Dihydroxy-4-methylcoumarin",C10 H8 O4,L2
FT_15.349_249.11213,NP-021018,C12 H18 O4,226.12051,248.10486,1,0,82,NA,NA,Adduct 21.98 DA,L2,low confidence,na,na,na,na,na,higher 0.8,NP-021018,C12 H18 O4,L2
FT_15.356_221.08084,"5,8-dihydroxy-10-methyl-5,8,9,10-tetrahydro-2H-oxecin-2-one",C10 H14 O4,198.08921,220.07357,1,0,63.7,NA,NA,"Adduct 21.98 DA, low quality",check with sirius,0,83.89,"8-Hydroxy-6-methoxy-3,4-dimethylisochromen-1-one",C12H12O4,different name,same formula,0.85,"8-Hydroxy-6-methoxy-3,4-dimethylisochromen-1-one",C12H12O4,L3.3
FT_15.371_251.12770,"5-[(1E)-3-hydroxy-3-methylbut-1-en-1-yl]-2-methylcyclohex-5-ene-1,2,4-triol",C12 H20 O4,228.13616,250.12044,4,0,82.1,NA,NA,Adduct 21.98 DA,L2,0,na,differente name,same formula,different name,same formula,higher 0.8,coenzyme Q1,C14H18O4,L2
FT_15.410_289.10689,NP-005519,C14 H18 O5,266.11542,288.09961,6,0,77.7,NA,NA,"Adduct 21.98 DA, low quality",delete,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_15.418_279.12271,NP-004844,C15 H20 O6,296.12599,278.11543,4,0,66.4,NA,NA,"Adduct -18 DA, low quality",check with sirius,delete,delete,delete,delete,delete,delete,delete,delete,delete,delete
FT_15.439_267.12270,4-oxododecanedioic acid,C12 H20 O5,244.13107,266.11543,3,0,75.4,NA,NA,"Adduct 21.98 DA, duplicated",check with sirius,low confidence,na,na,na,na,na,higher 0.8,4-oxododecanedioic acid,C12 H20 O5,L2
FT_15.452_179.07028,NP-012042,C10 H12 O4,196.07356,178.063,2,0,71.6,NA,NA,Adduct -18 DA,L2,0,na,na,na,na,na,highier 0.8,NP-012042,C10 H12 O4,L2
FT_15.503_261.11213,NP-019855,C15 H18 O5,278.11542,260.10486,3,0,78.1,NA,NA,Adduct -18 DA,L2,0,na,na,na,na,na,0,NP-019855,C15 H18 O5,L2
FT_15.510_207.10161,NP-013210,C12 H14 O3,206.09429,206.09433,2,0,80.5,NA,NA,low quality,check with sirius,0,delete,delete,delete,delete,delete,low,,,delete
FT_15.510_313.17987,"6-[(2E,6E)-7-(5-hydroxy-3-methyl-2-oxocyclopent-3-en-1-yl)-6-methylhepta-2,6-dien-2-yl]-3-methyl-5,6-dihydro-2H-pyran-2-one",C20 H26 O4,330.18311,312.17259,1,0,69.7,NA,NA,Adduct -18 DA,L2,0,na,na,na,na,na,low,"6-[(2E,6E)-7-(5-hydroxy-3-methyl-2-oxocyclopent-3-en-1-yl)-6-methylhepta-2,6-dien-2-yl]-3-methyl-5,6-dihydro-2H-pyran-2-one",C20 H26 O4,L2
FT_15.514_233.11721,Sorbicillin,C14 H16 O3,232.10994,232.10994,1,0,85.4,NA,NA,duplicated,L2,0,na,na,na,na,na,higher 0.8,Sorbicillin,C14 H16 O3,L2
FT_15.519_331.15183,Oxomemazine,C18 H22 N2 O2 S,330.1402,330.14455,1,0,87.9,NA,NA,Adduct 13.19 ppm,check with sirius,0,50,Gibberellin A88,C19H22O5,Gibberellin A88,C19H22O5,0,Gibberellin A88,C19H22O5,L3.1
FT_15.560_251.12772,"5-[(1E)-3-hydroxy-3-methylbut-1-en-1-yl]-2-methylcyclohex-5-ene-1,2,4-triol",C12 H20 O4,228.13616,250.12045,3,0,61.2,NA,NA,"Adduct 21.98 DA, low intensity",L2,0,na,na,na,na,na,higher 0.8,"5-[(1E)-3-hydroxy-3-methylbut-1-en-1-yl]-2-methylcyclohex-5-ene-1,2,4-triol",C12 H20 O4,L2
FT_15.577_195.06518,NP-019445,C10 H10 O4,194.05791,194.05791,7,0,86.8,NA,NA,0,L2,0,na,na,na,na,na,higher 0.9,NP-019445,C10 H10 O4,L2
FT_15.580_237.07574,"(7R,8S)-7,8-Dihydroxy-3,7-dimethyl-6-oxo-7,8-dihydro-6H-isochromene-5-carbaldehyde",C12 H12 O5,236.06847,236.06846,4,0,79,NA,NA,0,L2,low confidence,na,na,na,na,na,0.9,"(7R,8S)-7,8-Dihydroxy-3,7-dimethyl-6-oxo-7,8-dihydro-6H-isochromene-5-carbaldehyde",C12 H12 O5,L2
FT_15.594_229.12236,"(3aS,5aS,9bR)-5a,9-dimethyl-3-methylidene-2H,3H,3aH,4H,5H,5aH,6H,7H,8H,9bH-naphtho[1,2-b]furan-2,5-dione",C15 H18 O3,246.12559,228.11508,2,0,65.2,NA,NA,Adduct -18 DA,check with sirius,0,na,na,na,na,na,0,"(3aS,5aS,9bR)-5a,9-dimethyl-3-methylidene-2H,3H,3aH,4H,5H,5aH,6H,7H,8H,9bH-naphtho[1,2-b]furan-2,5-dione",C15 H18 O3,L2
FT_15.595_247.13285,"5,10,15-trimethyl-4,9,13-trioxatetracyclo[10.3.0.0Âl,âµ.0â¸,Âaâ°]pentadec-1(15)-en-14-one",C15 H20 O4,264.13616,246.12558,8,0,78.5,NA,NA,Adduct -18 DA,check with sirius,"Different annotation, low confidence",,na,na,na,na,low,"5,10,15-trimethyl-4,9,13-trioxatetracyclo[10.3.0.0Âl,âµ.0â¸,Âaâ°]pentadec-1(15)-en-14-one",C15 H20 O4,L2
FT_15.645_177.05460,4-Methylumbelliferone hydrate,C10 H8 O3,176.04734,176.04732,4,0,92.6,NA,NA,duplicated,L2,bilcolic 86%,na,na,na,na,na,na,4-Methylumbelliferone hydrate,C10 H8 O3,L2
FT_15.679_251.16414,"9-hydroxy-2,10,10-trimethyltricyclo[6.3.0.0Âa,âµ]undec-6-ene-6-carboxylic acid",C15 H22 O3,250.15689,250.15688,6,0,89.5,NA,NA,0,L2,0,na,na,na,na,na,na,"9-hydroxy-2,10,10-trimethyltricyclo[6.3.0.0Âa,âµ]undec-6-ene-6-carboxylic acid",C15 H22 O3,L2
FT_15.682_335.22176,NP-002322,C18 H32 O4,312.23006,334.21449,21,0,95.9,NA,NA,Adduct 21.98 DA,low quality,delete,delete,delete,delete,delete,delete,0.91,delete,delete,delete
FT_15.706_235.09649,NP-020205,C11 H16 O4,212.10486,234.08921,9,0,85.2,NA,NA,Adduct 21.98 DA,check with sirius,0,delete,delete,delete,delete,delete,0,,,delete
FT_15.767_245.11720,"(3aR,4aS,5R,8S,9aR)-5-hydroxy-4a,8-dimethyl-3-methylidene-2H,3H,3aH,4H,4aH,5H,6H,8H,9H,9aH-azuleno[6,5-b]furan-2,6-dione",C15 H18 O4,262.12051,244.10992,5,0,78.7,NA,NA,Adduct -18 DA,check with sirius,"low confidence, different structure",na,na,na,na,na,0.85,"(3aR,4aS,5R,8S,9aR)-5-hydroxy-4a,8-dimethyl-3-methylidene-2H,3H,3aH,4H,4aH,5H,6H,8H,9H,9aH-azuleno[6,5-b]furan-2,6-dione",C15 H18 O4,L2
FT_15.767_285.10980,"4-methoxy-9-(2-methylbut-3-en-2-yl)-7H-furo[3,2-g]chromen-7-one",C17 H16 O4,284.10486,262.12053,2,0,87.1,NA,NA,"Adduct -21.98 DA, duplicated",na,na,na,na,na,na,na,1,"4-methoxy-9-(2-methylbut-3-en-2-yl)-7H-furo[3,2-g]chromen-7-one",C17 H16 O4,L2
FT_15.768_285.10980,"4-methoxy-9-(2-methylbut-3-en-2-yl)-7H-furo[3,2-g]chromen-7-one",C17 H16 O4,284.10486,284.10253,2,0,87.4,NA,NA,Adduct -8.21 pmm,check with sirius,0,delete,delete,delete,delete,delete,1,,,delete
